#Frame    epair[bond] epair[angle]   epair[dih] epair[vdw14] epair[elec14]   epair[vdw]  epair[elec] epair[total]
       1    1034.1133      52.7785       8.0704       3.1181       81.6638     496.4958      -9.9435    1666.2965
       2    1059.5886      51.9612      11.3902       3.5077       83.9173     472.9384     -13.2288    1670.0748
       3    1065.0891      59.6224      12.8595       3.2923       81.1794     461.4330     -12.5819    1670.8938
       4    1056.8453      50.9287       9.3489       3.8980       80.9769     475.6275      -9.9794    1667.6458
       5    1000.4274      67.1876       9.3734       3.1683       83.7829     523.4069     -13.4806    1673.8659
       6    1009.0566      54.9120      10.7173       4.0176       80.2256     530.7561      -7.9913    1681.6940
       7    1078.9992      56.9939       9.0682       2.6334       83.3966     454.9281     -10.1097    1675.9098
       8    1012.9122      54.4817       6.3322       3.2088       82.3253     517.7489     -12.2404    1664.7688
       9    1020.4459      61.5578       9.9424       3.7503       82.2566     495.4913     -10.3682    1663.0762
      10    1035.1917      58.2574      10.3995       2.0533       82.3475     495.1469     -10.3829    1673.0134
      11    1054.6389      56.1668       7.7794       2.0234       82.2650     486.5763     -14.5036    1674.9463
      12    1048.8112      56.2541       8.2296       2.2630       83.3856     477.8725     -12.4415    1664.3745
      13    1044.0169      53.6380       9.4098       3.4385       80.4495     490.0290      -8.0344    1672.9473
      14    1048.4117      54.3994       7.2301       3.9852       83.1203     476.1930     -12.4555    1660.8842
      15    1054.5735      52.7040       9.8770       2.9945       82.9845     478.4627     -11.3945    1670.2017
      16    1052.2049      54.1080       8.8723       1.9776       81.2336     481.3535     -10.8066    1668.9433
      17    1020.1769      56.2691       8.4658       2.3535       83.4093     507.9741     -15.8758    1662.7729
      18    1089.8675      53.7401      12.7024       1.9023       82.4437     448.7850     -13.5247    1675.9163
      19    1035.2730      46.6726       8.4425       1.5953       85.0366     500.9198     -13.9253    1664.0144
      20    1078.7330      53.6738       9.3769       3.0055       84.5711     452.4414     -14.5418    1667.2598
      21    1046.8122      55.1508       8.8396       1.7980       83.1385     491.5727     -15.3442    1671.9676
      22    1052.9616      57.3524      10.9612       4.8048       83.6346     476.1882     -12.9505    1672.9525
      23    1037.3665      58.6396       7.7102       2.5760       79.9803     493.7521      -9.9142    1670.1105
      24    1032.0737      52.5934       9.6438       2.6133       87.2600     499.0043     -12.5133    1670.6752
