GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4681.8462,-43079.8279,-8901.4698,218.1082932,-47761.6741,-8683.3615068,-56445.0356068
1,-4680.2444,-43561.9333,-8609.1942,217.47062304,-48242.1777,-8391.72357696,-56633.90127696
2,-4668.3959,-43236.1377,-8919.1875,224.8735212,-47904.5336,-8694.3139788,-56598.8475788
3,-4671.2855,-43265.7379,-8772.0139,218.97199799999999,-47937.0234,-8553.041902,-56490.065301999995
4,-4697.2807,-43341.7203,-8871.2351,219.62781791999998,-48039.001000000004,-8651.60728208,-56690.60828208
5,-4730.1715,-43589.0736,-8654.5407,218.72278943999999,-48319.2451,-8435.81791056,-56755.06301056
6,-4677.2661,-43184.257,-8935.3009,219.88263024,-47861.5231,-8715.41826976,-56576.94136976
7,-4694.9242,-43102.7915,-8983.8212,218.62933128,-47797.7157,-8765.19186872,-56562.90756872
8,-4702.9122,-43094.4435,-8975.2753,214.6507632,-47797.3557,-8760.6245368,-56557.9802368
9,-4740.0246,-43143.8997,-8899.058,216.90746352,-47883.9243,-8682.150536480001,-56566.07483648
10,-4693.2499,-43246.2645,-8846.6126,216.56607767999998,-47939.5144,-8630.04652232,-56569.56092232
11,-4679.1989,-43127.5431,-8939.6347,220.42019231999998,-47806.742000000006,-8719.21450768,-56525.956507680006
12,-4694.3071,-43162.0561,-8835.4978,219.8533536,-47856.3632,-8615.6444464,-56472.007646399994
13,-4702.1106,-43185.8817,-8900.8931,213.43215168,-47887.9923,-8687.46094832,-56575.45324832
14,-4663.4001,-43080.4841,-8978.3863,217.57238424,-47743.8842,-8760.81391576,-56504.69811576
15,-4719.7796,-43229.6341,-8804.2207,215.44460208,-47949.413700000005,-8588.77609792,-56538.18979792
16,-4743.2726,-43053.8536,-8941.093,220.6685952,-47797.1262,-8720.4244048,-56517.5506048
17,-4730.8366,-43160.2802,-8823.8083,213.96638736,-47891.1168,-8609.84191264,-56500.95871264001
18,-4685.6057,-43185.9812,-8854.5614,215.12960711999997,-47871.5869,-8639.431792880001,-56511.01869288
19,-4702.0176,-43133.6312,-8897.2188,212.06221056,-47835.6488,-8685.156589440001,-56520.80538944001
20,-4689.4698,-43223.2911,-8850.3072,214.73026991999998,-47912.7609,-8635.576930079998,-56548.33783008
21,-4688.6831,-43099.7833,-8933.848,216.90036144,-47788.466400000005,-8716.94763856,-56505.414038560004
22,-4708.5882,-42897.3,-9154.8712,218.61373103999998,-47605.8882,-8936.257468959999,-56542.14566896
23,-4725.4974,-43444.9578,-8709.2783,211.32045648,-48170.4552,-8497.95784352,-56668.41304351999
24,-4652.622,-43387.9743,-8765.916,218.45269295999998,-48040.596300000005,-8547.46330704,-56588.05960704
25,-4745.5712,-43535.2588,-8514.8868,212.78631167999998,-48280.83,-8302.10048832,-56582.93048832
26,-4686.2583,-43599.9383,-8543.6205,215.67485016,-48286.1966,-8327.945649840001,-56614.14224984
27,-4681.8067,-43210.9596,-8839.5357,216.75327192,-47892.7663,-8622.78242808,-56515.54872808
28,-4739.9363,-43486.4631,-8598.1582,212.78771928,-48226.3994,-8385.37048072,-56611.76988072
29,-4609.367,-43303.9647,-8809.0045,224.43942672,-47913.331699999995,-8584.565073279999,-56497.896773279994
30,-4694.3005,-43266.4888,-8793.7491,217.14375456,-47960.7893,-8576.60534544,-56537.39464544
31,-4719.2786,-43153.2437,-8958.4659,215.90621855999999,-47872.5223,-8742.55968144,-56615.081981439995
32,-4695.0482,-43370.645,-8826.3477,222.6781512,-48065.693199999994,-8603.6695488,-56669.36274879999
33,-4699.2817,-43237.6587,-8836.7486,221.51361456,-47936.9404,-8615.23498544,-56552.17538544
34,-4710.1154,-43474.2474,-8704.8433,217.45415088000001,-48184.3628,-8487.389149120001,-56671.75194912
35,-4705.1192,-43546.3001,-8618.1233,216.06661224,-48251.4193,-8402.05668776,-56653.47598776
36,-4726.2399,-43118.4132,-8906.045,220.96304712,-47844.6531,-8685.08195288,-56529.73505288
37,-4719.0636,-43331.5663,-8805.3071,219.01947984,-48050.6299,-8586.28762016,-56636.91752016
38,-4689.3078,-43582.8701,-8546.9547,214.22478311999998,-48272.1779,-8332.72991688,-56604.907816880004
39,-4692.094,-43475.9488,-8691.6702,213.87221136,-48168.042799999996,-8477.79798864,-56645.840788639995
40,-4683.3578,-43383.5326,-8752.218,216.39537432,-48066.8904,-8535.82262568,-56602.713025679994
41,-4680.3285,-43230.5262,-8940.5697,217.97800272,-47910.854699999996,-8722.59169728,-56633.44639727999
42,-4755.5094,-43157.2397,-8871.4562,217.34392608,-47912.7491,-8654.11227392,-56566.86137392
43,-4724.9339,-43087.3562,-8933.8232,214.53601967999998,-47812.2901,-8719.287180320001,-56531.577280319994
44,-4651.7683,-43156.5927,-8870.1644,221.22786599999998,-47808.361000000004,-8648.936534,-56457.297534000005
45,-4722.0386,-43231.1479,-8823.1538,219.17302919999997,-47953.1865,-8603.9807708,-56557.167270800004
46,-4729.3752,-43347.7418,-8836.7651,218.19336263999998,-48077.117000000006,-8618.57173736,-56695.688737360004
47,-4687.9388,-43052.0205,-8994.5781,220.9097556,-47739.9593,-8773.668344400001,-56513.6276444
48,-4667.6614,-43086.7262,-9097.7398,224.68352688,-47754.387599999995,-8873.056273119999,-56627.44387312
49,-4684.6713,-42962.5175,-9193.5491,222.97962528,-47647.1888,-8970.56947472,-56617.75827472001
50,-4687.6418,-43159.3389,-8941.8112,227.9210364,-47846.9807,-8713.890163600001,-56560.870863599994
51,-4709.3745,-43096.4939,-9065.4336,221.0626476,-47805.8684,-8844.3709524,-56650.23935239999
52,-4681.898,-42975.3478,-9061.6988,220.95287639999998,-47657.245800000004,-8840.7459236,-56497.991723600004
53,-4714.0917,-43094.0311,-8991.8221,221.43205656,-47808.1228,-8770.39004344,-56578.512843439996
54,-4707.3389,-43136.8177,-9073.8196,222.20174088000002,-47844.1566,-8851.61785912,-56695.77445912
55,-4660.2345,-43321.6712,-8955.6167,224.30688264,-47981.905699999996,-8731.309817360001,-56713.21551736
56,-4666.4595,-42958.5004,-9248.5528,227.18615688,-47624.959899999994,-9021.36664312,-56646.32654311999
57,-4667.9988,-43124.2409,-8975.3249,223.35641568,-47792.2397,-8751.96848432,-56544.20818432
58,-4652.4355,-43272.5366,-8916.9399,220.80147984,-47924.9721,-8696.13842016,-56621.11052015999
59,-4704.2068,-43049.4923,-8979.0091,221.263938,-47753.6991,-8757.745162,-56511.444262
60,-4702.1407,-43054.2387,-9181.8406,221.06651328,-47756.379400000005,-8960.77408672,-56717.15348672
61,-4733.448,-43349.9619,-8755.3995,215.62825104,-48083.4099,-8539.77124896,-56623.18114896
62,-4725.1137,-43330.8008,-8694.4397,215.60035176,-48055.9145,-8478.83934824,-56534.753848240005
63,-4748.1571,-43216.8987,-8927.1183,219.42335735999998,-47965.0558,-8707.69494264,-56672.750742640004
64,-4682.8797,-43247.0298,-8946.1288,220.15167552,-47929.909499999994,-8725.977124480001,-56655.886624479994
