frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
506,50600.000,26.103,20.474,27.536,21.845,20.474,2.995,surface,15.446,2.839,46.793,32.913,11.299
507,50700.000,26.984,20.597,28.981,22.403,20.597,3.212,surface,15.599,2.675,46.692,30.448,10.913
508,50800.000,28.845,22.539,26.865,20.598,20.598,3.057,surface,13.061,2.871,46.730,33.094,11.342
509,50900.000,32.257,26.082,31.951,25.344,25.344,4.775,transition,13.135,2.809,46.796,30.891,11.049
510,51000.000,33.935,28.422,33.155,27.774,27.774,7.717,transition,13.656,2.718,46.989,33.945,11.657
511,51100.000,31.889,26.564,32.923,27.740,26.564,8.206,transition,14.067,2.820,46.616,33.702,11.402
512,51200.000,29.215,26.974,27.807,25.788,25.788,8.625,transition,12.660,2.725,47.001,32.463,11.681
513,51300.000,32.773,29.430,31.990,28.871,28.871,11.166,aqueous,12.362,2.720,46.284,34.975,11.865
514,51400.000,30.949,28.028,32.737,29.925,28.028,8.646,transition,12.229,2.709,46.474,34.618,12.051
515,51500.000,30.474,28.221,32.151,29.751,28.221,9.677,transition,12.579,2.687,47.244,34.883,12.167
516,51600.000,30.515,28.159,29.864,27.329,27.329,6.749,transition,13.461,2.628,46.549,33.958,11.688
517,51700.000,30.655,27.380,30.302,27.264,27.264,7.220,transition,13.212,2.765,46.416,34.704,11.783
518,51800.000,32.297,28.649,32.218,28.358,28.358,9.392,transition,11.020,2.823,46.786,34.537,11.507
519,51900.000,25.208,21.739,26.167,23.107,21.739,3.015,surface,13.370,2.685,46.460,34.049,11.618
520,52000.000,26.805,22.277,28.893,24.251,22.277,3.522,surface,13.312,2.739,46.614,35.519,11.739
521,52100.000,29.823,23.412,28.160,21.742,21.742,3.313,surface,13.184,2.944,47.038,36.081,11.682
522,52200.000,26.465,19.858,26.078,19.682,19.682,3.373,surface,12.703,2.844,47.215,31.793,11.195
523,52300.000,30.963,26.357,32.242,27.786,26.357,6.973,transition,13.157,2.646,46.036,37.331,12.286
524,52400.000,26.365,22.018,27.427,23.290,22.018,3.355,surface,12.941,2.750,46.817,34.294,11.733
525,52500.000,30.565,24.504,29.452,23.779,23.779,4.553,transition,13.720,2.711,46.508,34.731,11.323
526,52600.000,32.891,26.450,32.431,25.952,25.952,7.171,transition,12.780,2.745,46.414,32.862,11.017
527,52700.000,31.640,25.881,32.371,26.621,25.881,5.828,transition,14.636,2.704,46.769,33.743,11.233
528,52800.000,30.241,23.665,29.093,22.307,22.307,5.016,transition,15.408,2.740,46.728,32.953,11.205
529,52900.000,24.584,19.375,24.773,19.103,19.103,3.110,surface,14.602,2.633,46.937,24.860,9.725
530,53000.000,25.386,20.830,26.015,21.111,20.830,3.576,surface,13.789,2.664,45.985,24.552,9.802
531,53100.000,24.681,20.011,26.570,21.986,20.011,3.258,surface,14.459,2.764,46.364,26.755,9.562
532,53200.000,29.627,23.010,28.447,21.926,21.926,3.596,surface,14.219,2.673,46.496,26.105,9.921
533,53300.000,24.303,20.216,24.390,20.153,20.153,3.681,surface,13.972,2.718,46.496,23.792,9.993
534,53400.000,20.323,17.052,21.105,17.739,17.052,3.320,surface,12.666,2.978,46.041,20.609,9.340
535,53500.000,21.559,17.463,22.016,17.946,17.463,3.170,surface,14.551,2.768,45.755,20.675,9.432
536,53600.000,24.861,20.222,23.924,19.585,19.585,3.892,surface,14.861,2.714,46.207,25.661,10.264
537,53700.000,25.951,21.568,25.066,20.156,20.156,3.494,surface,14.865,2.909,46.673,23.389,9.944
538,53800.000,25.279,19.859,24.493,18.967,18.967,3.428,surface,14.581,2.679,46.409,24.218,10.049
539,53900.000,29.179,25.172,28.094,24.055,24.055,6.495,transition,14.763,2.767,45.769,28.225,10.579
540,54000.000,28.282,24.411,29.778,26.124,24.411,7.790,transition,14.070,2.767,46.022,28.791,10.492
541,54100.000,29.594,25.035,29.674,25.452,25.035,8.138,transition,14.377,3.206,46.942,28.954,10.759
542,54200.000,30.761,27.011,30.457,26.658,26.658,6.943,transition,14.425,2.650,46.264,29.796,10.802
543,54300.000,27.396,24.833,26.543,23.917,23.917,8.371,transition,15.082,2.701,47.105,25.748,10.285
544,54400.000,24.436,22.209,24.955,22.789,22.209,8.052,transition,15.389,3.195,47.128,25.430,10.569
545,54500.000,31.565,27.460,31.162,26.774,26.774,8.393,transition,13.892,3.275,46.452,29.989,11.047
546,54600.000,29.693,25.436,27.832,23.645,23.645,5.932,transition,15.128,3.435,46.782,31.025,11.308
547,54700.000,28.314,24.299,26.260,22.422,22.422,5.940,transition,14.232,3.155,46.623,28.869,10.976
548,54800.000,28.156,23.477,26.032,21.556,21.556,3.213,surface,14.139,3.230,46.982,31.894,11.397
549,54900.000,30.714,25.362,32.864,27.563,25.362,6.636,transition,11.650,3.411,46.312,30.046,11.101
550,55000.000,32.587,26.252,31.051,24.621,24.621,5.921,transition,12.859,3.180,47.111,33.018,11.503
551,55100.000,33.427,28.160,34.010,28.829,28.160,10.489,aqueous,13.333,3.372,47.874,34.533,11.885
552,55200.000,33.708,27.945,32.460,26.649,26.649,5.279,transition,12.971,3.268,48.038,29.648,10.757
553,55300.000,34.845,30.262,35.326,30.646,30.262,10.691,aqueous,14.592,2.795,47.991,31.803,11.438
554,55400.000,36.049,31.318,34.801,30.355,30.355,11.146,aqueous,14.391,2.773,47.903,31.057,11.612
555,55500.000,35.531,29.885,35.607,30.149,29.885,7.904,transition,14.443,2.766,47.643,30.826,11.355
556,55600.000,31.222,27.217,32.714,28.921,27.217,8.156,transition,12.986,2.818,47.180,29.270,10.784
557,55700.000,27.612,24.550,28.702,25.477,24.550,7.547,transition,11.951,3.049,46.890,20.609,10.164
558,55800.000,30.970,27.518,32.775,29.083,27.518,8.897,transition,13.146,3.359,46.713,25.990,10.645
559,55900.000,30.892,26.928,31.752,27.433,26.928,6.098,transition,13.558,3.000,47.177,22.771,10.022
560,56000.000,28.176,25.674,26.192,23.673,23.673,7.251,transition,13.192,3.294,47.071,21.029,9.904
561,56100.000,31.056,27.749,31.136,27.917,27.749,6.301,transition,12.766,3.316,46.877,22.903,10.226
562,56200.000,31.173,27.542,31.434,27.865,27.542,10.295,aqueous,12.450,3.248,47.108,24.519,10.429
563,56300.000,30.790,27.688,30.461,27.350,27.350,8.834,transition,12.221,3.148,46.701,23.707,10.199
564,56400.000,30.571,26.398,31.103,26.590,26.398,5.684,transition,13.167,3.321,46.553,23.406,10.062
565,56500.000,29.883,25.220,30.416,25.256,25.220,5.640,transition,12.554,3.226,46.315,27.052,10.628
566,56600.000,30.564,27.320,30.358,27.525,27.320,12.159,aqueous,11.804,3.230,46.495,27.317,10.695
567,56700.000,31.095,26.328,31.363,26.725,26.328,9.806,transition,13.171,3.136,47.129,31.145,11.254
568,56800.000,26.655,21.716,28.661,23.786,21.716,3.656,surface,11.172,3.263,46.339,30.006,10.625
569,56900.000,25.366,19.926,24.823,19.562,19.562,2.914,surface,16.387,3.054,46.627,28.490,10.574
570,57000.000,25.548,20.031,25.047,19.692,19.692,3.006,surface,15.239,3.167,46.395,28.112,10.452
571,57100.000,23.948,19.119,22.891,18.607,18.607,3.315,surface,13.498,3.459,46.643,26.689,10.050
572,57200.000,26.153,20.310,24.980,19.429,19.429,3.005,surface,12.337,3.381,45.881,28.078,10.395
573,57300.000,25.250,20.025,24.100,19.075,19.075,3.092,surface,13.220,3.305,45.703,26.827,10.053
574,57400.000,24.654,18.990,23.317,18.104,18.104,3.333,surface,12.797,3.320,45.766,27.106,10.250
575,57500.000,25.771,20.179,26.259,20.596,20.179,3.294,surface,11.928,3.301,46.277,28.448,10.114
576,57600.000,25.386,19.649,25.080,19.547,19.547,3.157,surface,13.271,3.282,46.644,28.201,10.371
577,57700.000,24.950,19.288,24.959,19.390,19.288,2.674,surface,12.155,3.334,46.005,29.285,10.420
578,57800.000,26.634,20.759,26.098,20.371,20.371,3.203,surface,12.294,2.808,45.465,29.115,10.450
579,57900.000,26.381,21.094,25.404,20.484,20.484,2.915,surface,13.817,2.843,45.370,30.536,11.090
580,58000.000,24.554,19.658,25.666,21.106,19.658,2.758,surface,12.786,2.772,45.629,31.407,10.812
581,58100.000,25.661,21.447,27.512,23.270,21.447,3.228,surface,13.200,2.857,45.434,32.048,11.137
582,58200.000,26.029,20.685,26.202,21.068,20.685,3.134,surface,13.678,2.796,45.389,32.110,11.299
583,58300.000,25.337,20.060,25.004,19.467,19.467,2.930,surface,15.884,2.860,45.163,28.841,10.725
584,58400.000,26.826,21.364,27.943,22.419,21.364,3.148,surface,16.051,2.790,45.405,32.245,11.351
585,58500.000,26.995,21.717,27.413,22.510,21.717,2.846,surface,16.593,2.743,45.428,32.661,11.156
586,58600.000,28.913,24.194,30.535,25.477,24.194,3.706,surface,17.295,2.855,46.108,33.590,11.456
587,58700.000,28.482,23.300,29.971,24.456,23.300,4.067,transition,18.231,2.668,45.495,31.954,11.123
588,58800.000,30.809,24.577,29.912,23.329,23.329,4.324,transition,17.755,2.706,45.191,34.759,11.608
589,58900.000,32.684,25.785,32.937,26.355,25.785,4.682,transition,16.651,2.750,45.504,36.149,11.908
590,59000.000,28.649,22.075,27.782,21.142,21.142,3.179,surface,16.610,2.785,45.018,30.655,10.964
591,59100.000,28.122,21.630,29.730,22.994,21.630,3.469,surface,16.735,2.798,45.058,32.451,11.237
592,59200.000,27.778,21.948,29.509,23.504,21.948,3.230,surface,16.340,2.921,45.491,31.171,10.896
593,59300.000,27.192,22.573,28.344,23.950,22.573,4.189,transition,17.287,2.705,45.677,32.218,11.404
594,59400.000,28.608,23.099,27.951,22.764,22.764,4.202,transition,17.222,2.679,45.456,31.261,11.453
595,59500.000,27.191,22.090,28.599,23.777,22.090,3.164,surface,17.013,3.319,44.992,33.659,11.889
596,59600.000,36.069,29.688,35.929,29.912,29.688,9.899,transition,17.041,2.729,45.288,34.903,11.925
597,59700.000,35.470,29.772,35.753,30.097,29.772,9.882,transition,17.712,2.702,44.994,32.744,11.643
598,59800.000,34.646,27.845,35.746,29.261,27.845,8.168,transition,17.969,2.767,45.305,32.059,11.803
599,59900.000,27.798,22.411,25.824,20.499,20.499,3.339,surface,18.121,2.727,45.420,27.086,10.847
600,60000.000,25.270,20.317,26.430,21.760,20.317,3.362,surface,16.120,3.023,44.356,29.372,10.975
601,60100.000,25.373,20.050,25.644,20.769,20.050,2.740,surface,16.205,2.780,45.082,28.786,11.058
602,60200.000,26.348,20.906,26.677,21.684,20.906,3.512,surface,16.043,2.653,45.155,31.441,11.463
603,60300.000,26.589,22.361,26.949,22.513,22.361,3.226,surface,12.383,2.789,45.220,32.703,11.270
604,60400.000,25.951,20.740,27.174,22.304,20.740,3.505,surface,12.384,2.714,45.421,31.459,11.434
605,60500.000,26.877,21.553,25.536,19.974,19.974,3.102,surface,13.294,2.761,45.833,32.217,11.357
606,60600.000,27.175,21.910,29.026,23.659,21.910,4.392,transition,15.573,2.744,44.571,32.448,11.226
607,60700.000,29.619,23.736,31.609,25.766,23.736,3.862,surface,15.492,2.660,45.165,32.108,11.006
608,60800.000,28.804,23.321,30.553,25.143,23.321,6.374,transition,14.570,2.829,45.677,31.585,11.216
609,60900.000,30.802,25.939,29.648,25.025,25.025,8.238,transition,13.759,2.756,45.358,31.059,11.106
610,61000.000,32.306,26.366,33.213,26.849,26.366,7.476,transition,13.494,2.701,44.584,29.099,11.092
611,61100.000,31.593,26.020,32.153,26.324,26.020,5.312,transition,14.239,2.849,45.263,27.396,10.370
612,61200.000,27.659,22.979,28.644,24.287,22.979,6.379,transition,14.503,2.706,44.644,27.163,10.279
613,61300.000,28.348,24.452,28.750,24.754,24.452,8.686,transition,12.193,2.751,45.603,24.696,9.988
614,61400.000,24.553,19.930,26.364,21.709,19.930,6.630,transition,12.918,2.651,44.913,22.411,9.555
615,61500.000,27.075,22.352,25.681,21.180,21.180,4.946,transition,13.313,2.779,44.629,26.858,10.101
616,61600.000,26.799,23.383,27.407,24.033,23.383,6.815,transition,13.090,2.859,44.703,25.526,10.190
617,61700.000,25.098,22.253,24.779,21.901,21.901,4.762,transition,12.439,3.372,44.736,20.014,9.524
618,61800.000,26.847,22.140,27.922,23.550,22.140,7.255,transition,12.642,2.756,44.864,25.749,9.862
619,61900.000,27.108,22.685,27.512,22.807,22.685,3.876,surface,12.069,2.698,44.663,18.204,8.992
620,62000.000,28.937,24.269,28.889,23.982,23.982,4.544,transition,12.494,2.644,44.424,20.752,9.416
621,62100.000,28.194,22.722,28.928,23.108,22.722,3.618,surface,13.170,2.722,45.135,19.609,9.378
622,62200.000,25.082,20.917,25.569,21.423,20.917,5.873,transition,13.616,2.862,45.076,22.790,9.279
623,62300.000,26.500,22.335,28.309,24.024,22.335,4.242,transition,13.862,2.670,44.122,27.103,10.130
624,62400.000,25.777,21.050,26.260,21.720,21.050,4.223,transition,14.366,2.668,45.301,26.276,10.011
625,62500.000,23.760,19.251,24.830,20.631,19.251,4.393,transition,15.112,2.717,44.965,24.237,9.813
626,62600.000,25.685,21.920,25.282,21.618,21.618,4.871,transition,14.837,2.574,45.310,24.506,9.827
627,62700.000,28.018,23.279,28.166,23.658,23.279,6.277,transition,14.466,2.683,44.825,25.952,9.885
628,62800.000,29.766,24.825,31.332,26.442,24.825,5.335,transition,14.186,2.849,45.086,25.003,10.010
629,62900.000,29.670,24.737,30.754,25.723,24.737,6.728,transition,13.419,3.233,44.551,29.007,10.339
630,63000.000,27.090,23.463,28.320,24.341,23.463,6.602,transition,14.089,2.737,44.141,26.789,10.245
631,63100.000,28.614,23.904,29.000,24.308,23.904,7.014,transition,11.655,2.831,44.390,26.949,10.113
632,63200.000,28.964,24.311,28.278,23.943,23.943,3.555,surface,13.449,3.368,44.832,23.315,9.656
633,63300.000,23.397,18.617,25.457,20.500,18.617,3.886,surface,14.150,3.234,44.480,20.763,9.528
634,63400.000,28.937,23.572,27.491,22.083,22.083,5.942,transition,14.496,2.677,44.491,26.343,9.822
635,63500.000,27.983,23.513,27.607,22.735,22.735,4.854,transition,14.503,2.846,43.868,25.151,9.810
636,63600.000,24.529,19.269,23.320,18.451,18.451,5.403,transition,13.870,2.689,44.079,24.242,9.471
637,63700.000,20.054,16.006,18.903,15.443,15.443,3.435,surface,13.723,2.679,44.928,24.059,9.532
638,63800.000,26.874,22.766,28.383,24.545,22.766,6.660,transition,13.221,2.826,44.527,28.729,10.374
639,63900.000,27.771,23.287,25.934,21.396,21.396,6.311,transition,13.764,2.758,45.153,23.239,10.322
640,64000.000,29.545,25.718,28.915,25.517,25.517,7.098,transition,12.837,3.279,44.907,25.195,9.830
641,64100.000,30.089,25.295,30.554,25.848,25.295,5.041,transition,13.742,2.789,44.489,24.877,10.114
642,64200.000,21.925,19.583,22.812,20.319,19.583,5.424,transition,15.536,2.852,44.859,22.824,10.090
643,64300.000,21.425,19.464,20.456,18.010,18.010,5.724,transition,15.815,2.651,45.217,25.992,10.473
644,64400.000,24.327,20.639,23.352,19.354,19.354,3.190,surface,13.769,2.780,44.974,28.473,10.606
645,64500.000,23.264,20.771,22.447,20.075,20.075,7.157,transition,14.455,2.793,45.331,26.621,10.501
646,64600.000,29.812,25.472,29.283,24.619,24.619,8.238,transition,14.904,2.750,45.763,30.487,10.539
647,64700.000,25.864,21.687,25.722,21.535,21.535,8.270,transition,14.782,2.724,46.118,26.280,10.224
648,64800.000,31.622,26.316,30.666,25.409,25.409,9.121,transition,14.604,2.896,46.289,31.636,10.800
649,64900.000,28.755,22.991,27.422,22.087,22.087,4.589,transition,14.981,2.672,45.897,30.842,10.716
650,65000.000,32.207,26.583,31.789,25.739,25.739,7.362,transition,14.597,2.837,46.152,29.932,10.790
651,65100.000,30.682,25.699,28.572,23.689,23.689,6.943,transition,13.886,2.655,45.488,29.798,10.773
652,65200.000,31.417,26.805,30.518,26.032,26.032,8.473,transition,12.996,2.840,44.295,29.536,10.534
653,65300.000,24.921,20.402,26.560,22.005,20.402,5.094,transition,14.218,2.899,44.754,24.604,9.933
654,65400.000,26.574,21.739,25.316,20.742,20.742,4.831,transition,15.732,3.283,45.644,27.252,10.211
655,65500.000,30.562,24.338,28.567,22.258,22.258,4.319,transition,14.399,2.815,45.270,31.659,10.502
656,65600.000,25.759,19.505,24.142,18.224,18.224,3.186,surface,14.544,2.911,44.708,28.717,9.952
657,65700.000,27.302,20.247,26.060,19.199,19.199,3.049,surface,14.871,2.852,45.689,31.308,10.713
658,65800.000,27.388,20.656,28.190,21.823,20.656,3.350,surface,14.069,2.624,45.702,32.082,10.794
659,65900.000,28.295,20.597,27.904,20.603,20.597,3.244,surface,14.031,2.928,45.271,32.485,10.421
660,66000.000,29.611,23.827,30.526,24.377,23.827,5.783,transition,13.218,2.834,44.989,30.286,10.173
661,66100.000,29.922,24.494,30.003,24.395,24.395,6.187,transition,14.271,2.780,44.731,31.375,10.867
662,66200.000,29.502,23.070,28.556,22.523,22.523,3.467,surface,13.512,2.759,45.092,32.373,10.406
663,66300.000,27.643,20.813,27.572,20.727,20.727,2.975,surface,13.268,2.701,44.920,30.810,10.240
664,66400.000,33.881,27.685,33.313,26.786,26.786,8.236,transition,13.275,2.765,45.247,32.923,10.599
665,66500.000,29.102,22.823,27.177,20.921,20.921,3.384,surface,14.052,2.797,45.518,31.511,10.224
666,66600.000,26.396,20.475,24.916,18.806,18.806,3.060,surface,15.728,3.039,44.732,27.930,9.929
667,66700.000,27.669,21.009,26.640,19.697,19.697,3.202,surface,13.722,2.664,45.410,27.825,10.115
668,66800.000,26.620,20.207,25.591,19.201,19.201,4.037,transition,15.448,2.595,44.956,26.744,10.099
669,66900.000,25.015,18.646,23.253,16.798,16.798,3.498,surface,13.626,2.738,44.796,25.468,9.490
670,67000.000,23.323,17.401,23.537,18.141,17.401,3.281,surface,14.390,2.648,45.075,24.748,9.796
671,67100.000,25.457,18.337,26.756,19.949,18.337,3.386,surface,15.068,2.656,44.873,30.342,10.138
672,67200.000,26.099,19.717,27.423,21.190,19.717,3.287,surface,14.333,2.770,44.340,30.342,10.017
673,67300.000,25.879,19.624,26.680,20.839,19.624,3.103,surface,14.696,2.711,45.120,30.297,9.997
674,67400.000,27.311,20.916,27.441,21.225,20.916,3.271,surface,14.473,2.722,44.110,30.837,10.099
675,67500.000,29.930,22.863,30.654,23.886,22.863,4.682,transition,14.914,2.714,44.799,32.491,10.349
676,67600.000,26.933,20.297,26.338,20.041,20.041,3.242,surface,14.611,2.697,45.015,30.592,10.130
677,67700.000,26.998,19.985,27.942,21.236,19.985,3.321,surface,15.488,2.800,45.355,31.281,9.954
678,67800.000,24.737,18.492,25.523,19.644,18.492,3.126,surface,13.887,2.660,44.804,28.956,9.863
679,67900.000,27.217,20.490,26.785,20.307,20.307,3.175,surface,14.172,2.766,45.323,31.060,10.241
680,68000.000,28.089,20.720,28.519,21.529,20.720,3.307,surface,15.470,2.753,46.274,31.374,10.147
681,68100.000,29.717,24.127,30.816,24.956,24.127,5.924,transition,15.713,2.668,45.766,31.683,10.224
682,68200.000,31.142,25.474,32.399,26.695,25.474,8.693,transition,15.414,2.902,45.360,30.598,10.306
683,68300.000,30.945,23.285,29.240,21.614,21.614,3.715,surface,14.298,2.652,45.083,28.884,10.105
684,68400.000,31.064,24.822,32.202,25.743,24.822,8.070,transition,14.857,2.775,45.790,30.317,10.474
685,68500.000,30.970,25.981,30.388,25.225,25.225,7.086,transition,14.691,2.637,45.934,28.547,10.071
686,68600.000,28.878,23.469,29.496,24.351,23.469,6.387,transition,15.495,2.579,45.871,25.958,9.830
687,68700.000,27.898,23.058,29.256,24.527,23.058,6.542,transition,15.472,2.659,46.395,26.231,10.327
688,68800.000,23.837,18.798,24.812,20.091,18.798,6.244,transition,15.739,2.817,46.891,23.111,9.713
689,68900.000,27.280,23.129,29.235,24.888,23.129,8.719,transition,14.834,2.726,45.672,27.385,10.617
690,69000.000,30.002,24.797,28.136,22.763,22.763,6.732,transition,15.613,2.644,45.746,29.783,10.636
691,69100.000,29.616,24.823,28.766,24.288,24.288,6.595,transition,14.759,2.713,46.204,24.712,10.026
692,69200.000,18.224,15.243,19.188,15.736,15.243,3.667,surface,14.669,2.723,46.236,18.633,9.366
693,69300.000,17.810,14.319,19.660,16.199,14.319,3.723,surface,13.619,2.729,45.765,18.233,9.229
694,69400.000,16.197,14.219,14.717,12.207,12.207,3.201,surface,15.327,2.983,45.478,18.088,9.450
695,69500.000,17.422,13.257,17.534,13.855,13.257,3.228,surface,15.525,2.597,45.240,19.773,9.491
696,69600.000,15.209,11.484,15.773,12.576,11.484,3.453,surface,14.907,2.540,45.453,20.771,9.607
697,69700.000,15.779,12.332,14.545,11.023,11.023,3.178,surface,14.790,2.650,46.171,22.234,9.586
698,69800.000,16.790,13.453,17.306,14.699,13.453,3.350,surface,15.948,2.666,45.656,18.121,9.223
699,69900.000,16.905,12.471,17.060,13.383,12.471,3.376,surface,14.444,2.591,46.302,18.284,9.337
700,70000.000,17.140,13.034,15.268,11.662,11.662,3.559,surface,15.178,2.647,46.054,20.736,9.533
701,70100.000,15.881,12.773,14.256,11.506,11.506,3.352,surface,15.219,2.589,45.866,20.709,9.261
702,70200.000,14.942,12.198,15.099,13.173,12.198,3.560,surface,15.164,2.587,45.795,19.621,9.339
703,70300.000,14.655,12.054,15.169,13.371,12.054,2.933,surface,12.897,2.888,45.723,19.458,9.163
704,70400.000,14.575,11.964,15.113,12.295,11.964,3.270,surface,13.549,2.656,45.613,19.879,9.178
705,70500.000,14.857,12.213,15.092,13.072,12.213,3.437,surface,14.215,2.743,45.419,19.331,9.132
706,70600.000,14.062,11.101,14.510,11.908,11.101,3.280,surface,13.883,2.712,45.327,19.812,8.911
707,70700.000,14.440,12.514,15.400,14.124,12.514,3.199,surface,14.123,2.696,45.697,18.658,8.908
708,70800.000,14.733,11.472,15.071,12.698,11.472,3.336,surface,14.968,2.675,45.627,20.945,9.472
709,70900.000,13.892,12.208,13.836,11.161,11.161,3.067,surface,15.728,2.768,45.938,21.260,9.256
710,71000.000,14.847,12.844,14.199,11.807,11.807,3.527,surface,14.418,2.708,45.997,20.263,9.337
711,71100.000,14.735,11.811,14.855,10.877,10.877,3.482,surface,14.028,2.584,45.599,20.416,9.421
712,71200.000,16.774,13.810,17.165,14.783,13.810,3.084,surface,14.492,2.641,45.298,19.408,9.324
713,71300.000,18.361,14.608,17.681,14.539,14.539,3.331,surface,14.261,2.685,45.460,18.681,9.313
714,71400.000,16.771,13.001,18.037,14.239,13.001,3.477,surface,14.506,2.669,46.018,18.441,8.877
715,71500.000,16.872,13.653,17.611,14.874,13.653,3.310,surface,13.077,2.665,45.743,19.444,9.023
716,71600.000,17.688,12.704,17.479,12.144,12.144,3.345,surface,13.195,2.905,45.634,19.479,9.079
717,71700.000,15.099,11.306,16.388,13.070,11.306,2.931,surface,13.864,2.822,46.296,20.876,9.033
718,71800.000,14.650,10.971,15.431,11.628,10.971,2.893,surface,12.539,2.757,46.510,19.238,8.733
719,71900.000,14.183,10.225,15.852,11.971,10.225,3.434,surface,13.091,2.713,46.322,17.602,8.624
720,72000.000,16.001,12.155,16.213,13.108,12.155,3.156,surface,12.122,2.654,45.533,16.624,8.481
721,72100.000,15.425,12.868,17.533,14.727,12.868,3.621,surface,12.660,2.748,45.668,18.115,8.754
722,72200.000,15.055,12.432,14.289,11.292,11.292,3.131,surface,12.428,2.600,45.464,19.097,8.704
723,72300.000,17.816,15.378,16.923,14.065,14.065,3.944,surface,12.464,2.705,45.393,17.913,8.975
724,72400.000,16.085,12.525,17.547,14.260,12.525,3.688,surface,15.341,2.678,45.473,18.331,8.992
725,72500.000,15.613,11.784,17.311,13.369,11.784,3.428,surface,13.253,2.695,45.853,18.585,8.965
726,72600.000,17.149,13.192,18.805,15.146,13.192,3.655,surface,13.437,2.790,45.251,18.465,8.869
727,72700.000,16.356,12.937,18.018,14.457,12.937,3.102,surface,13.200,2.802,45.058,18.965,8.696
728,72800.000,18.682,14.413,18.140,14.572,14.413,3.060,surface,13.031,2.697,45.226,18.655,8.676
729,72900.000,18.903,14.245,17.342,13.104,13.104,3.307,surface,12.989,2.785,45.591,18.960,8.846
730,73000.000,18.350,14.649,19.672,16.430,14.649,3.247,surface,12.974,2.753,45.118,19.811,9.054
731,73100.000,17.247,13.464,16.870,12.589,12.589,3.302,surface,12.009,2.742,44.733,19.525,8.899
732,73200.000,15.910,13.100,15.794,12.606,12.606,3.052,surface,12.853,2.595,44.263,20.188,8.954
733,73300.000,16.852,11.867,17.413,11.682,11.682,3.174,surface,11.935,2.729,44.844,19.660,8.614
734,73400.000,17.447,13.573,17.292,12.797,12.797,3.066,surface,12.984,2.899,44.828,19.612,8.896
735,73500.000,18.528,12.969,20.268,14.911,12.969,3.274,surface,13.012,2.794,44.489,18.904,8.734
736,73600.000,16.782,12.019,17.219,13.093,12.019,3.158,surface,12.215,2.776,44.977,19.244,8.705
737,73700.000,15.932,10.824,17.402,12.297,10.824,3.153,surface,13.264,2.850,45.171,19.978,8.722
738,73800.000,18.714,13.302,19.836,14.493,13.302,3.285,surface,12.040,2.860,44.596,19.560,8.783
739,73900.000,16.262,12.530,15.980,11.914,11.914,3.263,surface,11.857,2.956,45.174,19.070,8.777
740,74000.000,17.569,13.515,18.015,13.679,13.515,3.473,surface,12.840,2.662,44.672,19.611,8.821
741,74100.000,17.250,13.358,18.337,14.900,13.358,3.508,surface,11.874,2.720,44.564,19.555,8.819
742,74200.000,18.617,15.596,18.991,15.612,15.596,3.642,surface,12.966,2.671,44.744,18.353,8.828
743,74300.000,20.098,14.989,21.542,16.836,14.989,3.517,surface,12.869,2.774,43.827,18.193,8.907
744,74400.000,17.975,12.710,19.432,14.365,12.710,3.690,surface,13.858,2.712,44.633,17.999,8.643
745,74500.000,18.026,12.537,19.561,14.380,12.537,3.176,surface,12.565,2.689,44.475,18.404,8.816
746,74600.000,19.683,14.787,21.743,16.629,14.787,3.214,surface,13.140,2.689,45.018,17.219,8.879
747,74700.000,21.925,17.183,21.279,16.102,16.102,3.571,surface,12.788,2.711,44.887,16.645,8.886
748,74800.000,22.011,18.032,20.511,16.356,16.356,3.057,surface,15.032,2.819,44.489,17.160,9.131
749,74900.000,20.718,16.184,20.330,15.291,15.291,3.269,surface,15.644,2.663,44.503,16.800,9.105
750,75000.000,21.121,16.600,20.872,15.894,15.894,3.411,surface,14.648,2.777,44.773,16.778,9.086
751,75100.000,20.532,16.434,19.986,15.301,15.301,3.396,surface,13.274,2.771,45.222,16.640,8.771
752,75200.000,19.984,15.454,20.353,15.247,15.247,2.977,surface,12.397,2.696,44.960,16.317,8.784
753,75300.000,20.107,16.003,20.785,16.203,16.003,3.045,surface,11.398,2.524,45.266,16.926,8.880
754,75400.000,22.431,18.573,20.694,16.568,16.568,3.590,surface,12.938,2.656,44.545,17.308,9.202
755,75500.000,18.755,15.053,20.146,16.621,15.053,3.589,surface,11.845,2.662,44.980,17.667,9.038
756,75600.000,19.982,15.935,19.616,15.564,15.564,3.285,surface,12.635,2.881,45.030,16.750,8.638
757,75700.000,20.395,17.209,19.818,15.979,15.979,2.903,surface,12.240,2.641,44.958,16.711,8.586
758,75800.000,19.740,15.861,21.787,17.650,15.861,3.330,surface,13.618,2.665,44.557,17.491,8.912
759,75900.000,19.676,15.889,21.745,17.734,15.889,3.006,surface,12.639,2.730,44.641,17.358,9.064
760,76000.000,19.905,15.694,22.058,17.710,15.694,3.232,surface,13.666,2.734,44.982,17.558,8.946
761,76100.000,17.539,14.280,17.075,13.452,13.452,3.133,surface,11.421,2.747,44.110,19.376,8.743
762,76200.000,16.633,13.260,18.263,15.035,13.260,3.400,surface,13.230,2.770,44.787,18.953,8.937
