frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
250,25000.000,16.696,13.956,17.505,14.976,13.956,3.335,surface,12.361,2.780,47.265,21.553,9.114
251,25100.000,16.404,14.224,15.509,13.125,13.125,3.306,surface,11.006,2.709,46.677,20.819,8.395
252,25200.000,17.875,15.198,17.104,14.371,14.371,3.134,surface,11.626,2.955,46.890,21.931,8.855
253,25300.000,18.931,17.361,18.968,17.724,17.361,3.290,surface,12.908,2.692,47.118,20.079,8.953
254,25400.000,19.294,18.179,19.091,17.554,17.554,3.475,surface,10.257,2.685,47.122,18.911,8.823
255,25500.000,18.267,15.936,16.576,14.047,14.047,3.357,surface,10.632,2.906,47.453,21.248,8.485
256,25600.000,17.849,15.560,16.065,13.662,13.662,3.342,surface,10.009,2.729,47.287,20.381,8.389
257,25700.000,18.481,16.758,18.068,16.115,16.115,3.159,surface,9.981,2.797,46.771,19.845,8.614
258,25800.000,17.966,15.926,16.575,14.369,14.369,3.439,surface,9.681,2.744,46.351,18.997,8.197
259,25900.000,18.459,15.919,16.811,14.194,14.194,3.332,surface,10.460,2.692,47.315,20.347,8.448
260,26000.000,19.624,17.826,17.541,15.718,15.718,3.144,surface,10.516,2.597,47.112,20.084,8.709
261,26100.000,16.958,14.358,18.123,15.720,14.358,3.376,surface,10.356,2.554,46.515,19.267,8.745
262,26200.000,18.568,15.013,18.757,15.570,15.013,3.235,surface,10.458,2.563,46.194,20.490,8.695
263,26300.000,17.126,14.292,17.589,15.025,14.292,3.332,surface,11.442,2.787,47.063,19.762,8.718
264,26400.000,17.078,14.144,18.807,15.954,14.144,3.595,surface,10.956,2.745,47.220,19.528,8.669
265,26500.000,17.399,14.552,18.372,15.838,14.552,2.990,surface,10.165,2.655,47.983,18.787,8.753
266,26600.000,22.062,19.530,21.223,19.179,19.179,3.214,surface,12.180,2.691,46.858,26.059,10.051
267,26700.000,25.544,23.037,27.610,25.164,23.037,7.082,transition,12.404,2.651,47.221,24.307,9.677
268,26800.000,24.104,22.294,24.010,22.549,22.294,5.261,transition,11.525,2.680,46.574,26.434,9.738
269,26900.000,26.895,26.058,25.528,24.435,24.435,5.312,transition,10.220,2.442,46.341,30.234,10.734
270,27000.000,27.982,27.047,26.825,25.776,25.776,11.230,aqueous,10.282,2.668,46.922,27.543,10.786
271,27100.000,28.477,27.412,26.360,25.380,25.380,7.109,transition,10.317,2.568,47.610,27.685,10.771
272,27200.000,27.627,26.885,27.230,26.701,26.701,6.976,transition,9.535,2.748,47.075,29.227,11.206
273,27300.000,31.475,29.565,30.430,28.705,28.705,10.243,aqueous,11.304,2.759,47.054,24.230,10.015
274,27400.000,29.625,28.174,27.595,26.081,26.081,9.693,transition,10.027,2.835,47.576,26.253,10.699
275,27500.000,32.609,30.646,32.341,30.661,30.646,8.857,transition,10.787,2.779,47.276,25.038,10.411
276,27600.000,27.742,26.627,29.735,28.603,26.627,11.542,aqueous,7.948,2.915,46.984,26.743,10.705
277,27700.000,27.330,26.279,26.347,25.329,25.329,7.652,transition,7.744,2.742,47.160,27.990,10.657
278,27800.000,29.015,27.479,30.627,29.016,27.479,9.252,transition,9.312,2.748,47.357,33.207,11.291
279,27900.000,28.913,27.327,28.150,26.810,26.810,10.054,aqueous,10.989,2.667,47.528,25.866,10.548
280,28000.000,23.757,22.290,21.809,20.342,20.342,7.916,transition,11.223,2.742,46.381,22.150,9.644
281,28100.000,21.611,20.257,20.599,18.968,18.968,4.061,transition,8.723,3.295,47.054,24.542,9.602
282,28200.000,19.753,19.526,21.332,21.115,19.526,3.271,surface,8.969,2.879,47.288,25.749,9.662
283,28300.000,23.750,22.137,23.926,22.622,22.137,3.839,surface,8.449,2.919,48.244,29.261,10.331
284,28400.000,27.371,25.600,27.242,25.542,25.542,8.683,transition,6.810,2.841,47.201,27.751,10.082
285,28500.000,28.222,27.016,26.620,25.595,25.595,10.044,aqueous,7.955,2.883,47.497,26.967,10.278
286,28600.000,28.215,27.090,28.412,27.387,27.090,10.134,aqueous,8.600,2.999,48.065,26.796,10.244
287,28700.000,26.469,25.427,27.613,26.787,25.427,9.228,transition,11.594,2.970,48.106,28.327,10.293
288,28800.000,22.839,22.132,24.271,23.670,22.132,8.816,transition,11.315,3.010,47.597,24.306,9.559
289,28900.000,27.528,26.782,26.642,26.048,26.048,10.657,aqueous,10.506,2.869,47.714,22.945,9.675
290,29000.000,29.108,28.545,28.299,28.009,28.009,10.871,aqueous,11.452,2.791,47.983,33.786,11.635
291,29100.000,24.738,24.394,26.676,26.234,24.394,7.800,transition,11.468,2.996,47.028,29.395,10.888
292,29200.000,29.420,28.116,31.186,29.747,28.116,11.535,aqueous,13.454,2.970,47.497,31.453,11.140
293,29300.000,30.980,29.388,28.970,27.432,27.432,9.715,transition,11.290,2.968,46.921,24.567,10.235
294,29400.000,32.941,31.485,32.704,31.288,31.288,10.805,aqueous,10.452,2.757,47.226,29.366,10.877
295,29500.000,28.752,26.619,30.799,28.628,26.619,8.039,transition,11.856,2.641,46.780,28.846,10.400
296,29600.000,32.965,29.332,31.426,27.959,27.959,7.639,transition,13.572,2.979,46.904,29.257,10.642
297,29700.000,26.769,23.784,27.586,24.698,23.784,6.582,transition,12.347,2.879,47.769,30.235,10.541
298,29800.000,32.777,30.261,33.393,31.024,30.261,11.280,aqueous,11.224,2.865,47.495,30.930,10.862
299,29900.000,32.893,31.570,33.249,31.746,31.570,14.155,aqueous,13.710,2.938,48.156,33.369,11.469
300,30000.000,33.375,32.157,32.660,31.332,31.332,13.978,aqueous,14.612,3.182,47.175,33.096,11.363
301,30100.000,33.408,31.174,31.430,29.160,29.160,5.615,transition,15.502,3.230,47.605,28.192,10.955
302,30200.000,32.089,30.371,33.284,31.273,30.371,8.991,transition,14.482,3.035,47.423,29.666,11.436
303,30300.000,34.068,32.865,34.083,32.994,32.865,13.402,aqueous,12.867,3.147,47.353,32.750,11.507
304,30400.000,34.943,33.867,35.093,33.888,33.867,12.768,aqueous,14.180,3.032,46.831,30.729,11.644
305,30500.000,21.220,20.041,19.507,18.618,18.618,3.423,surface,14.915,2.832,47.446,24.667,10.232
306,30600.000,18.314,17.304,16.344,15.214,15.214,3.204,surface,14.413,3.459,47.224,18.714,8.809
307,30700.000,20.311,19.112,19.273,18.047,18.047,3.370,surface,16.166,3.151,47.609,18.522,9.243
308,30800.000,23.389,21.549,21.247,19.450,19.450,3.592,surface,15.429,3.022,47.068,15.739,9.072
309,30900.000,25.979,25.554,24.262,23.671,23.671,8.800,transition,15.934,2.870,47.869,21.311,10.231
310,31000.000,29.057,27.909,28.239,27.177,27.177,8.610,transition,15.526,2.820,47.771,19.076,9.523
311,31100.000,28.244,26.766,27.773,26.661,26.661,6.968,transition,15.580,3.052,47.377,22.971,9.940
312,31200.000,30.904,29.826,30.129,28.896,28.896,9.503,transition,16.142,3.227,48.281,27.712,11.138
313,31300.000,24.539,24.338,23.364,23.353,23.353,7.703,transition,15.763,3.239,48.929,26.342,10.475
314,31400.000,28.239,27.361,26.324,25.527,25.527,10.007,aqueous,14.953,3.151,47.924,28.518,11.096
315,31500.000,27.091,27.165,27.151,26.970,26.970,11.844,aqueous,14.334,2.854,47.891,26.005,10.667
316,31600.000,20.334,20.231,22.179,22.184,20.231,8.015,transition,13.992,2.965,48.265,20.069,10.215
317,31700.000,19.567,19.804,17.633,17.719,17.633,3.696,surface,14.297,2.919,48.730,21.698,10.027
318,31800.000,23.516,23.157,23.240,23.095,23.095,10.135,aqueous,13.272,2.750,47.992,21.644,9.846
319,31900.000,25.338,24.498,26.075,25.003,24.498,9.016,transition,13.793,3.217,47.596,18.204,9.814
320,32000.000,29.663,28.345,30.332,29.088,28.345,8.576,transition,9.669,2.833,47.257,30.580,11.239
321,32100.000,28.996,27.158,27.456,25.457,25.457,8.077,transition,10.870,3.011,47.946,29.258,10.843
322,32200.000,26.336,25.010,27.324,26.239,25.010,7.559,transition,12.916,2.814,48.109,28.656,10.545
323,32300.000,28.597,26.957,26.666,24.896,24.896,5.970,transition,12.368,2.881,47.712,31.881,11.376
324,32400.000,21.426,19.612,23.071,21.230,19.612,3.219,surface,9.343,3.270,47.411,25.499,10.005
325,32500.000,24.015,20.917,23.727,21.069,20.917,3.379,surface,14.684,3.065,47.810,28.364,10.442
326,32600.000,24.920,21.244,23.632,20.240,20.240,3.224,surface,13.405,2.710,47.215,27.891,10.352
327,32700.000,25.017,21.698,23.152,19.705,19.705,3.502,surface,14.309,2.877,47.614,27.304,10.098
328,32800.000,23.933,20.858,25.064,22.240,20.858,3.515,surface,13.257,2.895,47.727,28.323,10.160
329,32900.000,28.230,25.145,26.424,23.148,23.148,2.928,surface,14.558,3.283,47.464,27.579,10.290
330,33000.000,29.347,27.260,29.444,26.954,26.954,8.277,transition,12.304,3.334,47.554,33.590,11.126
331,33100.000,27.690,25.172,26.509,23.637,23.637,4.968,transition,13.927,3.364,48.458,30.410,10.698
332,33200.000,25.203,23.006,23.269,20.959,20.959,3.701,surface,13.826,3.356,47.829,27.318,9.638
333,33300.000,24.395,22.662,25.931,24.183,22.662,4.918,transition,14.008,2.883,47.968,29.023,9.680
334,33400.000,27.329,24.626,28.540,26.138,24.626,7.026,transition,12.012,3.322,46.845,31.784,10.516
335,33500.000,25.737,23.906,27.057,25.225,23.906,6.109,transition,12.762,3.336,47.600,31.107,10.670
336,33600.000,28.678,27.596,29.880,28.523,27.596,7.713,transition,11.184,3.133,47.601,29.510,10.975
337,33700.000,24.418,23.897,26.245,25.845,23.897,6.579,transition,12.066,3.323,47.603,29.586,10.643
338,33800.000,24.271,23.079,25.609,24.163,23.079,6.045,transition,11.775,2.656,47.229,29.048,10.369
339,33900.000,27.402,25.367,26.109,24.033,24.033,6.752,transition,12.420,3.371,48.054,29.690,10.390
340,34000.000,27.290,25.529,27.882,26.301,25.529,7.097,transition,11.094,2.961,47.104,28.536,10.549
341,34100.000,29.460,27.916,30.158,28.382,27.916,9.764,transition,12.628,3.120,47.465,34.250,11.690
342,34200.000,29.382,27.857,30.478,29.075,27.857,9.651,transition,13.273,2.753,47.554,33.564,11.804
343,34300.000,27.837,27.091,26.224,25.352,25.352,8.981,transition,12.002,3.029,47.710,29.761,11.173
344,34400.000,27.666,25.103,29.346,26.777,25.103,6.475,transition,12.946,3.129,48.161,29.190,11.291
345,34500.000,27.078,26.382,27.565,26.982,26.382,9.159,transition,12.216,3.259,48.322,30.347,11.300
346,34600.000,26.663,25.283,28.755,27.325,25.283,8.332,transition,12.346,2.800,48.088,30.741,11.259
347,34700.000,27.298,26.605,27.505,27.057,26.605,9.014,transition,12.294,3.085,47.736,31.036,10.865
348,34800.000,28.141,25.222,27.921,25.031,25.031,7.254,transition,14.657,2.791,47.552,29.979,10.386
349,34900.000,27.499,25.526,26.484,24.592,24.592,6.861,transition,10.741,2.787,47.166,29.878,10.234
350,35000.000,30.064,27.240,29.695,26.828,26.828,5.719,transition,9.494,3.364,47.736,29.709,10.672
351,35100.000,28.889,27.018,28.825,26.553,26.553,8.404,transition,11.416,2.715,47.474,30.146,10.595
352,35200.000,29.792,27.640,29.345,26.956,26.956,6.554,transition,11.509,3.130,47.857,29.636,10.584
353,35300.000,26.556,25.791,27.179,26.446,25.791,8.457,transition,11.409,3.164,47.725,21.995,9.952
354,35400.000,27.129,24.793,29.189,26.778,24.793,3.486,surface,12.692,3.258,47.287,23.258,10.176
355,35500.000,26.782,25.227,26.851,25.368,25.227,3.859,surface,12.603,3.388,47.704,18.506,10.005
356,35600.000,24.600,23.882,25.369,24.337,23.882,6.151,transition,12.855,3.031,46.992,18.642,10.044
357,35700.000,30.209,28.896,30.583,29.020,28.896,10.588,aqueous,12.403,3.153,46.283,28.034,11.202
358,35800.000,21.937,21.662,22.692,22.484,21.662,8.206,transition,13.643,2.684,46.873,24.089,9.874
359,35900.000,30.724,30.503,32.230,32.047,30.503,14.618,aqueous,15.501,3.058,46.559,30.565,11.376
360,36000.000,28.211,27.896,27.005,26.870,26.870,13.067,aqueous,13.541,2.733,46.252,25.201,10.442
361,36100.000,27.158,26.560,28.765,27.963,26.560,11.991,aqueous,13.637,3.018,46.814,25.826,10.778
362,36200.000,22.164,21.729,21.539,21.401,21.401,4.066,transition,12.488,2.963,46.239,27.697,10.618
363,36300.000,20.344,21.098,21.967,22.923,20.344,6.727,transition,12.440,2.747,46.158,27.469,11.013
364,36400.000,22.020,22.020,21.329,21.642,21.329,5.131,transition,13.818,3.183,46.970,29.749,11.222
365,36500.000,17.150,17.257,19.209,19.378,17.150,5.265,transition,13.050,3.167,47.156,24.008,10.506
366,36600.000,27.319,26.250,27.857,26.517,26.250,6.382,transition,11.920,3.011,46.965,22.252,10.190
367,36700.000,32.418,31.394,32.293,31.202,31.202,9.487,transition,13.892,3.145,47.625,29.093,11.130
368,36800.000,27.135,26.928,25.304,25.154,25.154,10.397,aqueous,11.812,3.170,48.357,25.436,10.437
369,36900.000,27.851,27.682,28.790,28.429,27.682,13.705,aqueous,11.948,2.817,47.790,25.348,10.503
370,37000.000,30.846,30.045,29.666,28.655,28.655,5.021,transition,13.299,3.133,47.897,25.115,10.408
371,37100.000,25.198,24.684,24.151,23.888,23.888,6.263,transition,11.171,2.936,46.906,30.846,10.895
372,37200.000,29.873,29.008,30.850,29.733,29.008,9.683,transition,10.461,3.114,46.796,28.543,10.824
373,37300.000,23.623,21.605,24.586,22.236,21.605,3.350,surface,12.957,3.124,47.324,17.521,9.161
374,37400.000,29.105,27.428,28.037,26.181,26.181,3.497,surface,14.726,2.728,47.222,21.136,9.619
375,37500.000,28.171,27.068,26.714,25.464,25.464,4.863,transition,12.937,3.010,47.150,19.792,9.902
376,37600.000,21.411,19.481,22.442,20.142,19.481,3.052,surface,12.719,3.316,47.268,16.667,8.817
377,37700.000,24.529,22.376,26.001,23.765,22.376,3.350,surface,14.293,3.214,47.328,18.791,9.564
378,37800.000,28.240,26.393,28.277,26.684,26.393,4.413,transition,14.527,3.056,47.822,24.022,10.623
379,37900.000,24.361,23.000,23.748,22.087,22.087,6.107,transition,14.102,2.902,47.844,18.378,9.434
380,38000.000,25.834,25.735,23.657,23.602,23.602,6.614,transition,14.260,3.092,47.324,26.260,10.886
381,38100.000,23.006,21.624,24.132,22.871,21.624,5.489,transition,13.451,2.710,47.031,18.383,9.706
382,38200.000,25.730,25.119,25.318,25.019,25.019,10.471,aqueous,13.290,3.367,46.699,23.244,10.252
383,38300.000,24.134,23.956,22.426,22.240,22.240,4.016,transition,13.452,3.323,47.252,28.432,10.722
384,38400.000,24.572,24.153,25.011,24.293,24.153,5.763,transition,14.573,2.922,47.610,30.903,11.178
385,38500.000,27.803,26.562,26.518,25.049,25.049,5.815,transition,14.746,2.907,46.487,25.630,10.422
386,38600.000,27.775,25.866,27.932,26.382,25.866,4.310,transition,14.532,3.168,46.951,26.041,10.433
387,38700.000,25.877,23.920,25.104,23.319,23.319,3.511,surface,15.160,2.813,47.392,20.990,9.505
388,38800.000,24.003,21.786,22.443,20.247,20.247,3.556,surface,16.210,2.866,47.079,20.778,9.323
389,38900.000,20.803,19.103,21.152,19.054,19.054,3.127,surface,16.839,2.998,46.713,20.190,9.502
390,39000.000,26.350,24.415,26.242,24.359,24.359,3.390,surface,14.731,3.474,46.983,25.004,10.103
391,39100.000,28.508,27.397,26.831,25.824,25.824,8.996,transition,15.804,2.737,46.941,31.747,11.367
392,39200.000,22.583,22.947,21.073,21.412,21.073,6.579,transition,15.637,3.272,46.614,26.891,10.872
393,39300.000,25.555,25.203,24.021,23.670,23.670,5.722,transition,15.017,2.735,46.666,31.151,11.279
394,39400.000,26.290,24.169,25.572,23.694,23.694,6.578,transition,14.987,2.696,46.781,27.388,10.521
395,39500.000,26.609,25.564,28.429,27.333,25.564,8.673,transition,13.814,2.720,46.379,28.722,11.106
396,39600.000,30.398,28.731,31.049,29.203,28.731,9.692,transition,14.470,2.736,47.334,31.399,11.493
397,39700.000,31.421,29.964,31.187,29.812,29.812,9.698,transition,14.465,2.771,47.487,31.441,11.324
398,39800.000,28.511,27.554,30.103,28.905,27.554,11.296,aqueous,13.954,2.757,47.619,29.498,11.501
399,39900.000,29.534,28.743,29.382,28.557,28.557,11.787,aqueous,13.343,2.674,46.676,31.643,11.368
400,40000.000,24.616,24.083,25.431,24.738,24.083,7.190,transition,12.832,2.796,46.559,30.227,11.117
401,40100.000,23.263,22.124,22.303,20.850,20.850,5.317,transition,14.100,2.796,47.774,22.489,10.108
402,40200.000,24.259,23.905,23.105,22.513,22.513,6.169,transition,14.217,2.742,47.276,21.290,10.009
403,40300.000,25.369,23.504,26.065,24.544,23.504,4.058,transition,15.175,2.731,47.273,18.132,9.495
404,40400.000,20.722,21.154,18.604,19.167,18.604,5.825,transition,11.640,2.668,47.518,22.935,10.049
405,40500.000,22.791,22.935,22.535,22.873,22.535,7.805,transition,12.636,2.830,46.958,21.839,10.018
406,40600.000,17.237,16.765,17.131,16.651,16.651,4.293,transition,12.264,2.726,47.636,17.340,9.521
407,40700.000,19.371,19.024,18.366,17.835,17.835,6.121,transition,12.416,2.849,47.384,20.792,10.126
408,40800.000,21.215,21.165,21.668,21.419,21.165,6.430,transition,11.771,2.685,47.850,24.170,10.200
409,40900.000,25.759,25.396,24.908,24.288,24.288,8.917,transition,13.027,2.918,48.321,24.474,10.517
410,41000.000,30.829,30.012,29.292,28.373,28.373,9.361,transition,13.928,2.732,46.568,25.643,10.806
411,41100.000,25.627,24.928,27.370,26.361,24.928,7.027,transition,11.878,2.778,47.173,18.481,9.905
412,41200.000,27.340,26.936,27.142,26.842,26.842,8.971,transition,12.286,2.720,47.132,19.628,9.933
413,41300.000,22.506,22.545,21.485,21.300,21.300,8.136,transition,12.378,2.719,47.223,17.546,9.838
414,41400.000,20.425,19.317,18.420,17.543,17.543,4.397,transition,12.242,2.724,46.913,19.917,9.841
415,41500.000,24.048,23.554,25.898,25.420,23.554,10.285,aqueous,12.845,2.772,46.830,23.883,10.724
416,41600.000,24.944,23.533,26.035,24.822,23.533,7.518,transition,12.701,2.851,46.189,27.390,10.660
417,41700.000,31.395,29.947,33.118,31.740,29.947,7.298,transition,12.591,2.665,46.682,28.971,11.237
418,41800.000,29.807,28.598,31.075,29.837,28.598,8.304,transition,12.630,2.665,46.515,28.163,10.953
419,41900.000,25.851,25.027,25.328,24.702,24.702,7.790,transition,11.875,2.903,47.281,19.849,9.360
420,42000.000,18.634,18.056,20.718,20.173,18.056,5.090,transition,12.275,2.755,47.448,23.645,9.829
421,42100.000,23.733,23.090,22.448,22.083,22.083,4.313,transition,12.292,2.752,46.979,29.070,10.627
422,42200.000,25.380,24.508,24.758,23.590,23.590,7.130,transition,11.818,2.868,47.139,28.893,10.687
423,42300.000,27.341,26.713,27.222,26.613,26.613,10.460,aqueous,11.432,2.921,46.037,24.866,10.069
424,42400.000,31.749,29.379,29.914,27.384,27.384,9.537,transition,11.796,3.003,47.070,31.413,11.519
425,42500.000,32.048,29.324,32.539,29.475,29.324,7.912,transition,12.568,3.047,46.986,31.558,11.007
426,42600.000,28.872,25.660,27.583,24.482,24.482,4.923,transition,12.631,3.018,47.426,33.633,11.356
427,42700.000,28.345,25.007,28.016,24.931,24.931,6.994,transition,11.423,3.269,45.878,29.110,10.467
428,42800.000,33.603,31.113,32.721,30.367,30.367,9.058,transition,12.759,3.073,45.627,33.820,11.565
429,42900.000,34.394,31.532,33.569,31.015,31.015,9.879,transition,12.327,3.140,46.896,32.173,11.511
430,43000.000,30.936,27.915,32.715,29.676,27.915,8.124,transition,12.437,3.164,46.167,30.813,11.164
431,43100.000,29.809,27.045,29.506,26.499,26.499,6.530,transition,12.233,3.166,46.364,31.852,11.101
432,43200.000,27.643,24.909,25.882,23.253,23.253,3.443,surface,11.748,2.971,46.259,32.402,11.165
433,43300.000,24.600,22.700,26.576,24.715,22.700,3.496,surface,11.805,3.300,46.986,33.534,11.355
434,43400.000,23.906,21.148,24.379,21.690,21.148,3.363,surface,11.753,3.174,46.513,29.705,10.753
435,43500.000,27.456,25.050,25.394,22.911,22.911,3.674,surface,11.669,2.742,46.580,32.831,11.370
436,43600.000,23.717,20.252,23.487,20.195,20.195,3.236,surface,12.318,3.270,45.903,27.598,10.350
437,43700.000,23.679,20.444,22.704,19.754,19.754,3.157,surface,12.474,3.278,46.258,27.114,10.379
438,43800.000,24.556,20.915,25.373,22.054,20.915,3.262,surface,11.823,3.345,46.098,29.319,10.697
439,43900.000,22.938,19.727,24.488,21.376,19.727,3.062,surface,12.097,3.151,46.102,28.517,10.645
440,44000.000,26.045,22.895,23.900,20.769,20.769,3.255,surface,12.330,3.111,45.754,29.862,10.423
441,44100.000,23.450,19.839,22.840,19.473,19.473,3.077,surface,12.313,3.290,45.935,29.129,10.169
442,44200.000,23.327,20.194,22.514,19.689,19.689,2.829,surface,11.451,3.114,46.789,29.786,10.368
443,44300.000,23.227,19.872,24.522,21.181,19.872,2.934,surface,12.681,3.190,46.493,28.700,10.366
444,44400.000,26.217,23.557,24.591,22.271,22.271,3.256,surface,11.229,2.772,46.613,33.353,11.032
445,44500.000,21.569,20.178,23.009,21.876,20.178,3.154,surface,10.836,3.413,45.934,30.165,11.044
446,44600.000,20.810,19.617,21.208,20.554,19.617,2.960,surface,12.378,2.739,46.491,29.378,10.923
447,44700.000,21.284,20.322,23.002,22.238,20.322,3.217,surface,11.592,2.792,46.401,30.672,11.107
448,44800.000,21.027,19.408,21.279,20.050,19.408,3.308,surface,12.622,2.734,46.608,27.174,10.753
449,44900.000,32.996,31.322,32.938,31.105,31.105,11.118,aqueous,11.834,2.826,46.686,35.074,11.719
450,45000.000,29.520,26.565,27.471,24.464,24.464,4.714,transition,13.039,2.796,45.897,28.714,10.665
451,45100.000,29.599,25.910,28.756,25.343,25.343,6.549,transition,13.270,2.891,46.054,33.521,11.408
452,45200.000,29.974,26.770,27.860,24.639,24.639,6.346,transition,12.335,2.766,45.921,31.044,10.529
453,45300.000,29.037,25.071,26.924,22.981,22.981,3.249,surface,14.660,2.872,45.661,34.800,11.449
454,45400.000,27.082,23.884,28.453,25.329,23.884,4.959,transition,14.527,2.800,45.903,33.491,11.204
455,45500.000,31.504,27.933,31.649,28.445,27.933,9.303,transition,14.810,3.003,46.323,34.992,11.640
456,45600.000,24.486,20.384,25.761,21.929,20.384,3.995,surface,15.597,2.634,46.088,31.573,10.788
457,45700.000,26.431,22.799,24.570,21.062,21.062,3.360,surface,15.725,2.763,45.948,31.841,11.192
458,45800.000,24.981,21.266,26.353,22.390,21.266,3.314,surface,15.685,2.749,46.184,31.683,11.161
459,45900.000,23.058,20.035,25.057,21.985,20.035,3.210,surface,13.910,2.704,45.894,30.398,10.610
460,46000.000,24.531,21.032,24.756,21.355,21.032,3.518,surface,14.744,2.721,45.603,29.730,10.930
461,46100.000,24.903,22.375,24.351,22.323,22.323,3.048,surface,14.108,2.703,46.173,31.594,10.858
462,46200.000,23.970,19.654,25.923,21.523,19.654,3.322,surface,15.543,2.713,45.745,31.224,10.904
463,46300.000,25.492,22.990,27.569,25.053,22.990,3.967,surface,14.832,2.714,45.844,33.853,11.435
464,46400.000,24.192,22.226,25.331,22.976,22.226,3.430,surface,15.772,2.730,45.142,32.751,11.066
465,46500.000,24.085,21.613,23.914,21.722,21.613,3.124,surface,14.076,2.664,45.521,31.734,11.100
466,46600.000,23.879,20.410,23.553,20.087,20.087,3.216,surface,14.763,2.916,45.594,30.123,10.621
467,46700.000,25.528,21.967,23.993,20.776,20.776,2.995,surface,14.813,2.819,45.740,30.065,10.553
468,46800.000,25.255,22.487,25.567,22.407,22.407,3.840,surface,14.309,2.774,46.932,32.162,10.705
469,46900.000,24.514,21.775,24.189,21.174,21.174,3.217,surface,14.479,2.862,46.801,30.684,11.073
470,47000.000,27.684,24.998,29.013,26.027,24.998,6.815,transition,15.399,2.793,46.666,30.002,10.766
471,47100.000,31.595,29.292,31.417,29.068,29.068,7.653,transition,15.778,2.774,45.448,31.957,10.840
472,47200.000,27.586,26.073,28.496,27.294,26.073,6.637,transition,15.430,2.683,45.567,36.007,11.837
473,47300.000,28.871,26.813,26.858,24.704,24.704,6.297,transition,15.427,2.869,46.190,32.755,11.227
474,47400.000,24.566,22.423,26.627,24.544,22.423,3.113,surface,14.261,2.861,45.728,33.299,11.073
475,47500.000,24.270,22.927,25.731,24.571,22.927,4.102,transition,14.758,2.840,46.300,31.503,11.132
476,47600.000,27.109,23.903,28.243,25.340,23.903,5.021,transition,15.100,2.676,45.763,33.823,11.474
477,47700.000,25.451,21.986,24.366,20.932,20.932,3.701,surface,14.605,2.466,46.142,30.063,10.591
478,47800.000,26.173,23.388,25.238,22.876,22.876,3.429,surface,15.097,2.627,46.444,33.580,11.412
479,47900.000,31.630,29.628,31.325,28.942,28.942,10.287,aqueous,15.845,2.702,46.764,34.163,11.602
480,48000.000,32.402,30.569,32.741,31.002,30.569,10.671,aqueous,15.093,2.618,46.538,33.550,11.851
481,48100.000,33.811,31.775,32.901,30.545,30.545,6.457,transition,14.998,2.715,45.631,30.780,11.491
482,48200.000,31.468,30.378,29.653,28.645,28.645,10.935,aqueous,15.193,2.772,45.740,31.538,11.397
483,48300.000,31.160,29.432,31.670,29.791,29.432,9.068,transition,15.409,2.752,45.876,25.994,10.691
484,48400.000,27.141,25.291,27.638,25.487,25.291,3.970,surface,15.365,2.837,45.657,24.004,10.567
485,48500.000,26.545,25.804,28.074,27.532,25.804,7.613,transition,13.301,2.817,46.548,28.350,11.048
486,48600.000,27.122,26.939,28.086,27.684,26.939,10.890,aqueous,14.163,2.624,45.857,25.737,11.128
487,48700.000,24.872,24.347,26.328,25.579,24.347,9.156,transition,11.843,2.858,45.971,27.750,10.502
488,48800.000,22.967,23.310,22.854,23.195,22.854,6.581,transition,12.936,2.700,45.624,29.127,11.078
489,48900.000,28.227,27.429,28.733,27.613,27.429,10.021,aqueous,12.813,2.622,45.749,28.072,10.752
490,49000.000,32.978,31.075,33.661,31.507,31.075,9.111,transition,12.989,2.632,45.759,31.630,11.405
491,49100.000,33.324,30.898,32.135,29.412,29.412,6.922,transition,13.501,2.770,46.481,31.487,11.142
492,49200.000,29.595,27.458,28.483,26.289,26.289,9.351,transition,14.152,2.732,46.757,29.030,11.631
493,49300.000,25.254,24.159,26.467,25.087,24.159,10.521,aqueous,14.263,2.621,46.464,24.287,10.496
494,49400.000,31.628,26.940,31.951,26.834,26.834,8.593,transition,12.608,2.698,46.658,25.709,10.371
495,49500.000,28.308,25.736,30.413,27.736,25.736,10.316,aqueous,12.571,2.753,45.620,26.527,10.530
496,49600.000,26.662,25.098,24.859,23.492,23.492,5.858,transition,14.025,2.714,44.825,29.674,11.037
497,49700.000,27.610,25.403,25.830,23.604,23.604,4.844,transition,12.099,2.645,46.327,35.281,12.200
498,49800.000,23.111,20.791,25.123,22.589,20.791,3.465,surface,11.839,2.747,45.513,33.281,11.525
499,49900.000,26.332,21.341,25.476,21.009,21.009,3.249,surface,11.936,2.698,45.347,32.988,11.645
500,50000.000,23.139,21.259,23.432,21.944,21.259,3.136,surface,13.528,2.735,45.359,35.104,11.983
501,50100.000,29.819,23.981,27.754,21.910,21.910,3.288,surface,14.518,2.821,45.542,31.827,10.957
502,50200.000,28.669,22.799,27.105,21.147,21.147,2.997,surface,14.754,2.849,46.084,32.457,11.404
503,50300.000,27.919,21.461,29.417,22.833,21.461,3.325,surface,15.356,2.746,45.751,30.324,10.711
504,50400.000,28.847,22.793,29.564,23.381,22.793,3.603,surface,14.834,2.545,46.250,32.843,11.377
505,50500.000,28.685,23.026,26.845,21.248,21.248,3.099,surface,15.097,2.647,47.460,30.682,11.028
