frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
255,25500.000,29.618,24.603,31.359,26.459,24.603,2.823,surface,13.390,2.649,46.971,25.741,10.473
256,25600.000,30.480,25.381,32.312,27.317,25.381,3.457,surface,11.648,2.785,46.756,26.089,10.470
257,25700.000,29.374,24.546,31.020,26.052,24.546,3.096,surface,12.440,2.845,47.141,25.919,10.533
258,25800.000,29.047,24.836,30.886,26.480,24.836,3.263,surface,11.610,2.739,46.504,26.204,10.674
259,25900.000,30.842,26.458,32.363,28.107,26.458,3.508,surface,12.106,2.940,47.147,25.614,10.541
260,26000.000,30.194,25.393,30.767,25.792,25.393,2.863,surface,12.460,2.885,46.913,25.076,10.457
261,26100.000,34.083,29.048,32.417,27.456,27.456,3.392,surface,12.355,2.842,46.677,26.942,10.590
262,26200.000,34.717,28.613,34.323,28.397,28.397,6.059,transition,10.028,2.661,47.156,27.464,10.415
263,26300.000,34.094,28.691,32.627,27.362,27.362,4.543,transition,12.215,3.022,47.188,26.366,10.592
264,26400.000,33.165,27.908,31.784,26.685,26.685,4.702,transition,12.597,3.020,47.015,26.504,10.556
265,26500.000,30.858,25.941,30.900,25.961,25.941,3.341,surface,14.437,2.929,47.789,26.196,10.206
266,26600.000,33.430,28.200,32.119,27.067,27.067,4.102,transition,11.996,2.879,47.859,24.884,10.398
267,26700.000,33.086,27.432,31.679,25.916,25.916,3.939,surface,13.502,2.764,47.907,25.532,10.463
268,26800.000,31.261,26.961,30.544,26.408,26.408,4.834,transition,12.012,2.851,47.770,26.381,10.533
269,26900.000,31.354,25.187,31.561,25.242,25.187,2.944,surface,12.069,3.017,47.954,26.210,10.640
270,27000.000,32.515,26.851,31.249,25.701,25.701,3.823,surface,12.661,2.882,48.162,24.411,10.557
271,27100.000,30.431,25.239,30.623,25.329,25.239,2.638,surface,11.915,3.112,47.615,24.998,10.342
272,27200.000,34.683,29.768,35.196,30.381,29.768,7.036,transition,12.177,2.973,47.335,30.066,11.019
273,27300.000,30.816,26.284,30.879,26.114,26.114,2.787,surface,12.145,2.918,47.589,25.585,10.405
274,27400.000,33.874,28.328,33.572,28.166,28.166,5.478,transition,11.910,3.008,47.818,25.764,10.384
275,27500.000,34.030,28.997,34.817,29.501,28.997,5.261,transition,11.136,3.017,47.756,27.502,10.661
276,27600.000,35.421,29.674,34.671,29.049,29.049,8.607,transition,11.393,2.951,48.077,28.838,10.944
277,27700.000,31.726,26.480,32.738,27.614,26.480,3.582,surface,12.245,2.981,48.016,25.647,10.541
278,27800.000,30.259,24.856,31.346,25.850,24.856,3.071,surface,12.366,2.587,47.735,26.213,10.597
279,27900.000,28.452,22.892,30.091,24.476,22.892,2.672,surface,12.061,2.754,47.331,25.904,10.454
280,28000.000,31.966,25.810,33.480,27.406,25.810,2.919,surface,12.270,2.792,47.694,26.322,10.673
281,28100.000,33.514,25.945,31.948,24.350,24.350,3.111,surface,12.132,2.772,46.684,25.943,10.585
282,28200.000,33.004,26.669,32.443,26.260,26.260,4.758,transition,11.442,2.846,47.283,27.321,10.462
283,28300.000,33.516,26.144,33.545,26.248,26.144,4.124,transition,11.044,2.727,46.677,27.613,10.723
284,28400.000,33.780,26.331,34.559,27.288,26.331,5.561,transition,11.679,2.904,46.951,28.223,10.393
285,28500.000,32.705,26.117,33.287,26.698,26.117,5.425,transition,12.317,2.628,46.454,27.888,10.407
286,28600.000,31.670,24.885,33.141,26.421,24.885,3.919,surface,12.571,2.872,47.503,27.948,10.402
287,28700.000,28.463,23.828,26.975,22.324,22.324,3.055,surface,12.114,2.810,46.331,29.073,10.752
288,28800.000,29.608,23.428,29.297,22.881,22.881,3.475,surface,13.775,2.806,46.494,27.939,10.649
289,28900.000,31.961,25.650,32.836,26.372,25.650,5.682,transition,12.389,2.677,46.815,33.091,11.613
290,29000.000,34.995,30.007,33.682,28.872,28.872,9.077,transition,11.987,2.624,46.229,36.048,11.686
291,29100.000,33.276,26.849,35.201,28.767,26.849,5.190,transition,14.171,2.590,45.824,36.312,11.621
292,29200.000,31.997,26.274,30.981,25.243,25.243,5.095,transition,14.300,2.764,45.729,34.161,11.249
293,29300.000,29.669,24.156,31.331,25.756,24.156,6.497,transition,12.387,2.691,46.079,34.164,11.061
294,29400.000,33.111,28.013,33.744,28.884,28.013,7.307,transition,12.714,2.809,46.546,37.644,11.863
295,29500.000,32.256,27.318,31.692,26.645,26.645,3.748,surface,12.582,2.717,46.381,33.627,10.914
296,29600.000,25.378,20.355,25.845,20.789,20.355,3.332,surface,12.037,2.880,46.711,29.365,10.411
297,29700.000,25.353,20.782,26.333,21.938,20.782,3.376,surface,12.833,2.881,46.675,29.495,10.603
298,29800.000,28.117,23.005,30.003,24.887,23.005,4.156,transition,11.454,2.987,46.151,31.317,10.858
299,29900.000,28.906,23.602,30.916,25.660,23.602,3.199,surface,12.312,2.909,45.924,30.791,10.745
300,30000.000,29.856,24.998,30.700,25.651,24.998,7.333,transition,12.758,2.683,46.492,32.739,11.324
301,30100.000,32.618,28.622,32.288,28.493,28.493,7.775,transition,11.458,2.841,46.524,35.337,11.770
302,30200.000,28.120,24.720,29.016,25.305,24.720,6.347,transition,11.259,2.689,46.527,32.591,11.298
303,30300.000,29.761,27.132,31.895,29.235,27.132,8.163,transition,12.777,2.687,46.889,34.459,12.190
304,30400.000,27.736,24.594,29.729,26.668,24.594,3.055,surface,13.264,2.710,46.884,35.177,11.912
305,30500.000,34.418,30.326,34.211,30.386,30.326,8.392,transition,12.553,2.661,46.045,36.905,12.083
306,30600.000,31.727,27.176,32.239,27.602,27.176,7.720,transition,12.116,2.935,46.170,35.315,12.144
307,30700.000,36.067,31.092,35.236,30.246,30.246,11.297,aqueous,13.474,2.923,46.362,34.239,11.816
308,30800.000,32.660,28.401,31.581,27.566,27.566,9.914,transition,11.680,2.808,46.165,32.969,11.225
309,30900.000,29.928,25.865,30.566,26.867,25.865,8.033,transition,10.464,2.713,45.934,31.177,10.638
310,31000.000,22.351,20.909,21.233,19.585,19.585,6.256,transition,11.711,2.731,46.194,23.208,10.325
311,31100.000,25.701,24.436,24.022,22.534,22.534,7.932,transition,13.690,2.757,46.208,27.429,10.869
312,31200.000,27.222,26.227,26.128,25.403,25.403,9.293,transition,11.482,2.830,46.230,27.657,10.610
313,31300.000,23.861,22.129,24.918,22.680,22.129,3.328,surface,12.710,2.761,45.960,30.892,10.681
314,31400.000,24.219,23.151,23.780,22.739,22.739,4.966,transition,11.201,2.929,45.574,29.663,10.854
315,31500.000,20.448,18.557,20.544,19.028,18.557,6.695,transition,12.095,2.774,46.625,25.912,10.266
316,31600.000,26.379,23.769,25.334,23.043,23.043,6.656,transition,11.423,2.718,46.489,27.719,10.422
317,31700.000,24.788,21.906,24.051,21.520,21.520,7.361,transition,11.532,2.910,46.172,24.582,10.289
318,31800.000,23.765,21.659,23.489,21.104,21.104,4.037,transition,12.398,2.836,46.119,23.801,10.539
319,31900.000,18.698,16.751,18.365,15.973,15.973,3.552,surface,12.633,2.833,45.931,17.944,9.565
320,32000.000,18.631,16.736,19.852,18.121,16.736,3.027,surface,12.121,2.924,46.265,19.831,9.866
321,32100.000,20.256,17.799,21.181,18.505,17.799,3.255,surface,12.450,2.795,46.226,19.622,9.300
322,32200.000,17.114,15.403,17.023,14.918,14.918,3.433,surface,12.213,2.926,46.516,18.668,9.278
323,32300.000,18.590,16.681,17.635,15.487,15.487,3.259,surface,11.960,2.807,46.239,18.627,9.435
324,32400.000,18.392,15.790,19.881,17.153,15.790,3.377,surface,13.648,2.792,46.746,20.059,9.645
325,32500.000,21.403,17.708,20.649,16.499,16.499,3.841,surface,13.874,2.749,46.476,18.735,9.402
326,32600.000,19.256,15.306,19.528,15.757,15.306,3.264,surface,13.402,2.758,46.710,17.872,9.415
327,32700.000,19.863,16.438,20.546,17.306,16.438,3.187,surface,11.613,2.669,46.423,17.577,9.323
328,32800.000,19.550,15.804,19.731,15.972,15.804,3.618,surface,13.849,2.765,46.174,18.967,9.534
329,32900.000,17.009,12.782,16.747,13.003,12.782,3.394,surface,12.448,2.942,46.403,19.560,8.920
330,33000.000,15.890,11.916,15.162,11.427,11.427,3.296,surface,12.766,2.843,46.848,19.120,8.961
331,33100.000,18.156,14.323,17.500,14.243,14.243,3.696,surface,12.087,2.710,45.950,19.540,9.623
332,33200.000,18.433,14.142,17.547,13.542,13.542,3.559,surface,10.997,2.790,46.411,19.809,9.494
333,33300.000,15.619,13.199,14.830,12.444,12.444,3.273,surface,13.579,2.676,46.618,18.121,8.818
334,33400.000,14.681,11.671,13.728,10.318,10.318,3.465,surface,13.219,2.699,46.775,19.190,8.398
335,33500.000,15.483,12.102,14.794,10.991,10.991,3.431,surface,12.455,2.724,46.263,19.528,8.691
336,33600.000,15.547,12.277,14.244,10.852,10.852,3.573,surface,13.863,2.714,47.505,20.160,8.937
337,33700.000,15.063,11.673,15.983,11.822,11.673,3.521,surface,12.861,2.738,47.499,18.838,8.818
338,33800.000,15.583,12.430,17.406,13.637,12.430,3.415,surface,11.358,2.705,46.709,17.222,8.803
339,33900.000,17.872,13.655,18.865,14.071,13.655,3.462,surface,11.466,2.562,47.227,20.350,8.956
340,34000.000,19.147,14.776,17.951,13.560,13.560,3.306,surface,11.047,2.601,46.741,21.233,9.102
341,34100.000,21.180,16.129,19.453,14.236,14.236,3.537,surface,10.215,2.697,47.077,22.774,9.052
342,34200.000,15.700,12.055,16.088,12.647,12.055,3.277,surface,11.061,2.471,46.789,17.815,8.884
343,34300.000,22.538,19.872,20.865,17.912,17.912,6.575,transition,12.446,2.812,45.957,21.162,9.858
344,34400.000,26.224,22.496,25.266,21.867,21.867,6.450,transition,13.177,2.569,46.107,24.346,10.214
345,34500.000,24.137,19.911,23.140,19.348,19.348,6.017,transition,12.672,2.530,46.851,25.169,10.338
346,34600.000,23.222,19.425,25.292,21.579,19.425,4.869,transition,12.016,2.564,46.736,27.155,10.987
347,34700.000,28.203,23.648,26.354,21.623,21.623,3.931,surface,12.554,2.677,46.402,29.775,11.108
348,34800.000,26.554,21.947,26.032,20.897,20.897,6.003,transition,12.647,2.481,46.868,29.437,11.203
349,34900.000,32.345,25.493,31.185,24.504,24.504,3.411,surface,12.503,2.549,47.267,36.277,11.611
350,35000.000,31.662,24.950,32.272,25.517,24.950,5.060,transition,13.154,2.798,46.138,35.962,11.784
351,35100.000,32.397,26.606,31.156,25.671,25.671,8.479,transition,11.207,2.679,47.342,31.707,11.392
352,35200.000,34.646,28.150,33.623,27.217,27.217,9.549,transition,13.528,2.725,47.235,34.501,11.654
353,35300.000,33.584,26.564,35.655,28.566,26.564,9.367,transition,11.786,2.774,47.051,33.408,11.754
354,35400.000,35.590,29.392,36.661,30.307,29.392,10.971,aqueous,12.218,2.553,46.725,34.550,11.920
355,35500.000,33.369,27.314,33.305,27.481,27.314,3.065,surface,12.535,2.822,46.490,36.506,11.948
356,35600.000,32.861,26.552,31.628,25.532,25.532,6.055,transition,12.519,2.682,46.826,35.419,11.718
357,35700.000,34.471,28.880,35.023,29.274,28.880,11.291,aqueous,11.896,2.646,46.867,35.155,12.008
358,35800.000,33.127,28.607,32.650,28.119,28.119,11.070,aqueous,13.209,2.612,46.622,32.880,11.889
359,35900.000,36.385,29.671,36.349,29.809,29.671,11.968,aqueous,12.272,2.555,46.579,34.727,12.077
360,36000.000,34.033,27.270,35.917,29.250,27.270,8.463,transition,12.934,2.677,47.020,35.382,11.918
361,36100.000,29.696,24.695,31.723,26.676,24.695,6.324,transition,14.090,2.762,46.611,28.253,11.353
362,36200.000,31.523,27.598,29.785,26.127,26.127,10.221,aqueous,12.768,2.445,46.658,28.010,10.833
363,36300.000,30.517,26.916,28.985,25.673,25.673,7.104,transition,13.038,2.688,47.135,23.109,9.988
364,36400.000,27.118,23.068,27.926,23.534,23.068,3.687,surface,15.257,2.744,47.589,21.859,9.977
365,36500.000,27.939,24.901,27.450,24.234,24.234,8.748,transition,14.944,2.779,47.440,23.718,10.474
366,36600.000,28.563,24.221,26.937,22.855,22.855,6.427,transition,14.815,2.787,47.238,21.579,9.696
367,36700.000,27.708,23.814,27.653,23.956,23.814,5.941,transition,15.615,2.730,47.261,23.571,10.339
368,36800.000,28.969,24.534,28.437,24.368,24.368,6.746,transition,14.226,2.853,46.596,25.024,9.991
369,36900.000,28.263,24.530,26.417,22.611,22.611,7.911,transition,14.636,2.740,46.870,24.067,10.202
370,37000.000,26.285,22.138,26.041,21.589,21.589,3.880,surface,15.602,2.714,47.145,22.385,10.137
371,37100.000,20.035,16.517,21.100,17.809,16.517,5.765,transition,15.077,2.715,46.529,21.277,9.531
372,37200.000,24.439,20.642,26.589,22.730,20.642,7.622,transition,12.550,2.741,47.626,24.133,10.101
373,37300.000,31.252,27.233,31.140,26.988,26.988,7.227,transition,13.586,2.757,47.336,26.365,10.806
374,37400.000,35.998,30.742,35.511,30.143,30.143,10.397,aqueous,15.711,2.459,47.044,32.540,11.437
375,37500.000,33.715,27.504,35.732,29.580,27.504,6.513,transition,13.561,2.665,46.741,30.885,11.259
376,37600.000,35.703,29.367,34.966,28.981,28.981,7.946,transition,15.640,2.582,46.984,30.891,11.471
377,37700.000,36.970,31.095,37.909,32.113,31.095,12.534,aqueous,15.019,2.697,46.459,34.087,11.613
378,37800.000,31.900,24.990,33.738,26.906,24.990,7.304,transition,14.543,2.575,46.730,31.863,11.042
379,37900.000,32.754,26.574,33.046,27.178,26.574,7.383,transition,11.934,2.731,47.177,30.345,10.812
380,38000.000,34.524,27.841,32.620,26.107,26.107,8.618,transition,11.593,2.720,46.659,34.192,11.405
381,38100.000,36.450,30.591,34.374,28.508,28.508,6.166,transition,12.852,2.619,46.791,38.061,12.444
382,38200.000,31.441,25.091,30.759,24.374,24.374,4.447,transition,12.859,2.826,46.826,35.394,11.554
383,38300.000,32.205,25.601,31.255,24.744,24.744,3.642,surface,11.499,2.608,46.691,35.670,11.422
384,38400.000,27.517,21.865,29.670,23.966,21.865,3.094,surface,11.801,2.729,45.927,32.216,10.943
385,38500.000,32.834,27.536,33.981,28.364,27.536,9.545,transition,11.436,2.616,46.058,34.024,11.533
386,38600.000,30.586,26.302,31.345,26.924,26.302,9.303,transition,12.946,2.651,46.693,28.039,10.904
387,38700.000,34.822,29.437,32.745,27.494,27.494,10.258,aqueous,12.845,2.810,45.815,33.275,11.575
388,38800.000,36.028,29.556,35.295,28.479,28.479,10.038,aqueous,11.037,2.693,45.872,35.148,11.675
389,38900.000,35.958,29.942,36.281,30.271,29.942,12.188,aqueous,12.232,2.570,46.233,33.631,11.484
390,39000.000,35.497,29.564,34.274,28.089,28.089,10.890,aqueous,12.819,2.671,46.427,32.715,11.833
391,39100.000,28.511,24.264,29.478,25.371,24.264,7.121,transition,13.682,2.747,46.956,30.600,10.861
392,39200.000,23.241,21.339,22.262,20.365,20.365,6.617,transition,12.267,2.730,46.584,24.546,10.276
393,39300.000,37.999,31.771,37.067,30.907,30.907,12.677,aqueous,11.073,2.623,46.804,35.897,12.217
394,39400.000,32.939,27.457,33.773,28.480,27.457,8.433,transition,12.069,2.816,46.740,30.288,11.318
395,39500.000,33.982,28.267,34.075,28.738,28.267,10.173,aqueous,12.386,2.971,46.578,31.182,10.807
396,39600.000,35.122,29.636,35.801,30.088,29.636,8.596,transition,12.394,2.747,47.037,31.758,11.128
397,39700.000,25.728,23.511,27.389,24.976,23.511,8.568,transition,12.475,2.713,46.494,27.016,10.938
398,39800.000,29.412,27.472,27.239,25.344,25.344,8.396,transition,13.164,2.749,46.783,27.718,10.886
399,39900.000,31.863,28.985,30.087,27.336,27.336,5.392,transition,13.397,2.681,47.308,28.423,11.058
400,40000.000,31.077,28.800,29.611,27.549,27.549,8.319,transition,13.005,2.813,46.795,29.352,11.022
401,40100.000,32.158,29.857,32.680,30.459,29.857,9.294,transition,13.585,3.016,46.638,30.960,11.387
402,40200.000,33.184,29.510,33.482,29.852,29.510,8.881,transition,14.332,2.810,46.878,31.018,11.078
403,40300.000,30.949,26.384,31.429,26.963,26.384,5.657,transition,12.550,2.617,46.485,33.561,11.690
404,40400.000,30.739,27.643,28.789,25.881,25.881,8.935,transition,12.117,2.655,46.518,33.571,11.569
405,40500.000,32.064,29.450,32.218,29.555,29.450,9.795,transition,12.574,2.677,46.101,32.712,11.412
406,40600.000,33.335,27.248,34.817,28.730,27.248,7.018,transition,12.109,2.850,46.098,36.757,11.894
407,40700.000,34.518,27.757,34.883,28.017,27.757,9.089,transition,12.778,2.718,45.885,36.042,11.582
408,40800.000,34.038,27.559,32.943,26.706,26.706,7.496,transition,11.694,2.903,46.177,35.516,11.487
409,40900.000,35.109,29.810,33.527,28.245,28.245,11.159,aqueous,10.930,2.679,46.178,35.050,11.948
410,41000.000,31.505,26.456,31.914,27.156,26.456,7.487,transition,11.645,2.672,46.820,35.110,12.032
411,41100.000,35.837,29.441,33.715,27.298,27.298,8.452,transition,12.743,2.621,46.543,36.443,11.840
412,41200.000,36.144,31.042,34.887,29.755,29.755,11.598,aqueous,12.814,2.594,46.834,33.977,11.648
413,41300.000,33.650,28.993,32.555,27.858,27.858,10.332,aqueous,12.520,2.614,46.283,30.406,11.641
414,41400.000,33.574,30.584,31.976,29.183,29.183,10.787,aqueous,12.637,2.720,46.603,28.680,11.310
415,41500.000,29.773,25.552,28.282,23.824,23.824,8.301,transition,12.754,2.806,46.457,25.770,10.912
416,41600.000,26.373,23.284,27.944,25.061,23.284,9.701,transition,11.792,2.786,46.632,22.824,10.284
417,41700.000,22.960,19.804,25.091,21.884,19.804,6.839,transition,11.984,2.822,46.859,23.810,10.175
418,41800.000,30.630,26.207,29.515,25.362,25.362,8.024,transition,12.738,2.853,46.356,31.012,11.443
419,41900.000,37.112,31.274,36.829,30.744,30.744,12.221,aqueous,12.924,2.608,46.980,36.397,12.040
420,42000.000,34.822,29.042,35.578,29.745,29.042,11.467,aqueous,12.683,2.715,46.826,35.208,11.951
421,42100.000,33.385,27.250,34.091,27.994,27.250,8.075,transition,11.893,2.840,46.732,29.906,10.945
422,42200.000,30.548,24.289,31.730,25.465,24.289,3.681,surface,14.097,2.727,46.472,31.948,11.129
423,42300.000,35.550,28.958,36.303,29.883,28.958,8.031,transition,13.402,2.741,46.260,36.029,12.220
424,42400.000,31.587,25.122,32.829,26.313,25.122,7.292,transition,12.788,2.694,46.209,31.296,11.387
425,42500.000,26.054,21.008,27.085,22.270,21.008,6.632,transition,12.475,3.078,47.015,26.486,10.677
426,42600.000,36.089,30.286,36.020,30.301,30.286,13.491,aqueous,12.407,2.717,46.150,33.981,11.778
427,42700.000,33.752,27.590,33.742,27.808,27.590,11.161,aqueous,13.021,2.790,45.778,30.092,11.007
428,42800.000,28.985,25.415,27.469,24.075,24.075,9.218,transition,12.071,2.864,46.112,23.597,10.079
429,42900.000,20.792,17.906,19.999,16.881,16.881,6.383,transition,11.774,2.683,45.892,20.273,9.826
430,43000.000,25.769,21.767,24.452,20.093,20.093,3.548,surface,11.206,2.746,45.738,27.652,10.445
431,43100.000,24.549,20.764,22.547,18.616,18.616,7.114,transition,12.301,2.904,45.973,21.277,9.932
432,43200.000,23.033,18.823,24.283,20.113,18.823,7.186,transition,13.443,2.755,46.042,23.193,10.201
433,43300.000,25.169,21.427,23.915,19.891,19.891,7.038,transition,13.582,2.753,46.255,23.691,10.373
434,43400.000,24.884,21.029,23.486,19.486,19.486,4.519,transition,11.965,2.770,46.621,19.891,9.978
435,43500.000,17.989,14.082,19.886,15.552,14.082,3.357,surface,12.665,2.635,46.143,17.900,9.306
436,43600.000,19.769,16.641,20.866,17.893,16.641,6.724,transition,11.735,2.855,46.333,20.557,9.759
437,43700.000,20.622,15.482,20.489,15.190,15.190,3.253,surface,11.989,2.745,45.923,24.402,10.190
438,43800.000,20.549,16.257,19.309,15.090,15.090,3.202,surface,12.810,2.760,46.198,24.880,10.087
439,43900.000,33.826,28.663,33.907,29.018,28.663,9.469,transition,12.050,2.649,46.138,33.236,11.795
440,44000.000,28.991,24.545,31.062,26.689,24.545,4.269,transition,13.095,2.693,45.421,30.670,11.176
441,44100.000,31.853,26.442,32.854,27.409,26.442,8.470,transition,11.575,2.627,46.316,30.616,11.048
442,44200.000,35.438,30.397,35.022,29.589,29.589,11.211,aqueous,12.312,3.001,46.681,34.271,11.919
443,44300.000,35.728,29.187,35.823,28.982,28.982,8.411,transition,11.524,3.002,46.580,37.005,11.867
444,44400.000,34.405,28.706,35.657,30.150,28.706,7.904,transition,11.987,3.050,46.127,37.684,12.339
445,44500.000,30.011,24.766,32.008,26.719,24.766,5.737,transition,11.656,3.116,46.050,34.873,11.757
446,44600.000,32.717,28.310,34.197,29.569,28.310,10.592,aqueous,11.451,2.592,46.250,32.215,11.714
447,44700.000,34.363,29.259,36.115,30.891,29.259,11.800,aqueous,13.029,2.880,46.155,36.403,12.167
448,44800.000,30.331,25.787,32.242,27.611,25.787,7.746,transition,11.786,2.755,45.845,32.449,11.340
449,44900.000,34.348,28.643,33.285,27.624,27.624,7.990,transition,11.663,2.770,47.267,32.765,11.529
450,45000.000,35.271,30.435,34.940,29.877,29.877,11.313,aqueous,13.592,2.713,46.883,32.914,11.395
451,45100.000,33.509,29.164,31.783,27.265,27.265,7.249,transition,12.677,2.754,47.047,29.823,11.024
452,45200.000,31.956,28.817,30.464,27.384,27.384,8.617,transition,12.870,2.951,46.511,30.862,11.298
453,45300.000,35.859,30.313,36.169,30.835,30.313,11.708,aqueous,16.170,2.822,46.198,35.798,12.279
454,45400.000,32.621,27.442,32.088,27.228,27.228,8.519,transition,13.183,2.739,46.311,31.831,11.347
455,45500.000,32.993,29.035,33.316,29.523,29.035,9.050,transition,11.921,2.900,46.790,33.227,11.200
456,45600.000,31.838,25.580,30.310,23.908,23.908,5.008,transition,13.805,2.801,46.688,31.927,10.608
457,45700.000,26.855,22.452,26.634,22.008,22.008,3.449,surface,13.539,2.704,46.500,30.627,10.004
458,45800.000,28.739,21.546,29.977,22.738,21.546,3.603,surface,13.124,2.669,46.646,31.282,10.485
459,45900.000,29.913,23.651,31.971,25.750,23.651,3.913,surface,11.362,2.840,46.871,34.041,10.997
460,46000.000,30.258,23.619,31.164,24.381,23.619,5.876,transition,11.761,2.792,46.520,31.482,10.750
461,46100.000,28.071,21.131,28.859,21.830,21.131,3.494,surface,11.935,2.947,46.580,28.707,10.168
462,46200.000,28.574,22.293,27.919,21.682,21.682,3.240,surface,11.788,3.084,46.730,30.825,10.440
463,46300.000,27.917,21.507,28.262,22.096,21.507,3.543,surface,11.266,2.779,46.380,31.706,10.716
464,46400.000,28.040,20.639,29.125,22.001,20.639,2.674,surface,12.266,2.613,46.489,30.963,10.685
465,46500.000,30.549,21.480,30.317,21.358,21.358,3.562,surface,10.319,2.764,46.323,32.059,11.020
466,46600.000,35.675,28.579,33.853,26.699,26.699,8.071,transition,12.088,2.639,46.474,35.430,11.540
467,46700.000,32.909,27.287,32.147,26.853,26.853,9.173,transition,12.023,2.718,46.158,34.179,11.165
468,46800.000,29.860,25.238,29.139,24.263,24.263,7.463,transition,12.090,2.833,46.529,31.501,11.065
469,46900.000,28.045,23.665,27.678,23.080,23.080,7.356,transition,11.296,2.681,46.767,27.022,10.114
470,47000.000,31.493,27.252,30.592,26.608,26.608,10.431,aqueous,13.956,2.729,46.956,29.822,11.205
471,47100.000,36.959,31.558,36.588,31.538,31.538,10.947,aqueous,12.292,3.062,46.880,35.150,12.109
472,47200.000,34.313,29.915,35.918,31.317,29.915,8.338,transition,11.595,2.755,46.791,32.596,11.912
473,47300.000,37.579,31.414,36.882,30.459,30.459,11.670,aqueous,12.562,2.764,46.922,35.564,12.189
474,47400.000,36.861,31.565,36.551,31.367,31.367,10.544,aqueous,12.250,2.549,46.596,32.314,11.656
475,47500.000,32.271,27.708,33.424,28.562,27.708,10.430,aqueous,11.069,2.685,46.671,32.177,11.620
476,47600.000,32.937,27.838,34.221,28.948,27.838,9.318,transition,11.714,2.723,46.784,31.700,11.685
477,47700.000,26.748,22.004,26.939,22.309,22.004,3.300,surface,12.307,2.715,47.069,31.673,11.403
478,47800.000,25.873,20.428,27.006,21.644,20.428,3.213,surface,12.845,2.785,46.846,32.719,11.741
479,47900.000,27.315,22.069,26.635,21.684,21.684,3.795,surface,13.846,2.762,46.896,32.800,11.759
480,48000.000,28.773,23.379,26.988,21.392,21.392,3.239,surface,12.187,2.523,47.788,34.033,11.881
481,48100.000,35.815,30.001,35.621,29.583,29.583,11.947,aqueous,11.774,2.681,47.402,36.905,12.099
482,48200.000,35.395,30.317,33.549,28.400,28.400,11.009,aqueous,12.773,2.687,47.238,33.322,11.613
483,48300.000,33.288,27.643,31.755,25.877,25.877,9.310,transition,12.877,2.762,46.550,33.024,11.446
484,48400.000,33.629,28.255,32.030,26.766,26.766,8.685,transition,12.944,2.757,46.730,29.954,11.290
485,48500.000,28.672,24.900,27.946,23.852,23.852,8.312,transition,13.805,2.715,47.332,28.117,10.774
486,48600.000,28.177,23.638,28.616,23.746,23.638,4.488,transition,12.512,2.633,46.982,24.941,10.451
487,48700.000,21.960,17.232,22.234,17.076,17.076,2.883,surface,15.156,2.812,47.028,20.442,9.643
488,48800.000,25.887,22.013,24.513,20.291,20.291,6.759,transition,11.757,2.707,46.577,22.241,9.726
489,48900.000,30.726,26.710,30.603,26.940,26.710,7.062,transition,12.635,2.850,46.813,30.108,11.000
490,49000.000,32.177,28.226,31.537,27.391,27.391,6.419,transition,12.985,2.794,47.488,27.997,10.457
491,49100.000,26.523,23.296,28.306,24.881,23.296,5.514,transition,11.365,2.817,47.476,21.931,9.871
492,49200.000,27.849,24.924,26.403,23.224,23.224,7.140,transition,12.403,2.691,47.702,20.919,9.638
493,49300.000,23.798,20.476,24.548,21.354,20.476,7.253,transition,10.860,2.742,47.134,23.371,9.615
494,49400.000,31.091,27.387,31.094,27.103,27.103,12.028,aqueous,10.867,2.757,46.767,28.638,10.335
495,49500.000,26.586,22.589,28.254,24.463,22.589,5.188,transition,12.164,2.643,46.962,21.298,9.491
496,49600.000,23.952,19.828,24.907,21.096,19.828,3.373,surface,12.444,2.748,46.972,17.974,8.965
497,49700.000,28.237,23.491,30.328,25.645,23.491,3.462,surface,14.382,2.647,46.074,21.321,9.629
498,49800.000,25.609,21.847,24.870,20.761,20.761,3.668,surface,11.147,2.648,46.188,18.932,8.808
499,49900.000,27.107,22.409,27.983,23.500,22.409,6.719,transition,12.432,2.772,47.121,22.699,10.093
500,50000.000,27.211,22.948,28.979,24.862,22.948,5.734,transition,12.351,2.753,46.552,20.189,9.687
501,50100.000,22.711,18.525,23.959,19.783,18.525,3.738,surface,10.895,2.656,47.514,18.375,9.533
502,50200.000,22.837,18.452,23.666,19.333,18.452,3.557,surface,12.043,2.632,47.166,18.626,9.629
503,50300.000,24.201,19.281,25.564,20.897,19.281,3.186,surface,11.885,2.724,46.711,17.909,9.246
504,50400.000,22.996,18.676,24.354,20.156,18.676,3.294,surface,11.866,2.636,46.923,17.509,9.343
505,50500.000,21.894,17.246,23.431,18.779,17.246,3.278,surface,13.589,2.835,46.631,17.503,9.702
506,50600.000,26.709,23.476,26.638,23.686,23.476,7.487,transition,12.151,2.641,46.457,24.288,10.435
507,50700.000,31.103,27.491,30.999,27.103,27.103,9.607,transition,12.114,2.472,46.443,25.721,10.447
508,50800.000,30.186,26.373,31.351,27.794,26.373,9.153,transition,12.607,2.767,47.210,26.559,10.508
509,50900.000,25.640,21.610,26.964,23.219,21.610,3.188,surface,13.210,2.794,46.602,18.571,9.144
510,51000.000,22.211,17.405,22.899,17.998,17.405,3.258,surface,11.817,2.615,47.198,19.383,9.134
