frame,time_ps,dO56_R346,dO56_R483,dO57_R346,dO57_R483,anchor_min,tail_hsa_min,cls,dO38_R408,pep_ecd_min,com_hsa_ecd,lnk_e2e,lnk_rg
761,76100.000,11.958,3.684,12.679,5.765,3.684,3.422,FA3,13.143,2.635,47.813,18.650,8.388
762,76200.000,12.636,4.204,14.328,6.200,4.204,3.433,surface,13.503,2.692,48.158,17.082,7.933
763,76300.000,13.082,4.831,12.056,5.341,4.831,3.530,surface,14.366,2.676,48.281,18.264,7.996
764,76400.000,11.276,5.169,12.449,6.559,5.169,3.634,surface,15.043,2.594,48.205,17.467,7.970
765,76500.000,13.733,4.618,15.094,6.093,4.618,3.506,surface,14.685,2.565,47.507,17.435,7.880
766,76600.000,14.263,4.823,15.632,6.512,4.823,3.582,surface,13.099,2.863,48.157,17.859,7.958
767,76700.000,12.797,3.879,14.066,5.534,3.879,3.203,FA3,13.783,2.693,47.363,16.714,7.737
768,76800.000,14.914,5.386,15.921,6.533,5.386,3.572,surface,13.730,2.829,46.874,16.446,7.608
769,76900.000,13.932,5.080,14.992,6.257,5.080,3.242,surface,14.189,2.856,47.272,16.613,7.599
770,77000.000,13.748,5.110,14.750,5.955,5.110,3.423,surface,14.561,2.702,47.266,17.072,7.588
771,77100.000,14.712,4.640,15.499,6.047,4.640,3.487,surface,14.468,2.698,47.656,16.315,7.510
772,77200.000,14.344,4.650,15.047,6.061,4.650,3.576,surface,13.139,2.650,48.983,15.870,7.575
773,77300.000,13.917,4.419,15.392,5.790,4.419,2.915,surface,14.090,2.726,48.326,17.051,7.779
774,77400.000,14.858,5.241,15.839,6.495,5.241,3.214,surface,14.505,2.676,47.971,16.246,7.605
775,77500.000,11.993,5.300,12.826,6.028,5.300,3.268,surface,14.265,2.660,47.538,16.565,7.779
776,77600.000,11.144,4.422,10.320,4.657,4.422,3.698,surface,14.328,2.653,47.755,20.364,8.226
777,77700.000,12.473,5.110,11.531,5.123,5.110,3.284,surface,15.100,2.785,47.960,19.931,8.202
778,77800.000,11.835,4.615,11.237,4.817,4.615,3.442,surface,14.913,2.623,47.730,19.528,7.865
779,77900.000,11.533,5.050,10.709,5.072,5.050,3.686,surface,15.003,2.724,47.870,18.012,7.676
780,78000.000,15.223,4.887,14.960,5.288,4.887,3.086,surface,14.813,2.779,47.443,20.366,8.274
781,78100.000,15.680,4.847,15.375,5.086,4.847,3.139,surface,13.911,2.794,47.885,18.756,8.012
782,78200.000,11.935,4.847,10.612,4.586,4.586,3.783,surface,14.624,2.827,48.382,19.312,8.014
783,78300.000,10.063,4.152,9.879,5.153,4.152,3.845,surface,14.145,2.768,47.861,19.144,7.931
784,78400.000,11.520,3.282,13.163,5.363,3.282,3.282,FA3,14.133,2.767,48.448,19.138,8.068
785,78500.000,11.603,3.598,13.664,5.014,3.598,3.283,FA3,13.999,2.700,48.256,17.831,7.870
786,78600.000,11.136,4.106,11.169,5.345,4.106,2.850,surface,14.533,2.721,47.365,16.872,7.860
787,78700.000,12.521,4.652,11.103,4.657,4.652,3.279,surface,14.447,2.683,47.863,18.353,7.813
788,78800.000,13.138,3.570,14.286,5.538,3.570,3.496,FA3,14.785,2.752,48.163,19.597,8.390
789,78900.000,12.375,3.969,13.885,5.627,3.969,3.630,FA3,14.251,2.660,48.377,19.208,8.065
790,79000.000,14.202,5.699,12.508,5.303,5.303,3.408,surface,13.824,2.748,48.410,17.829,8.024
791,79100.000,13.344,3.705,14.365,5.453,3.705,3.334,FA3,14.834,2.656,47.439,18.978,8.108
792,79200.000,12.605,3.549,13.570,5.073,3.549,3.439,FA3,14.506,2.674,47.854,19.126,8.165
793,79300.000,15.570,4.327,16.272,5.922,4.327,3.232,surface,14.243,2.935,47.905,18.769,8.118
794,79400.000,10.861,3.314,12.631,5.369,3.314,3.314,FA3,14.898,2.743,48.190,18.507,8.085
795,79500.000,13.216,4.210,14.358,6.054,4.210,3.440,surface,15.121,2.725,47.762,17.786,7.899
796,79600.000,13.857,4.765,14.820,6.045,4.765,3.146,surface,14.928,2.743,47.636,17.811,7.847
797,79700.000,14.342,4.295,14.441,5.893,4.295,3.411,surface,14.309,2.703,48.309,18.760,8.056
798,79800.000,16.211,4.139,16.618,5.793,4.139,3.125,surface,13.975,2.665,47.207,18.667,8.061
799,79900.000,16.615,3.654,17.309,5.396,3.654,3.631,FA3,14.063,2.699,47.756,18.829,8.153
800,80000.000,14.289,4.360,15.721,5.900,4.360,3.591,surface,13.576,2.645,47.292,18.734,8.153
801,80100.000,14.602,4.114,15.671,5.778,4.114,3.746,surface,14.378,2.758,46.989,18.188,7.904
802,80200.000,14.587,5.220,15.866,6.372,5.220,3.271,surface,12.503,2.716,47.468,18.569,8.283
803,80300.000,12.278,3.881,13.519,5.805,3.881,3.080,FA3,13.888,2.658,47.449,20.538,8.509
804,80400.000,12.892,3.648,13.511,5.398,3.648,3.610,FA3,14.927,2.602,46.518,19.985,8.445
805,80500.000,14.143,4.244,14.948,5.678,4.244,3.813,surface,14.675,2.693,47.275,19.689,8.347
806,80600.000,12.290,3.991,13.738,5.580,3.991,3.577,FA3,14.075,2.745,47.426,18.130,8.123
807,80700.000,13.165,4.802,13.185,5.970,4.802,3.755,surface,14.510,2.667,46.670,18.757,8.065
808,80800.000,12.545,3.190,13.902,5.297,3.190,3.190,FA3,14.068,2.674,47.538,19.235,8.115
809,80900.000,12.500,3.850,11.141,4.573,3.850,3.644,FA3,14.806,2.633,47.447,18.771,7.866
810,81000.000,11.943,3.479,12.746,5.453,3.479,3.479,FA3,14.871,2.730,47.535,19.017,8.092
811,81100.000,12.042,6.234,14.048,8.060,6.234,3.230,surface,14.518,2.729,48.163,18.852,8.242
812,81200.000,14.040,3.912,14.696,5.773,3.912,3.516,FA3,14.308,2.735,48.169,19.090,7.989
813,81300.000,12.442,3.316,13.397,5.118,3.316,3.305,FA3,14.769,2.732,48.441,19.340,8.212
814,81400.000,14.181,4.457,14.505,6.079,4.457,3.046,surface,14.102,2.732,47.809,19.648,8.269
815,81500.000,14.229,3.758,14.733,5.536,3.758,3.720,FA3,12.583,2.664,47.918,19.674,8.230
816,81600.000,10.641,3.294,11.481,5.055,3.294,3.294,FA3,14.342,2.693,47.913,19.170,8.245
817,81700.000,12.692,3.325,13.647,5.117,3.325,3.325,FA3,14.496,2.685,48.254,20.410,8.488
818,81800.000,12.406,3.917,13.393,5.865,3.917,3.455,FA3,14.246,2.721,47.825,18.798,8.050
819,81900.000,12.956,2.887,13.533,4.920,2.887,2.887,FA3,13.487,2.832,47.099,19.647,8.063
820,82000.000,12.608,4.110,12.947,5.917,4.110,3.306,surface,14.829,2.624,47.407,19.262,8.092
821,82100.000,13.167,4.720,14.006,6.462,4.720,3.422,surface,14.695,2.664,47.146,18.085,8.006
822,82200.000,11.292,4.872,13.181,6.803,4.872,3.750,surface,14.195,2.617,47.427,18.929,8.275
823,82300.000,13.476,5.156,14.746,7.011,5.156,3.451,surface,15.136,2.676,47.879,17.770,7.959
824,82400.000,12.876,4.248,12.875,5.934,4.248,3.882,surface,14.353,2.663,47.767,19.059,8.197
825,82500.000,12.010,3.015,13.040,4.760,3.015,3.015,FA3,14.669,2.746,48.064,18.949,8.097
826,82600.000,13.039,3.920,14.092,5.972,3.920,3.603,FA3,13.902,2.609,48.631,19.774,8.273
827,82700.000,12.109,3.253,11.916,4.601,3.253,3.137,FA3,12.207,2.688,48.386,21.126,8.362
828,82800.000,11.949,3.105,11.391,4.407,3.105,3.105,FA3,13.040,2.692,48.110,20.591,8.262
829,82900.000,10.565,5.222,11.449,6.890,5.222,3.139,surface,14.494,2.705,48.252,18.803,8.234
830,83000.000,11.494,7.006,13.008,8.309,7.006,3.482,surface,13.360,2.689,47.986,17.763,8.079
831,83100.000,12.961,6.625,13.973,7.993,6.625,3.302,surface,13.169,2.693,47.648,19.056,8.314
832,83200.000,14.803,6.574,15.326,7.883,6.574,3.485,surface,13.836,2.608,48.228,19.652,8.728
833,83300.000,13.851,7.564,15.051,8.775,7.564,3.513,surface,12.698,2.688,47.762,18.550,8.383
834,83400.000,13.002,5.843,14.521,7.339,5.843,3.837,surface,12.485,2.650,48.731,18.910,8.357
835,83500.000,11.055,4.921,11.870,6.673,4.921,3.557,surface,13.579,2.889,48.550,19.787,8.346
836,83600.000,9.372,3.316,10.319,4.603,3.316,3.316,FA3,13.424,2.778,47.374,21.485,8.631
837,83700.000,11.625,5.520,13.054,7.551,5.520,3.437,surface,14.064,2.744,47.678,21.116,8.616
838,83800.000,11.221,4.631,12.438,6.493,4.631,3.427,surface,13.823,2.766,47.188,20.281,8.490
839,83900.000,10.647,3.126,11.943,5.088,3.126,3.126,FA3,12.215,2.875,48.320,20.644,8.513
840,84000.000,10.544,4.194,11.147,5.616,4.194,3.579,surface,14.302,2.646,47.886,20.931,8.606
841,84100.000,10.919,3.538,11.757,4.958,3.538,3.297,FA3,13.983,2.724,48.074,20.709,8.434
842,84200.000,10.401,3.131,10.826,5.053,3.131,3.131,FA3,13.312,2.689,48.339,21.261,8.455
843,84300.000,11.115,3.281,12.046,5.234,3.281,3.017,FA3,13.302,2.796,48.711,21.479,8.387
844,84400.000,10.439,3.316,11.283,4.944,3.316,3.187,FA3,13.640,2.721,48.092,21.199,8.459
845,84500.000,10.579,4.072,11.440,5.638,4.072,3.235,surface,12.915,2.701,48.161,20.773,8.321
846,84600.000,10.004,4.275,10.882,5.784,4.275,3.554,surface,13.442,2.634,48.224,20.206,8.121
847,84700.000,11.235,4.583,11.766,5.902,4.583,3.403,surface,14.209,2.748,47.957,20.733,8.412
848,84800.000,10.610,3.872,10.707,5.180,3.872,3.220,FA3,13.805,2.777,48.118,19.836,8.083
849,84900.000,10.668,3.591,12.010,5.756,3.591,3.325,FA3,12.922,2.656,48.356,20.221,8.287
850,85000.000,10.838,3.214,11.867,5.384,3.214,3.214,FA3,13.448,2.809,47.241,20.749,8.321
851,85100.000,10.414,3.365,10.647,4.526,3.365,3.180,FA3,14.079,2.571,48.457,20.726,8.267
852,85200.000,10.266,3.661,10.662,4.788,3.661,3.268,FA3,12.571,2.618,48.013,20.140,8.304
853,85300.000,10.296,3.350,10.988,5.435,3.350,3.341,FA3,12.547,2.623,48.008,18.784,8.040
854,85400.000,9.634,3.260,11.154,5.424,3.260,3.260,FA3,11.841,2.649,48.534,19.028,8.128
855,85500.000,10.313,3.949,11.339,5.884,3.949,3.649,FA3,11.167,2.612,47.721,19.323,8.128
856,85600.000,11.025,4.901,11.386,6.182,4.901,3.299,surface,11.237,2.699,48.071,19.444,8.211
857,85700.000,12.626,3.874,13.199,5.289,3.874,2.954,FA3,11.616,2.650,47.548,18.831,8.164
858,85800.000,10.724,3.898,10.976,5.434,3.898,3.671,FA3,12.828,2.737,47.671,19.531,8.039
859,85900.000,9.643,3.283,11.242,5.249,3.283,3.283,FA3,12.393,2.806,48.305,18.688,8.102
860,86000.000,9.824,3.976,10.599,5.477,3.976,3.314,FA3,11.723,2.714,48.565,19.335,8.007
861,86100.000,11.560,4.439,12.094,5.681,4.439,3.582,surface,12.798,2.807,47.601,18.395,7.945
862,86200.000,9.188,4.325,10.103,5.856,4.325,3.118,surface,11.965,2.750,48.816,18.575,8.113
863,86300.000,9.870,3.180,10.392,4.614,3.180,3.180,FA3,12.348,2.665,47.487,19.742,8.361
864,86400.000,10.038,4.254,10.470,5.450,4.254,3.361,surface,12.568,2.849,48.402,19.712,8.359
865,86500.000,10.796,3.290,11.745,4.932,3.290,3.290,FA3,11.178,2.613,47.792,20.011,8.483
866,86600.000,10.458,3.342,10.843,4.741,3.342,3.310,FA3,12.093,2.684,47.981,19.642,8.376
867,86700.000,10.461,3.357,10.625,4.351,3.357,3.262,FA3,10.380,2.667,48.025,20.875,8.362
868,86800.000,10.850,3.448,12.318,5.339,3.448,3.448,FA3,11.981,2.668,47.495,18.462,8.126
869,86900.000,10.369,3.183,11.657,5.088,3.183,3.183,FA3,11.275,2.785,48.373,19.201,8.249
870,87000.000,11.192,3.845,12.118,5.543,3.845,3.497,FA3,12.224,2.733,47.950,19.527,8.314
871,87100.000,10.507,3.503,11.578,5.281,3.503,3.329,FA3,11.638,2.725,48.342,19.103,8.143
872,87200.000,10.988,3.918,11.521,5.803,3.918,3.363,FA3,11.945,2.717,48.642,20.073,8.169
873,87300.000,10.587,3.080,11.716,4.629,3.080,3.028,FA3,12.252,2.680,47.490,19.387,8.153
874,87400.000,12.327,4.006,13.115,5.938,4.006,3.365,surface,11.512,2.774,48.058,19.096,8.106
875,87500.000,11.002,4.094,10.750,4.435,4.094,3.096,surface,12.944,2.763,48.281,20.233,8.225
876,87600.000,11.417,3.772,12.020,5.575,3.772,3.378,FA3,13.370,2.814,48.113,20.045,8.266
877,87700.000,10.128,3.668,11.691,5.530,3.668,3.441,FA3,12.571,2.827,47.969,19.119,8.161
878,87800.000,9.760,3.865,10.625,5.639,3.865,3.499,FA3,12.973,2.685,47.270,17.976,7.938
879,87900.000,10.556,3.853,11.471,5.363,3.853,3.190,FA3,14.306,2.719,47.380,18.385,8.084
880,88000.000,9.911,3.237,9.931,4.627,3.237,3.237,FA3,13.784,2.603,48.189,19.717,8.284
881,88100.000,10.218,3.330,10.342,4.462,3.330,3.330,FA3,13.947,2.731,47.761,19.909,8.126
882,88200.000,10.392,2.739,10.268,4.112,2.739,2.739,FA3,13.386,2.727,47.909,20.520,8.281
883,88300.000,11.031,4.293,10.918,5.357,4.293,3.540,surface,13.538,2.725,48.576,19.391,8.118
884,88400.000,10.268,3.557,9.408,3.665,3.557,3.244,FA3,13.026,2.585,48.630,20.021,8.220
885,88500.000,10.676,3.743,10.250,4.023,3.743,3.281,FA3,14.313,2.661,48.337,19.622,8.001
886,88600.000,11.629,3.583,11.456,4.247,3.583,3.200,FA3,14.845,2.648,49.704,20.731,8.278
887,88700.000,10.640,3.071,9.783,3.204,3.071,3.071,FA3,14.974,2.728,48.434,20.690,8.363
888,88800.000,11.207,3.014,11.312,4.248,3.014,3.012,FA3,15.942,2.685,48.019,21.192,8.199
889,88900.000,13.645,4.485,13.245,4.528,4.485,3.480,surface,14.811,2.788,48.075,21.734,8.537
890,89000.000,11.268,3.341,11.075,4.438,3.341,3.225,FA3,14.104,2.657,48.242,21.368,8.519
891,89100.000,11.065,2.904,11.979,4.866,2.904,2.904,FA3,13.769,2.708,47.689,20.608,8.372
892,89200.000,9.757,3.111,10.553,4.906,3.111,3.111,FA3,14.263,2.685,47.450,18.750,7.959
893,89300.000,10.357,3.689,11.979,5.540,3.689,3.111,FA3,13.963,2.686,48.181,19.028,8.109
894,89400.000,11.546,4.003,11.293,4.751,4.003,3.128,surface,13.621,2.641,48.213,19.671,8.146
895,89500.000,11.559,3.918,12.674,5.938,3.918,3.489,FA3,13.880,2.663,48.551,18.484,8.007
896,89600.000,11.503,4.435,12.222,6.032,4.435,3.201,surface,14.011,2.619,48.666,18.580,8.102
897,89700.000,9.588,3.673,9.816,4.893,3.673,3.195,FA3,13.925,2.737,47.819,19.467,8.355
898,89800.000,11.733,4.356,12.928,5.741,4.356,3.127,surface,13.148,2.800,48.449,19.231,8.340
899,89900.000,11.483,4.773,11.939,6.335,4.773,3.372,surface,14.610,2.671,47.917,17.558,7.913
900,90000.000,12.162,4.088,13.070,5.870,4.088,3.238,surface,13.740,2.645,47.823,19.048,8.094
901,90100.000,11.703,4.217,12.491,5.798,4.217,3.403,surface,14.038,2.640,48.314,19.079,8.125
902,90200.000,10.642,3.949,11.433,5.893,3.949,3.508,FA3,12.337,2.680,48.467,18.667,8.081
903,90300.000,11.022,3.773,12.562,5.813,3.773,3.387,FA3,14.536,2.604,49.127,18.584,7.986
904,90400.000,11.285,4.338,12.349,6.068,4.338,3.578,surface,13.091,2.705,48.416,17.970,7.870
905,90500.000,12.104,4.306,13.326,6.123,4.306,3.383,surface,13.749,2.643,48.655,18.774,7.998
906,90600.000,11.474,4.224,12.627,5.700,4.224,3.177,surface,13.091,2.604,48.605,18.994,7.985
907,90700.000,10.667,3.720,12.672,5.318,3.720,3.665,FA3,14.736,2.729,48.344,19.926,8.283
908,90800.000,12.394,4.707,12.821,6.008,4.707,3.138,surface,14.106,2.668,48.463,18.852,7.928
909,90900.000,12.765,4.518,12.759,4.955,4.518,3.166,surface,13.124,2.685,48.315,19.234,7.846
910,91000.000,11.831,4.499,10.736,4.516,4.499,3.523,surface,13.382,2.752,48.391,19.426,7.916
911,91100.000,11.479,4.457,10.367,4.511,4.457,3.550,surface,13.145,2.723,48.374,18.740,8.103
912,91200.000,11.662,4.693,11.157,4.926,4.693,3.039,surface,13.603,2.905,48.191,19.694,8.043
913,91300.000,11.174,4.453,9.726,3.500,3.500,3.500,FA3,13.724,2.739,48.100,19.253,8.087
914,91400.000,11.602,4.340,10.836,4.633,4.340,3.085,surface,13.639,2.679,48.098,19.322,8.063
915,91500.000,13.328,3.890,14.792,5.738,3.890,3.665,FA3,13.341,2.805,47.728,19.005,8.002
916,91600.000,14.657,4.546,16.144,6.031,4.546,3.630,surface,13.069,2.590,47.524,19.351,8.145
917,91700.000,14.548,4.182,16.021,5.721,4.182,3.389,surface,12.942,2.811,47.665,18.972,7.988
918,91800.000,14.095,3.814,15.763,5.757,3.814,3.679,FA3,13.263,2.772,48.002,18.792,7.884
919,91900.000,15.644,4.172,16.711,5.686,4.172,3.221,surface,13.358,2.781,48.538,18.634,7.882
920,92000.000,14.281,3.786,16.121,5.220,3.786,3.306,FA3,13.583,2.824,47.935,18.376,7.849
921,92100.000,14.627,4.309,15.751,6.018,4.309,3.316,surface,13.438,2.792,47.979,18.983,7.987
922,92200.000,16.127,4.396,17.239,5.941,4.396,3.212,surface,12.437,2.663,48.005,18.341,7.776
923,92300.000,14.077,4.529,15.239,6.037,4.529,3.595,surface,14.134,2.691,48.118,18.811,7.979
924,92400.000,15.517,4.429,17.066,5.959,4.429,3.461,surface,13.746,2.906,47.812,18.401,7.913
925,92500.000,13.697,4.067,13.976,3.494,3.494,3.080,FA3,13.268,2.606,48.248,18.144,8.085
926,92600.000,12.565,3.034,14.786,4.349,3.034,3.034,FA3,12.728,2.699,48.077,18.703,8.064
927,92700.000,14.703,3.702,14.823,5.016,3.702,3.165,FA3,13.760,2.688,48.055,20.128,8.157
928,92800.000,12.261,3.546,14.327,5.532,3.546,3.536,FA3,13.307,2.705,48.285,19.827,8.128
929,92900.000,15.132,5.182,15.883,6.208,5.182,3.211,surface,13.880,2.724,48.510,18.126,7.848
930,93000.000,14.640,4.923,15.291,6.059,4.923,3.201,surface,14.497,2.783,48.719,18.195,7.867
931,93100.000,14.528,4.284,15.836,5.882,4.284,3.245,surface,13.688,2.912,48.216,18.598,7.976
932,93200.000,15.648,3.837,16.880,5.786,3.837,3.110,FA3,13.428,2.711,48.306,18.849,8.014
933,93300.000,13.742,4.314,15.096,6.106,4.314,3.300,surface,13.365,2.705,48.306,17.534,7.725
934,93400.000,15.209,5.804,16.164,6.646,5.804,3.304,surface,12.906,2.736,48.129,18.484,8.052
935,93500.000,13.654,3.717,15.014,5.745,3.717,3.425,FA3,14.201,2.719,48.303,19.427,8.208
936,93600.000,14.381,4.344,15.457,6.107,4.344,3.455,surface,12.702,2.746,48.658,18.175,7.927
937,93700.000,14.283,4.490,14.936,5.856,4.490,3.453,surface,15.334,2.789,48.184,18.258,7.822
938,93800.000,14.759,3.473,16.069,5.460,3.473,3.354,FA3,12.986,2.739,47.792,19.040,8.007
939,93900.000,12.625,3.893,14.323,5.662,3.893,3.450,FA3,13.676,2.598,47.909,19.355,8.145
940,94000.000,12.092,4.522,13.588,6.267,4.522,3.795,surface,13.883,2.784,47.866,18.118,8.170
941,94100.000,13.699,4.882,14.093,5.928,4.882,3.219,surface,14.393,2.667,47.327,17.878,7.975
942,94200.000,13.501,4.318,14.222,5.763,4.318,3.316,surface,13.917,2.668,48.392,18.006,7.867
943,94300.000,14.766,3.940,16.311,5.840,3.940,3.404,FA3,14.016,2.742,47.942,18.966,8.085
944,94400.000,13.794,4.191,14.667,6.010,4.191,3.503,surface,13.584,2.784,48.664,18.379,7.915
945,94500.000,14.936,3.792,15.706,5.471,3.792,3.007,FA3,14.938,2.749,48.173,18.698,8.111
946,94600.000,14.725,4.172,14.573,5.632,4.172,3.073,surface,14.949,2.741,48.401,19.132,8.213
947,94700.000,13.906,4.273,14.702,5.866,4.273,3.369,surface,14.423,2.783,47.774,18.072,7.912
948,94800.000,13.505,4.196,14.077,6.057,4.196,3.246,surface,13.591,2.744,48.190,18.298,8.020
949,94900.000,13.815,4.522,14.478,5.972,4.522,3.000,surface,13.580,2.651,47.902,17.585,7.889
950,95000.000,11.788,3.237,13.041,5.391,3.237,3.113,FA3,13.565,2.642,48.049,18.431,8.049
951,95100.000,13.762,4.390,14.923,6.135,4.390,3.392,surface,14.327,2.782,48.179,17.911,8.061
952,95200.000,13.028,3.959,13.993,5.759,3.959,3.156,FA3,13.645,2.708,47.903,17.993,8.017
953,95300.000,12.450,4.319,13.059,5.685,4.319,3.335,surface,13.980,2.740,47.180,18.859,8.207
954,95400.000,10.136,3.746,11.679,5.525,3.746,3.712,FA3,13.746,2.609,48.166,18.454,8.469
955,95500.000,14.125,3.199,15.749,5.380,3.199,3.199,FA3,13.208,2.682,47.285,17.857,8.227
956,95600.000,14.097,4.157,15.307,5.899,4.157,3.519,surface,13.785,2.738,47.449,17.326,8.173
957,95700.000,14.177,4.294,15.484,6.041,4.294,3.255,surface,14.104,2.642,47.608,18.453,8.390
958,95800.000,14.822,3.910,15.533,5.479,3.910,3.543,FA3,13.333,2.726,48.198,17.652,8.183
959,95900.000,14.746,3.639,15.562,5.266,3.639,3.335,FA3,14.528,2.723,48.039,18.009,8.100
960,96000.000,15.030,4.739,16.156,6.426,4.739,3.208,surface,14.014,2.620,47.764,17.367,7.980
961,96100.000,15.000,4.579,16.151,6.334,4.579,3.239,surface,14.271,2.657,48.030,18.283,8.127
962,96200.000,14.234,4.092,15.378,5.752,4.092,3.479,surface,14.906,2.659,48.079,18.261,7.883
963,96300.000,12.513,4.330,13.626,6.118,4.330,3.510,surface,14.119,2.815,47.571,18.562,7.933
964,96400.000,12.199,4.204,13.185,5.867,4.204,3.535,surface,12.508,2.517,47.591,18.335,7.900
965,96500.000,14.056,4.232,14.922,5.883,4.232,3.189,surface,12.675,2.696,47.211,18.477,7.838
966,96600.000,12.873,2.895,14.115,4.806,2.895,2.895,FA3,12.752,2.794,48.456,18.587,7.899
967,96700.000,14.481,4.081,15.707,6.047,4.081,3.412,surface,13.111,2.898,47.657,18.420,8.025
968,96800.000,14.761,4.423,15.916,6.134,4.423,3.843,surface,13.979,2.873,48.236,19.180,8.104
969,96900.000,13.108,4.106,14.108,5.743,4.106,3.415,surface,14.272,2.616,48.965,18.553,7.978
970,97000.000,11.390,4.043,12.335,5.978,4.043,3.661,surface,12.490,2.727,48.416,18.419,8.051
971,97100.000,14.840,5.101,16.145,6.872,5.101,3.828,surface,13.585,2.711,48.466,19.727,8.426
972,97200.000,13.590,3.675,14.381,5.506,3.675,3.007,FA3,13.033,2.793,48.041,19.088,8.029
973,97300.000,11.514,4.238,12.466,6.057,4.238,3.580,surface,14.360,2.652,48.237,18.924,8.130
974,97400.000,11.946,4.513,12.599,5.983,4.513,3.456,surface,13.452,2.708,48.388,18.424,7.946
975,97500.000,11.063,4.091,12.639,5.810,4.091,3.492,surface,13.282,2.757,48.082,18.143,7.950
976,97600.000,11.275,4.169,12.743,6.049,4.169,3.846,surface,13.018,2.775,47.925,19.105,8.116
977,97700.000,12.157,4.234,13.701,6.162,4.234,3.567,surface,12.763,2.671,48.231,17.966,7.980
978,97800.000,10.839,4.308,12.596,6.213,4.308,3.992,surface,13.640,2.675,48.748,19.672,8.324
979,97900.000,11.489,3.781,12.742,5.352,3.781,3.503,FA3,13.455,2.622,48.619,19.779,8.283
980,98000.000,11.312,3.665,12.411,5.558,3.665,3.464,FA3,13.949,2.843,48.838,19.486,8.242
981,98100.000,12.172,4.531,13.141,6.288,4.531,3.480,surface,14.152,2.595,48.385,18.574,8.163
982,98200.000,11.352,3.330,12.837,5.316,3.330,3.203,FA3,13.762,2.711,48.443,19.109,8.130
983,98300.000,11.536,4.402,12.656,6.175,4.402,3.755,surface,14.461,2.668,47.844,18.600,8.081
984,98400.000,11.536,3.862,13.109,5.807,3.862,3.447,FA3,14.605,2.765,48.432,17.948,7.826
985,98500.000,11.608,3.537,12.798,5.557,3.537,3.353,FA3,13.789,2.655,48.965,18.504,7.876
986,98600.000,12.004,4.543,13.103,6.351,4.543,3.575,surface,14.185,2.859,48.563,18.641,8.131
987,98700.000,9.653,3.481,11.089,5.404,3.481,3.112,FA3,14.138,2.904,48.813,18.408,8.004
988,98800.000,12.114,3.620,13.927,5.705,3.620,3.286,FA3,13.305,2.802,49.031,18.305,7.722
989,98900.000,9.711,3.125,11.724,5.129,3.125,3.125,FA3,14.106,2.795,49.066,19.267,8.286
990,99000.000,12.749,3.942,14.146,5.716,3.942,3.396,FA3,14.379,2.656,48.804,17.942,7.810
991,99100.000,11.610,4.341,13.089,6.239,4.341,3.393,surface,13.688,2.732,48.395,18.188,7.922
992,99200.000,13.887,3.633,14.571,5.651,3.633,3.412,FA3,13.979,2.730,47.683,18.643,7.998
993,99300.000,14.956,4.402,16.031,6.022,4.402,3.513,surface,13.728,2.652,47.792,18.014,7.968
994,99400.000,13.182,3.704,14.242,5.796,3.704,3.436,FA3,13.088,2.651,47.807,19.458,8.048
995,99500.000,14.695,3.752,14.155,4.393,3.752,3.041,FA3,13.962,2.739,48.649,20.091,8.316
996,99600.000,13.474,3.904,14.435,5.757,3.904,3.506,FA3,14.272,2.616,48.130,19.126,8.118
997,99700.000,15.392,3.807,16.670,5.732,3.807,3.262,FA3,13.544,2.645,47.409,18.107,7.790
998,99800.000,13.680,4.014,15.083,5.616,4.014,3.545,surface,13.789,2.685,48.487,17.572,7.641
999,99900.000,14.456,4.216,15.255,5.723,4.216,3.116,surface,13.978,2.700,48.705,18.626,7.954
1000,100000.000,13.451,3.609,14.460,5.430,3.609,3.242,FA3,13.664,2.830,48.288,19.042,8.131
1001,100100.000,15.110,4.612,15.870,6.204,4.612,3.288,surface,14.216,2.733,48.190,18.144,7.625
1002,100200.000,13.950,3.959,15.409,5.523,3.959,3.161,FA3,13.248,2.699,48.095,17.988,7.785
