total_frames,analyzed_frames,total_ns,bond_lys20_lnk_c_mean_A,bond_lys20_lnk_c_std_A,ecd_internal_rmsd_mean_A,ecd_internal_rmsd_max_A,peptide_internal_rmsd_mean_A,peptide_internal_rmsd_max_A,linker_internal_rmsd_mean_A,linker_internal_rmsd_max_A,hsa_internal_rmsd_mean_A,hsa_internal_rmsd_max_A,ecd_hsa_com_mean_A,ecd_hsa_com_std_A,pep_hsa_com_mean_A,pep_hsa_com_std_A,lnk_hsa_com_mean_A,lnk_hsa_com_std_A,ecd_pep_com_mean_A,ecd_pep_com_std_A,pep_lnk_com_mean_A,pep_lnk_com_std_A,ecd_rmsf_mean_A,ecd_rmsf_max_A,peptide_rmsf_mean_A,peptide_rmsf_max_A,hsa_rmsf_mean_A,hsa_rmsf_max_A,lnk_rg_mean_A,lnk_rg_std_A
9931,1987,99.31,1.3887035846710205,0.026515478268265724,1.3923775870965462,2.070431069139611,2.6537040897109874,4.966593539792894,15.51695388489407,31.29001018945946,4.0582013514812525,9.557383714940915,111.63240561373308,10.284796939531292,110.7573584247345,9.441840392628619,109.42892172133757,5.913464500596051,36.537338672205834,31.675519992572763,16.324496055450933,4.58369509271806,0.8139458475194766,2.3088337771800096,1.5621072137916585,5.474240031075718,3.2086995001626257,9.116547730625777,28.29196157604763,8.835817260434716
