total_frames,analyzed_frames,total_ns,ecd_rmsd_mean_A,ecd_rmsd_max_A,ecd_rmsd_drift_A,peptide_rmsd_mean_A,peptide_rmsd_max_A,peptide_rmsd_drift_A,linker_rmsd_mean_A,linker_rmsd_max_A,linker_rmsd_drift_A,hsa_rmsd_mean_A,hsa_rmsd_max_A,hsa_rmsd_drift_A,ecd_rmsf_mean_A,ecd_rmsf_max_A,peptide_rmsf_mean_A,peptide_rmsf_max_A,hsa_rmsf_mean_A,hsa_rmsf_max_A,lys20_lnk_com_mean_A,lys20_lnk_com_std_A,lnk_rg_mean_A,lnk_rg_std_A
9931,1987,99.31,38.02193858934077,54.7955798457901,25.097094851068164,32.501634532565355,88.60594164218412,4.655433742336058,53.15130683749905,113.21059348762502,27.487521745873437,15.708595922806007,24.82797265950577,12.21504936482192,22.12537243517194,28.702248493784744,36.80840145752526,39.92148912023868,7.945917498927229,17.562154406639284,14.350291108518553,5.185746836401678,28.29196157604763,8.835817260434716
