frame,time_ns,total_protein,receptor,peptide
380,6.563039723661485,2.366321935416533,2.373887550410525,1.1613781684090607
390,6.7357512953367875,2.5492744490268184,2.554546616239887,1.2556491285219586
400,6.90846286701209,2.4929414590743315,2.497913148665001,1.2703991232967926
410,7.081174438687392,2.4146980457314875,2.4147827927746537,1.2226517278715774
420,7.253886010362694,2.4658056718246595,2.464255661119687,1.4348012057469635
430,7.426597582037997,2.384017327134872,2.380979156222784,1.413299310253639
440,7.599309153713299,2.4517753133930604,2.4439750739081574,1.4195097666978445
450,7.772020725388601,2.6069676714447767,2.60864632168449,1.1955179402682454
460,7.944732297063903,2.62090781549602,2.6006623501065373,1.5055128605813823
470,8.117443868739205,2.7056853412314568,2.6903364342464777,1.525240006982639
480,8.290155440414507,2.6578845423414115,2.6489341997042235,1.6355766422879225
490,8.46286701208981,2.719139628582851,2.7176009963633625,1.3693665627592353
500,8.635578583765112,2.831883010397941,2.8331718043551835,1.4664277313553074
510,8.808290155440414,2.8095183929214147,2.8070459546233724,1.4312556961104739
520,8.981001727115716,2.8761071076457543,2.8751144830732986,1.6663532001314143
530,9.153713298791018,2.872393815257412,2.87309360107111,1.446331234410664
540,9.32642487046632,2.6087691551639534,2.6088030660768697,1.2910452313746617
550,9.499136442141623,2.5788875311732338,2.5693636418362593,1.495781162279678
560,9.671848013816925,2.650177706268767,2.639367785083659,1.4321504413899808
570,9.844559585492227,2.5657278513896906,2.5686177660553065,1.1604584324131062
580,10.01727115716753,2.7071682519236586,2.7180235953700413,1.1765765076312726
590,10.189982728842832,2.660808861449853,2.67596867903201,1.1016745757912392
600,10.362694300518134,2.653799710192703,2.65832548307779,1.1014923231156097
610,10.535405872193436,2.6620415198392036,2.6700082048023,1.2315899050692956
620,10.708117443868739,2.568470492681409,2.569028424774094,0.9608398050907058
630,10.880829015544041,2.829376677348042,2.837989998725894,1.0046966487877251
640,11.053540587219343,2.672791596664203,2.6862820160018464,1.216800618433903
650,11.226252158894646,2.6399747245577685,2.652511153670485,1.1846572524587955
660,11.398963730569948,2.608540714386278,2.6217875974912976,0.8907516522022774
670,11.57167530224525,2.573296182947553,2.5831320784513316,1.1397633934241693
680,11.744386873920552,2.6418228637101824,2.6517679745830125,1.2730438055512692
690,11.917098445595855,2.7145328775651305,2.7283776908207455,0.9366639375927069
700,12.089810017271157,2.932792620045617,2.934572239753729,1.2805861231615434
710,12.26252158894646,2.980364378999119,2.989247175108668,0.9129539602884512
720,12.435233160621761,2.8668418680671546,2.8730489055342625,1.3682208591498954
730,12.607944732297064,3.175487864599841,3.185752600462802,0.9489980720777745
740,12.780656303972366,3.080394757677493,3.1009958719923194,0.9514141901118962
750,12.953367875647668,3.143389517023421,3.1707153371218464,0.9588605614477844
760,13.12607944732297,3.042919690549622,3.0723801178043555,0.7196464232902643
770,13.298791018998273,3.087541162992898,3.1095306176873763,1.0764037794581283
780,13.471502590673575,2.898799531351235,2.9182023784142097,0.9819133447060631
790,13.644214162348877,2.8488954976367813,2.871934595954817,0.8961008746519725
800,13.81692573402418,2.822597308280935,2.843518819994427,1.1036219210684282
810,13.989637305699482,2.942712165049368,2.9647057665154675,1.0306788544592722
820,14.162348877374784,2.9784207940245047,2.9989953806850997,1.0324110659958547
830,14.335060449050086,2.7484118846714143,2.7723538953283087,0.8444227844231286
840,14.507772020725389,2.8733594494814745,2.8976732961278473,0.8647774509209255
850,14.680483592400691,2.8149783209361217,2.835681652114684,1.0473546781050662
860,14.853195164075993,2.853810444329516,2.8772180222919594,0.9554190293645575
870,15.025906735751295,2.9422376164552726,2.959608379888282,0.9485989985553995
880,15.198618307426598,3.071622938428163,3.093446239293097,1.0643656939397461
890,15.3713298791019,2.9508169807365006,2.9726469969522626,1.2714139191224196
900,15.544041450777202,3.0701284750798226,3.083108540833285,1.2720799110482952
910,15.716753022452504,2.956086233756281,2.972168186155223,1.2204246082578558
920,15.889464594127807,3.1988096608005154,3.210986171775088,1.0126239170154998
930,16.06217616580311,3.0492852621969937,3.067974623491908,1.1079731437215015
940,16.23488773747841,2.9521539323381782,2.9736212461484945,0.9892757653227978
950,16.407599309153714,3.052263576757783,3.0621930969771904,0.9867363419349623
960,16.580310880829014,2.9939293508015496,3.00111602151819,1.17209884232673
970,16.753022452504318,3.0150308755043267,3.0334297443672735,1.258104158672659
980,16.92573402417962,2.918946125329145,2.929868772824897,0.9716498851322936
990,17.098445595854923,3.157637497903488,3.1717506014430707,1.1358681734677147
1000,17.271157167530223,3.1561900354581516,3.1658897582568577,0.9982800217074838
1010,17.443868739205527,3.171346695977494,3.1911960720350536,1.0921450778747395
1020,17.616580310880828,3.0050883151336794,3.0151936925033143,1.0057514306769624
1030,17.78929188255613,3.0774502217720205,3.088769766950122,1.1901469054948457
1040,17.962003454231432,3.023661468613824,3.038436235151707,0.9674144342170681
1050,18.134715025906736,3.041760285780683,3.0595893497455537,1.276733839801745
1060,18.307426597582037,3.0295576143678007,3.046545072971801,1.3146799294284979
1070,18.48013816925734,2.859451335295562,2.8735908350872,1.2512778357987553
1080,18.65284974093264,2.8547300010290706,2.8655448398129106,1.287359369470255
1090,18.825561312607945,3.0803662658310182,3.0975871583064865,1.4522120771701597
1100,18.998272884283246,3.0744731925745996,3.089106209895796,1.2130960977084833
1110,19.17098445595855,2.993440902517815,3.014191808800691,1.1524871317772305
1120,19.34369602763385,3.0971285348391064,3.117072212918211,1.121366544709527
1130,19.516407599309154,3.0487436503569123,3.067437895911871,1.394388030462717
1140,19.689119170984455,3.0331059422940223,3.0500009799825394,1.53842722329073
1150,19.86183074265976,2.932738992803877,2.9520873721226435,1.3953483970270995
1160,20.03454231433506,2.935032815650557,2.9562083719717704,1.312166973024019
1170,20.207253886010363,3.114390534803063,3.1292074437077755,0.920705811041646
1180,20.379965457685664,3.10946042175274,3.120649585827638,1.419981457535889
1190,20.552677029360968,2.9487802984555698,2.966098000889851,1.0089189629187918
1200,20.72538860103627,2.926774585180467,2.944631060144022,0.9335078492862128
1210,20.898100172711572,2.98670961259211,3.0037529005126986,1.0332337239152758
1220,21.070811744386873,3.102820803015982,3.121445291354372,1.3147099687434671
1230,21.243523316062177,3.0053078739638304,3.027887475199394,1.2918561448604893
1240,21.416234887737478,2.9278380974938107,2.947744593508715,1.394044710831587
1250,21.58894645941278,3.0897929728640188,3.1063011834470586,1.1711258246790537
1260,21.761658031088082,3.000326805781296,3.0155651480700545,1.6708286899179172
1270,21.934369602763386,3.005617927482616,3.0275893626845782,1.1576517536981772
1280,22.107081174438687,3.1251194290008426,3.144969247203329,1.3604773148243465
1290,22.27979274611399,3.053338421921536,3.070646188585009,0.9139215072544591
1300,22.45250431778929,3.0906774437377633,3.109204099279991,0.9271512037389129
1310,22.625215889464595,3.440364196527175,3.451306916286867,1.2124076736543747
1320,22.797927461139896,3.542814520206519,3.5632129617944504,1.2685374052991132
1330,22.9706390328152,3.400551483211025,3.4188016365872422,1.1539024874083814
1340,23.1433506044905,3.439507531948703,3.4576938500242678,1.352903972257967
1350,23.316062176165804,3.4404507411908423,3.458034091776361,1.0434984962803244
1360,23.488773747841105,3.4857509478266615,3.5066386261033147,1.3139525608732412
1370,23.66148531951641,3.245595800134299,3.2528568383463785,1.0797695287988691
1380,23.83419689119171,3.362032902399269,3.3689030121979924,1.2133181681523841
1390,24.006908462867013,3.5146832454624928,3.5322323271587743,1.353768736894241
1400,24.179620034542314,3.535682281162248,3.5440702993971787,1.2918559849844047
1410,24.352331606217618,3.5473644640103625,3.5660431821377334,1.1155527971314148
1420,24.52504317789292,3.3342111156674314,3.3528868487763552,1.1758550157641723
1430,24.697754749568222,3.278779254566182,3.2837823286236665,1.0449911578074627
1440,24.870466321243523,3.3669446404624717,3.369565928910965,1.2379052627018796
1450,25.043177892918827,3.5778308684270055,3.5869818441166967,0.9861894696319844
1460,25.215889464594127,3.6107286076488077,3.622047394092543,1.0704496581031229
1470,25.38860103626943,3.445046175294964,3.459075231367118,1.0959709338201418
1480,25.561312607944732,3.1149644100496237,3.128545372847954,1.0911530044730346
1490,25.734024179620036,3.259305029116462,3.2812066346922837,1.1221225153067413
1500,25.906735751295336,3.5511027831915976,3.5635139950657813,1.1093808660704492
1510,26.07944732297064,3.444303861031436,3.4554427967995354,1.0847126137107628
1520,26.25215889464594,3.2713257431170764,3.2850102077196617,1.104280465699041
1530,26.424870466321245,3.2162577022251653,3.235803821011455,1.0407658267275721
1540,26.597582037996546,3.2425970806707203,3.255377420475853,0.9641287489157744
1550,26.77029360967185,3.3102142095877047,3.3240519996072853,0.9386552504967768
1560,26.94300518134715,3.4296816934580847,3.4381986701401477,0.9110418319302528
1570,27.115716753022454,3.4030989559077085,3.4220643571690483,0.938089168341417
1580,27.288428324697755,3.2588889459327324,3.2788595883890275,0.921499898584119
1590,27.46113989637306,3.1472586647964915,3.1663618514356973,1.0790129538201934
1600,27.63385146804836,3.2753585317601153,3.2960670141672517,1.0639441247200183
1610,27.806563039723663,3.200658105999576,3.2239308962144873,0.978064742970469
1620,27.979274611398964,3.266543600673038,3.2887149013719994,1.0403573067600156
1630,28.151986183074268,3.228242477399876,3.251230667718619,0.946850657370512
1640,28.324697754749568,3.197449775510403,3.213989795649758,1.0986220156399567
1650,28.497409326424872,3.285387115621877,3.301145084387302,1.1108223813390021
1660,28.670120898100173,3.3469037265584967,3.355671470740047,1.0351406621241488
1670,28.842832469775473,3.3356346690345373,3.357807073825605,0.9035350077399966
1680,29.015544041450777,3.239565922204094,3.2530289794186498,0.7967970323530565
1690,29.188255613126078,3.467312233414604,3.4930818585801524,0.8842374709737708
1700,29.360967184801382,3.4073184326882444,3.4275722748820368,1.0065099884635158
1710,29.533678756476682,3.490415271039913,3.513242657164994,1.047643192626085
1720,29.706390328151986,3.674027444632761,3.680794498100624,1.0566853751155876
1730,29.879101899827287,3.5755410221736885,3.5935590404207507,0.8157461973760195
1740,30.05181347150259,3.350250810670499,3.3661262111556454,0.9925309985399238
1750,30.22452504317789,3.3065517946240264,3.3261306975229705,1.0650143317675378
1760,30.397236614853195,3.228884000475552,3.250070415294127,1.2565891389972075
1770,30.569948186528496,3.2451909334222315,3.2713092695482593,0.9051134886133884
1780,30.7426597582038,3.208775413069611,3.2284190331091462,1.0303395753584434
1790,30.9153713298791,3.082574761449643,3.104996858267283,1.0678597498917715
1800,31.088082901554404,2.970999822339958,2.993927459439167,1.1313582592291984
1810,31.260794473229705,3.148387333184779,3.170968619133119,1.0666764259280999
1820,31.43350604490501,3.210696196951277,3.2266137128593297,0.9177208764357933
1830,31.60621761658031,3.4895930359448735,3.502179776204304,1.111114045618448
1840,31.778929188255614,3.281109765084207,3.2879475156535536,1.0286452977348937
1850,31.951640759930914,3.251272485157901,3.2634771800279476,1.2347406264822767
1860,32.12435233160622,3.1482929103998094,3.1586354928781515,1.044100311318642
1870,32.29706390328152,3.1847643119498112,3.2056705342980445,0.9979455533869055
1880,32.46977547495682,3.1057126755031716,3.1299499187790296,0.8915175466437031
1890,32.64248704663213,3.390812458047446,3.4146109559807942,0.974425666939973
1900,32.81519861830743,3.3312742766603733,3.353912696901009,0.9765582316587531
1910,32.98791018998273,3.4682240686320807,3.4879485828937447,1.0481176909618029
1920,33.16062176165803,3.386974984107624,3.4096257676217445,1.0185051448610278
1930,33.333333333333336,3.370334892531327,3.3863398226172854,1.0820848945651407
1940,33.506044905008636,3.3698348992005367,3.3916612239264188,0.9541768941939878
1950,33.67875647668394,3.2860296362340975,3.3125069286672466,1.1578648164932628
1960,33.85146804835924,3.317869636806553,3.3373074725568985,1.0431499310204329
1970,34.024179620034545,3.2752401562582674,3.298272027926742,0.9474532332467588
1980,34.196891191709845,3.1411563354639336,3.16004202265484,1.2712051273191363
1990,34.369602763385146,3.1639938451370413,3.1838889034926448,1.101074539342667
2000,34.542314335060446,3.2078980285874747,3.224047345455648,1.0921803350307393
2010,34.715025906735754,3.3283364188905726,3.3410628948732586,1.3591142445710733
2020,34.887737478411054,3.2806280351748183,3.297186311967751,0.9844126120350583
2030,35.060449050086355,3.361979451622808,3.3778213002308926,1.063242682252226
2040,35.233160621761655,3.4601663751730083,3.4813603459961713,0.9700612949207935
2050,35.40587219343696,3.373766799108699,3.394398170695751,1.1211141862976086
2060,35.57858376511226,3.421319764002517,3.4418402697424813,1.0011668465221963
2070,35.751295336787564,3.4608098617989986,3.48405886663338,1.1303651705764124
2080,35.924006908462864,3.4671733225714556,3.4882515835941885,0.9930391489582658
2090,36.09671848013817,3.3685102274239958,3.3881580727869394,1.0307964247012322
2100,36.26943005181347,3.4885324589552282,3.506209384493706,1.0812902299977614
2110,36.44214162348877,3.374005050509016,3.3978141213012565,0.9157315615288413
2120,36.61485319516407,3.2789492191565075,3.3054028950367034,1.0501574121825015
2130,36.78756476683938,3.381618217077162,3.4060694424024978,1.0781420569969162
2140,36.96027633851468,3.4803761078267983,3.5071979875102652,1.1138548550631904
2150,37.13298791018998,3.505068249630701,3.52863554416529,1.140336907423611
2160,37.30569948186528,3.470924684424846,3.49102039239536,0.9872078557962045
2170,37.47841105354059,3.5052622609620707,3.5198696496047597,1.0711608642536707
2180,37.65112262521589,3.457523886465037,3.4729351261377364,1.0774855179285192
2190,37.82383419689119,3.504451849358839,3.5291174851172276,1.0603353029508809
2200,37.99654576856649,3.5837938553595077,3.5982712646520802,1.140855086183557
2210,38.1692573402418,3.5668982534233056,3.5886900998431885,0.9363154874764766
2220,38.3419689119171,3.567189996658604,3.588174560983362,0.9879959687990497
2230,38.5146804835924,3.521176953222618,3.5356202806608215,1.0699361039356972
2240,38.6873920552677,3.5149735509804523,3.5319493141790965,0.9856507717482689
2250,38.86010362694301,3.5557430772879743,3.5705461197163313,1.013022052967481
2260,39.03281519861831,3.4895950668106366,3.494005483615344,1.0785669038328463
2270,39.20552677029361,3.618929496384751,3.63721334675399,0.9665050875630484
2280,39.37823834196891,3.6459284092481687,3.670428621568606,0.935218227973697
2290,39.55094991364422,3.688670951111923,3.707416832422697,1.0602432051402397
2300,39.72366148531952,3.8209420554542386,3.8403943615674225,1.0808377780553817
2310,39.89637305699482,3.6832396475278872,3.6922849298047034,1.002659961084752
2320,40.06908462867012,3.7210841147613,3.7284403071696612,0.9850095146845368
2330,40.241796200345426,3.5992658256311296,3.605623425820771,0.8646984359544739
2340,40.41450777202073,3.4928179025002457,3.5030893076788634,1.2072730596147605
2350,40.58721934369603,3.6573015628022367,3.6645432227426973,1.0643058828527134
2360,40.75993091537133,3.7192600249974697,3.730828113813395,1.16289499352652
2370,40.932642487046635,3.7739620723149554,3.7802224263959463,1.1735876049557235
2380,41.105354058721936,3.6727103990381145,3.6889258930273647,1.1604692204639817
2390,41.278065630397236,3.866160772507786,3.890031594427986,1.1242021983871364
2400,41.45077720207254,3.583891631485372,3.6039355288185733,1.1938585449050072
2410,41.623488773747845,3.689465869695126,3.6944818639024892,1.1187263861607206
2420,41.796200345423145,3.785763846511313,3.7891488176571504,1.3746826105530348
2430,41.968911917098445,3.741653117078117,3.757027269438647,1.0412003211082026
2440,42.141623488773746,3.7364790823091205,3.752266076850305,1.1685582691378973
2450,42.314335060449054,3.7250647435164863,3.746890562886634,1.0066929447316115
2460,42.487046632124354,3.732741014042594,3.761693300700994,0.8925876996552761
2470,42.659758203799655,3.797010201572493,3.8191858018000837,1.0116213837325303
2480,42.832469775474955,3.6091439681297386,3.623976765805741,1.1352911291944394
2490,43.005181347150256,3.5881608291688636,3.606603051175625,0.9746636107510632
2500,43.17789291882556,3.5091707771149996,3.5249621515078378,1.1634300296689561
2510,43.350604490500864,3.5265160294040143,3.54621826905755,1.0531520093398141
2520,43.523316062176164,3.660510404909369,3.6820022162312664,1.2825458148768003
2530,43.696027633851465,3.652770387218712,3.6800287313393123,1.086427402890324
2540,43.86873920552677,3.591861674379161,3.6198720195184677,0.9294190836768887
2550,44.04145077720207,3.557417585434979,3.5843446494507134,1.0203771563384338
2560,44.21416234887737,3.5980898528112037,3.6272807438158314,0.7296558226274782
2570,44.386873920552674,3.548646085686762,3.5797090222124903,0.859037253908675
2580,44.55958549222798,3.7372173563221085,3.7637169119773533,0.9314928976427238
2590,44.73229706390328,3.5112361904811675,3.5381305744243297,0.8386225802273048
2600,44.90500863557858,3.4961863244285105,3.5229528526220233,0.6418283113756744
2610,45.07772020725388,3.5767405828061727,3.5940952023622827,1.034440961730435
2620,45.25043177892919,3.8248823358362265,3.851940635305065,0.976942315877825
2630,45.42314335060449,3.626765521340139,3.6603916805990804,0.8188172415885574
2640,45.59585492227979,3.7597883364305824,3.7959386410679654,0.5935903720585046
2650,45.76856649395509,3.788877684777296,3.8251216489996804,0.7552842232180857
2660,45.9412780656304,3.501870378967173,3.5338922010843783,1.0470434961562103
2670,46.1139896373057,3.4274647751559204,3.4559441131711184,0.8300193381991668
2680,46.286701208981,3.43179520408486,3.4622207204984665,0.7269389482558024
2690,46.4594127806563,3.504910295280605,3.5311504168118266,1.1262207316862523
2700,46.63212435233161,3.6370256540813597,3.66400718856388,1.2956523237359443
2710,46.80483592400691,3.5149196498460378,3.5377237058799205,1.3174270126664653
2720,46.97754749568221,3.5896524693779854,3.6150731248869206,1.02245451510356
2730,47.15025906735751,3.435976403107543,3.4648309658084577,0.8467756551794057
2740,47.32297063903282,3.5824376765394454,3.6103474419036883,1.0190779434481767
2750,47.49568221070812,3.6277356977702637,3.6556660689510023,0.7687971107479424
2760,47.66839378238342,3.8089100372422076,3.842328513402288,1.0788651337044894
2770,47.84110535405872,3.6288187762803785,3.6638488186267004,0.9087468659446815
2780,48.01381692573403,3.750927899642124,3.784944208973537,0.9018686640486108
2790,48.18652849740933,3.6680760956673555,3.70360654551031,0.9782121796501531
2800,48.35924006908463,3.7835956028972193,3.817593665501977,1.0960072872809432
2810,48.53195164075993,3.7778739886650206,3.810012331160247,1.1633106167562486
2820,48.704663212435236,3.6409898549421493,3.6741557457868685,0.9011143137328779
2830,48.877374784110536,3.6972154989888963,3.7319431048890475,1.0723992329238854
2840,49.05008635578584,3.696715386734589,3.723759813765601,1.4107238741872543
2850,49.22279792746114,3.714011846531555,3.743293345732417,1.3667562836744818
2860,49.395509499136445,3.447551863260158,3.4718292964239694,1.3405543846561314
2870,49.568221070811745,3.57813876839594,3.609229357560865,1.102417228737253
2880,49.740932642487046,3.975055576139611,4.011343625214289,1.1176016733297784
2890,49.913644214162346,3.9532674286849794,3.989375477138307,0.933232674437963
2900,50.086355785837654,3.8087349299931503,3.8447040880235797,1.139624005895255
2910,50.259067357512954,3.884828749826256,3.9218708038989205,1.1888526095507619
2920,50.431778929188255,3.853682058548308,3.884409486727454,1.0699173597423042
2930,50.604490500863555,3.6347289868601944,3.664170585700453,1.349995219368441
2940,50.77720207253886,3.705306454892681,3.735247152198651,1.0706366796172928
2950,50.94991364421416,3.6002777393013097,3.629229408870006,0.979495052215855
2960,51.122625215889464,3.81448634107813,3.8431988990385664,1.2708336576762251
2970,51.295336787564764,3.754047021250075,3.7803785177398934,1.2654370007247868
2980,51.46804835924007,3.5847295811032467,3.6100200927656156,1.3594944380577947
2990,51.64075993091537,3.5480199089175786,3.565997049620458,1.2062290234777815
3000,51.81347150259067,3.6661349220519925,3.685831385866617,1.2918508987466484
3010,51.98618307426597,3.6630059121286216,3.695363511016932,1.0044715016576586
3020,52.15889464594128,3.7593850690125463,3.7843751527527023,1.4960746008217727
3030,52.33160621761658,3.7081674481444984,3.7403045128216057,1.3005002615335652
3040,52.50431778929188,3.8176403306678015,3.845142507735517,1.0062191214718854
3050,52.67702936096718,3.8766991468148926,3.907083935170148,1.1676844719180308
3060,52.84974093264249,3.778651085477462,3.8025819356719635,1.4467496728852007
3070,53.02245250431779,3.8420540683526503,3.8644607084972864,1.5571078429914067
3080,53.19516407599309,3.9925808850673263,4.019304834035094,1.3527238231958847
3090,53.36787564766839,3.890557650727285,3.917397755022139,1.1880988348013874
3100,53.5405872193437,3.9335748035800973,3.957467017362481,1.2051984155798754
3110,53.713298791019,3.774819372885853,3.7988666503878727,1.3670637406195132
3120,53.8860103626943,3.938274180922534,3.9624411329356475,1.319645847597058
3130,54.0587219343696,3.989571358703339,4.009545119064015,1.5503318030878301
3140,54.23143350604491,4.055061573047821,4.083408880095709,1.2661854848407676
3150,54.40414507772021,4.217900181541064,4.248156385059327,1.2725419141557641
3160,54.57685664939551,3.9706078955480812,3.9995842350316946,1.2861686900271487
3170,54.74956822107081,3.932696290736737,3.9597711479008866,1.3252293033768092
3180,54.92227979274612,4.01815866471613,4.0450527790290085,1.4692937086032698
3190,55.09499136442142,4.106577625205854,4.136467119729234,1.2469509224314292
3200,55.26770293609672,4.04560956790734,4.069179899127064,1.4971088800206167
3210,55.44041450777202,4.082453124525816,4.10426070774459,1.5497403628899087
3220,55.613126079447326,4.026393445350578,4.0500609627000275,1.5051142641405886
3230,55.78583765112263,3.942793172507908,3.9692510986392726,1.5745679120680909
3240,55.95854922279793,3.9261773515454865,3.9573321706716955,1.3397946883782297
3250,56.13126079447323,3.9325463052756584,3.9645480326882483,1.3391743930104907
3260,56.303972366148535,3.8099672517558965,3.83592703139981,1.328220172768344
3270,56.476683937823836,3.800336627520959,3.833178833635527,1.190133100893287
3280,56.649395509499136,4.001282757077744,4.032668361226779,1.4666210682085832
3290,56.82210708117444,3.942892931322123,3.97667731662502,1.3587892823905963
3300,56.994818652849744,3.9846189202289586,4.023782801325164,1.3400995160739309
3310,57.167530224525045,3.7169850999697984,3.7512159012715633,1.2648073706419511
3320,57.340241796200345,3.8565394769755152,3.891336550759384,1.3701490473711093
3330,57.512953367875646,4.1098149491759,4.147677603893869,1.4631553221327591
3340,57.685664939550946,4.116084353855267,4.148849510367941,1.4660643610197774
3350,57.858376511226254,4.100667364951097,4.138377937950734,1.4370592963854658
3360,58.031088082901555,4.120468813452053,4.158415198265784,1.308367971435492
3370,58.203799654576855,4.087958743968169,4.12756996084925,1.2732377962970864
3380,58.376511226252155,4.196020278777681,4.236438434407995,1.546169514494183
3390,58.54922279792746,4.198048056747758,4.236007754377936,1.367939479540696
3400,58.721934369602764,4.198155862278607,4.239391556489843,1.2564170515841733
3410,58.894645941278064,4.3081887267029355,4.349026952374663,1.3534495386758039
3420,59.067357512953365,4.307756125450886,4.346528922062283,1.3990890749563047
3430,59.24006908462867,4.336195467188825,4.376065365341202,1.4552777675181683
3440,59.41278065630397,4.082186648316408,4.1217380731236375,1.3195874443039115
3450,59.58549222797927,3.996657993821508,4.032260826823206,1.3751425638534636
3460,59.758203799654574,3.9018522088295615,3.9393993674565873,1.1315453493972547
3470,59.93091537132988,4.065204089940443,4.102547703643577,1.3994019807183422
3480,60.10362694300518,4.073352968193243,4.1077370077448006,1.4365778724541562
3490,60.27633851468048,4.04453651643092,4.081203104993295,1.2444008715955461
3500,60.44905008635578,3.8847233058756174,3.919904744299892,1.2726901435548863
3510,60.62176165803109,3.888505577573161,3.923515090661674,1.3216845722443893
3520,60.79447322970639,4.0753317100836615,4.114247329475386,1.2612111213295842
3530,60.96718480138169,4.071858359478353,4.104070326114115,1.530198093222796
3540,61.13989637305699,4.15704234075783,4.190058456952157,1.4655988905233006
3550,61.3126079447323,4.173196841589716,4.211139307711445,1.3258560237336274
3560,61.4853195164076,4.106198321999591,4.14189164141466,1.340065999803358
3570,61.6580310880829,4.151631576995155,4.185409554140019,1.3098306071020973
3580,61.8307426597582,4.375205635277429,4.407638877083729,1.3499714794330906
3590,62.00345423143351,4.37517794091873,4.411903505559182,1.2876944302311684
3600,62.17616580310881,4.155927578824701,4.1907160143960756,1.3824656714700714
3610,62.34887737478411,4.426118236194549,4.464153178930061,1.5456406855315097
3620,62.52158894645941,4.0220727324939505,4.0532914109798694,1.3149826086822645
3630,62.69430051813472,4.011236213426056,4.034908604659868,1.5387223389124942
3640,62.86701208981002,3.982923721733363,4.00415902607951,1.4066402406286354
3650,63.03972366148532,4.263640282026618,4.288247441080831,1.3500997052664894
3660,63.21243523316062,4.000061105763518,4.023369154789371,1.260165343366189
3670,63.38514680483593,4.0015195711980125,4.030773244914372,1.6348784017532363
3680,63.55785837651123,3.984832086956929,4.011128516287375,1.2623754946578796
3690,63.73056994818653,4.00061642953388,4.0253075825840225,1.4060112534205027
3700,63.90328151986183,4.068797468512753,4.096844007061521,1.4395828045507584
3710,64.07599309153713,3.975687792759141,3.993346473121725,1.4605816899629689
3720,64.24870466321244,4.174159672145211,4.192543459480449,1.2774001484079642
3730,64.42141623488774,4.1450761234946,4.166403738233613,1.3150514480597972
3740,64.59412780656304,4.111892598027212,4.132488006987407,1.2878787509460086
3750,64.76683937823834,4.238200973706822,4.252371155584432,1.3995523377850692
3760,64.93955094991364,4.310262912643312,4.336063304070752,1.3900244114206004
3770,65.11226252158895,4.378340637262977,4.4042193198744295,1.3199091021882667
3780,65.28497409326425,4.290286060408944,4.317891434414303,1.3216685236986914
3790,65.45768566493955,4.310269263940774,4.330849781160555,1.2677836518640675
