Time_ns,Area_per_lipid_A2,Membrane_thickness_A
0.010000000029814058,85.92492,43.99597930908203
0.11000000032795462,85.944695,44.327552795410156
0.2100000006260952,85.94864,44.288597106933594
0.3100000009242358,85.91754,43.91920471191406
0.41000000122237634,85.99343,43.27989196777344
0.5100000015205169,85.94223,43.53296661376953
0.6100000018186574,85.89417,43.129661560058594
0.7100000021167981,85.965614,43.55139923095703
0.8100000024149386,85.94696,43.58673858642578
0.9100000027130792,85.976074,43.278160095214844
1.0100000030112197,85.91126,44.08671569824219
1.1100000033093604,85.87515,43.446502685546875
1.210000003607501,85.86978,44.07794189453125
1.3100000039056414,85.903175,43.78423309326172
1.4100000042037821,85.878685,43.72699737548828
1.5100000045019226,85.90406,43.834938049316406
1.6100000048000631,85.83014,43.36857604980469
1.7100000050982036,85.94467,43.4212646484375
1.8100000053963443,85.907326,43.661773681640625
1.9100000056944848,85.91935,44.58281707763672
2.0100000059926253,85.96042,43.57404327392578
2.110000006290766,85.98967,43.898345947265625
2.2100000065889067,85.962555,43.52616882324219
2.3100000068870474,85.859825,43.3828125
2.4100000071851877,85.91872,43.595054626464844
2.5100000074833284,85.79774,43.176856994628906
2.6100000077814687,85.852104,43.74467468261719
2.7100000080796094,85.830025,43.61297607421875
2.81000000837775,85.92146,43.250282287597656
2.9100000086758904,85.921646,43.80262756347656
3.010000008974031,85.858635,43.42071533203125
3.110000009272172,85.942825,42.767242431640625
3.210000009570312,85.90251,43.324058532714844
3.3100000098684528,85.94297,43.46282196044922
3.410000010166593,85.92357,43.55816650390625
3.5100000104647338,85.90622,43.25779724121094
3.6100000107628745,85.873726,43.601036071777344
3.710000011061015,85.84163,43.36128234863281
3.810000011359156,85.90691,43.98097229003906
3.9100000116572966,85.79336,43.62560272216797
4.010000011955437,85.94544,44.08441162109375
4.110000012253577,86.00531,43.71881103515625
4.210000012551718,86.00341,44.59346008300781
4.310000012849859,85.92307,43.70929718017578
4.410000013147999,86.00712,44.112388610839844
4.51000001344614,85.90491,43.63893127441406
4.610000013744281,85.91803,43.98435974121094
4.7100000140424205,85.9426,44.011085510253906
4.810000014340561,85.98281,43.79069519042969
4.910000014638702,85.88789,43.97327423095703
5.010000014936843,85.92858,44.08745574951172
5.110000015234983,85.962654,44.31548309326172
5.210000015533123,85.85848,44.58799743652344
5.310000015831264,85.93194,43.634483337402344
5.410000016129405,85.93756,43.79291534423828
5.510000016427545,85.86627,43.95978546142578
5.610000016725686,85.905914,44.38883972167969
5.710000017023827,85.88777,43.940711975097656
5.810000017321967,85.93889,44.14241027832031
5.910000017620107,85.95598,44.222633361816406
6.010000017918248,85.918106,44.342315673828125
6.110000018216389,85.93295,44.162147521972656
6.210000018514529,85.86782,44.18199157714844
6.310000018812669,85.96835,44.08845520019531
6.41000001911081,85.89029,44.01490020751953
6.510000019408951,85.9127,43.63087463378906
6.610000019707091,85.870575,44.0435791015625
6.710000020005232,85.871414,44.38806915283203
6.810000020303372,85.95739,44.65101623535156
6.9100000206015135,85.88671,44.268524169921875
7.010000020899654,85.9194,43.843284606933594
7.110000021197795,85.969955,44.40899658203125
7.210000021495936,85.83237,43.398956298828125
7.310000021794076,85.95223,43.46986389160156
7.410000022092216,85.90877,43.324432373046875
7.510000022390357,85.871925,44.1953125
7.610000022688498,85.902855,43.289588928222656
7.710000022986638,85.89615,43.63410949707031
7.810000023284779,85.89356,43.3887939453125
7.910000023582919,85.89264,43.41022491455078
8.01000002388106,85.96355,43.498741149902344
8.1100000241792,85.92809,44.08293151855469
8.21000002447734,85.88787,43.807167053222656
8.310000024775482,85.928085,43.54637145996094
8.410000025073622,85.97921,43.016990661621094
8.510000025371763,85.94458,43.937156677246094
8.610000025669903,85.935555,43.391082763671875
8.710000025968045,85.95778,43.827003479003906
8.810000026266183,85.92016,43.753326416015625
8.910000026564324,85.94038,43.531044006347656
9.010000026862466,85.92793,43.15898132324219
9.110000027160606,85.998245,43.72193145751953
9.210000027458747,85.93569,43.59972381591797
9.310000027756887,85.85987,43.586204528808594
9.410000028055029,85.86511,44.32762908935547
9.510000028353168,85.832794,44.168800354003906
9.61000002865131,85.93592,44.24736785888672
9.71000002894945,85.907326,43.86265563964844
9.810000029247592,85.90675,43.359703063964844
9.91000002954573,85.97751,44.02128601074219
10.010000029843871,85.901436,44.553260803222656
10.110000030142011,85.96098,43.96202087402344
10.210000030440153,85.91429,44.199371337890625
10.310000030738292,85.87016,44.05846405029297
10.410000031036434,85.97439,44.18785858154297
10.510000031334574,85.97341,43.600242614746094
10.610000031632715,85.88617,43.45880126953125
10.710000031930855,85.94338,44.1590576171875
10.810000032228997,85.97374,44.12712860107422
10.910000032527135,85.87611,44.5159912109375
11.010000032825277,86.00229,43.86126708984375
11.110000033123416,85.89628,44.065879821777344
11.210000033421558,85.95413,43.69136047363281
11.310000033719698,85.94279,43.77851867675781
11.41000003401784,85.93409,43.96821594238281
11.51000003431598,85.99813,43.765113830566406
11.61000003461412,86.0161,44.338966369628906
11.71000003491226,85.883995,44.02259063720703
11.810000035210402,85.98832,43.83545684814453
11.910000035508542,85.90579,44.19403839111328
12.010000035806682,85.86206,44.535064697265625
12.110000036104822,85.924774,43.699913024902344
12.210000036402963,86.02176,43.46533203125
12.310000036701103,85.98322,43.29762268066406
12.410000036999245,85.96052,43.27430725097656
12.510000037297385,85.90074,43.452354431152344
12.610000037595526,85.97456,43.407630920410156
12.710000037893666,85.94127,43.855804443359375
12.810000038191808,85.8568,43.369911193847656
12.910000038489947,85.85913,43.72857666015625
13.010000038788089,85.97627,43.55650329589844
13.110000039086227,85.9341,43.47240447998047
13.210000039384369,85.941124,43.686790466308594
13.31000003968251,85.91212,43.731224060058594
13.41000003998065,85.876396,43.52368927001953
13.510000040278792,85.901985,43.44377899169922
13.610000040576931,85.83869,43.19276428222656
13.710000040875073,85.83991,43.55174255371094
13.810000041173213,85.95841,44.08210754394531
13.910000041471354,85.969696,43.67804718017578
14.010000041769494,85.88918,43.65965270996094
14.110000042067636,85.94165,43.77729797363281
14.210000042365774,85.94862,44.369384765625
14.310000042663916,85.98004,43.75310516357422
14.410000042962055,85.96377,44.1435546875
14.510000043260197,85.84673,43.80492401123047
14.610000043558337,85.86475,43.4012451171875
14.710000043856478,85.93592,44.2984619140625
14.810000044154618,85.979065,43.852142333984375
14.91000004445276,85.92544,43.37571716308594
15.0100000447509,85.830246,43.95658874511719
15.110000045049041,85.907166,43.72504425048828
15.210000045347181,85.9433,43.599945068359375
