Time_ns,Contacts_ECD_Lipid,Contacts_GLP1_Lipid,Contacts_LNK_Lipid
8.810000026266183,9,0,0
8.910000026564324,11,0,0
9.010000026862466,11,0,0
9.110000027160606,9,0,0
9.210000027458747,11,0,0
9.310000027756887,7,0,0
9.410000028055029,8,0,0
9.510000028353168,10,0,0
9.61000002865131,8,0,0
9.71000002894945,8,0,0
9.810000029247592,8,0,0
9.91000002954573,8,0,0
10.010000029843871,8,0,0
10.110000030142011,9,0,0
10.210000030440153,9,0,0
10.310000030738292,11,0,0
10.410000031036434,8,0,0
10.510000031334574,10,0,0
10.610000031632715,10,0,0
10.710000031930855,9,0,0
10.810000032228997,10,0,0
10.910000032527135,9,0,0
11.010000032825277,9,0,0
11.110000033123416,9,0,0
11.210000033421558,8,0,0
11.310000033719698,8,0,0
11.41000003401784,6,0,0
11.51000003431598,10,0,0
11.61000003461412,11,0,0
11.71000003491226,11,0,0
11.810000035210402,8,0,0
11.910000035508542,9,0,0
12.010000035806682,8,0,0
12.110000036104822,6,0,0
12.210000036402963,9,0,0
12.310000036701103,8,0,0
12.410000036999245,9,0,0
12.510000037297385,12,0,0
12.610000037595526,11,0,0
12.710000037893666,12,0,0
12.810000038191808,12,0,0
12.910000038489947,7,0,0
13.010000038788089,10,0,0
13.110000039086227,12,0,0
13.210000039384369,11,0,0
13.31000003968251,15,0,0
13.41000003998065,13,0,0
13.510000040278792,11,0,0
13.610000040576931,12,0,0
13.710000040875073,12,0,0
13.810000041173213,11,0,0
13.910000041471354,11,0,0
14.010000041769494,11,0,0
14.110000042067636,12,0,0
14.210000042365774,11,0,0
14.310000042663916,9,0,0
14.410000042962055,9,0,0
14.510000043260197,10,0,0
14.610000043558337,7,0,0
14.710000043856478,9,0,0
14.810000044154618,11,0,0
14.91000004445276,11,0,0
15.0100000447509,12,0,0
15.110000045049041,12,0,0
15.210000045347181,12,0,0
15.310000045645321,12,0,0
15.41000004594346,11,0,0
15.510000046241602,11,0,0
15.610000046539742,11,0,0
15.710000046837884,11,0,0
15.810000047136024,12,0,0
15.910000047434165,12,0,0
16.010000047732305,11,0,0
16.110000048030447,10,0,0
16.210000048328585,12,0,0
16.310000048626726,11,0,0
16.410000048924868,9,0,0
16.510000049223006,11,0,0
16.61000004952115,10,0,0
16.71000004981929,9,0,0
16.81000005011743,8,0,0
16.91000005041557,8,0,0
17.01000005071371,9,0,0
17.110000051011852,9,0,0
17.21000005130999,8,0,0
17.31000005160813,8,0,0
17.410000051906273,9,0,0
17.510000052204415,7,0,0
17.610000052502553,9,0,0
17.710000052800698,7,0,0
17.810000053098836,9,0,0
17.910000053396978,9,0,0
18.010000053695116,9,0,0
18.110000053993257,9,0,0
18.2100000542914,10,0,0
18.310000054589537,8,0,0
18.41000005488768,9,0,0
18.51000005518582,10,0,0
18.61000005548396,10,0,0
18.7100000557821,10,0,0
18.81000005608024,8,0,0
18.910000056378383,10,0,0
19.010000056676525,8,0,0
19.110000056974663,11,0,0
19.2100000572728,8,0,0
19.310000057570946,12,0,0
19.410000057869084,11,0,0
19.510000058167225,11,0,0
19.610000058465364,8,0,0
19.71000005876351,9,0,0
19.810000059061647,8,0,0
19.91000005935979,9,0,0
20.010000059657926,6,0,0
20.11000005995607,8,0,0
20.21000006025421,11,0,0
20.310000060552348,10,0,0
20.41000006085049,8,0,0
20.51000006114863,9,0,0
20.610000061446772,10,0,0
20.71000006174491,6,0,0
20.810000062043052,7,0,0
20.910000062341194,9,0,0
21.010000062639335,7,0,0
21.110000062937473,7,0,0
21.210000063235615,8,0,0
21.310000063533757,9,0,0
21.410000063831895,7,0,0
21.510000064130036,8,0,0
21.610000064428174,8,0,0
21.71000006472632,7,0,0
21.810000065024457,8,0,0
21.9100000653226,7,0,0
22.01000006562074,9,0,0
22.110000065918882,7,0,0
22.21000006621702,9,0,0
22.310000066515162,7,0,0
22.410000066813303,9,0,0
22.51000006711144,10,0,0
22.610000067409583,9,0,0
22.71000006770772,10,0,0
22.810000068005866,11,0,0
22.910000068304004,7,0,0
23.010000068602146,8,0,0
23.110000068900284,10,0,0
23.21000006919843,8,0,0
23.310000069496567,9,0,0
23.41000006979471,11,0,0
23.510000070092847,9,0,0
23.61000007039099,9,0,0
23.71000007068913,11,0,0
23.810000070987268,8,0,0
23.91000007128541,9,0,0
24.01000007158355,6,0,0
24.110000071881693,10,0,0
24.21000007217983,10,0,0
24.310000072477973,10,0,0
24.410000072776114,9,0,0
24.510000073074256,8,0,0
24.610000073372394,11,0,0
24.710000073670532,8,0,0
24.810000073968677,11,0,0
24.910000074266815,11,0,0
25.010000074564957,13,0,0
25.110000074863095,8,0,0
25.21000007516124,8,0,0
25.310000075459378,11,0,0
25.41000007575752,8,0,0
25.510000076055658,7,0,0
25.610000076353803,9,0,0
25.71000007665194,11,0,0
25.81000007695008,11,0,0
25.91000007724822,10,0,0
26.010000077546362,12,0,0
26.110000077844504,13,0,0
26.21000007814264,10,0,0
26.310000078440787,14,0,0
26.410000078738925,12,0,0
26.510000079037066,12,0,0
26.610000079335205,13,0,0
26.71000007963335,12,0,0
26.810000079931488,12,0,0
26.910000080229626,12,0,0
27.010000080527767,12,0,0
27.11000008082591,10,0,0
27.21000008112405,9,0,0
27.31000008142219,9,0,0
27.41000008172033,11,0,0
27.510000082018472,11,0,0
27.610000082316613,13,0,0
27.71000008261475,13,0,0
27.81000008291289,11,0,0
27.910000083211035,13,0,0
28.010000083509173,10,0,0
28.110000083807314,9,0,0
28.210000084105452,12,0,0
28.310000084403597,11,0,0
28.410000084701736,14,0,0
28.510000084999877,11,0,0
28.610000085298015,12,0,0
28.71000008559616,14,0,0
28.8100000858943,11,0,0
28.910000086192436,11,0,0
29.010000086490578,11,0,0
29.11000008678872,9,0,0
29.21000008708686,11,0,0
29.310000087385,11,0,0
29.41000008768314,9,0,0
29.510000087981282,9,0,0
29.610000088279424,12,0,0
29.710000088577562,12,0,0
29.810000088875704,13,0,0
29.910000089173845,15,0,0
30.010000089471983,11,0,0
30.110000089770125,11,0,0
30.210000090068263,9,0,0
30.310000090366408,12,0,0
30.410000090664546,9,0,0
30.510000090962688,12,0,0
30.61000009126083,12,0,0
30.71000009155897,11,0,0
30.81000009185711,11,0,0
30.91000009215525,11,0,0
31.010000092453392,11,0,0
31.11000009275153,14,0,0
31.210000093049672,12,0,0
31.31000009334781,11,0,0
31.410000093645955,11,0,0
31.510000093944093,11,0,0
31.610000094242235,12,0,0
31.710000094540373,13,0,0
31.810000094838518,12,0,0
31.910000095136656,13,0,0
32.0100000954348,11,0,0
32.110000095732936,13,0,0
32.21000009603108,14,0,0
32.31000009632922,14,0,0
32.41000009662736,12,0,0
32.510000096925495,12,0,0
32.61000009722364,10,0,0
32.71000009752178,11,0,0
32.81000009781992,15,0,0
32.91000009811806,13,0,0
33.01000009841621,13,0,0
33.110000098714345,12,0,0
33.21000009901248,12,0,0
33.31000009931062,10,0,0
33.41000009960876,11,0,0
33.510000099906904,12,0,0
33.61000010020505,10,0,0
33.71000010050319,12,0,0
33.810000100801325,11,0,0
33.91000010109947,10,0,0
34.01000010139761,12,0,0
34.110000101695746,10,0,0
34.210000101993884,10,0,0
34.31000010229202,13,0,0
34.410000102590175,12,0,0
34.51000010288831,11,0,0
34.61000010318645,12,0,0
34.71000010348459,11,0,0
34.810000103782734,10,0,0
34.91000010408087,11,0,0
35.01000010437901,12,0,0
35.110000104677155,9,0,0
35.2100001049753,10,0,0
35.31000010527344,13,0,0
35.41000010557158,12,0,0
35.510000105869715,12,0,0
35.61000010616785,10,0,0
35.710000106466,12,0,0
35.810000106764136,10,0,0
35.91000010706228,10,0,0
36.01000010736042,11,0,0
36.110000107658564,12,0,0
36.2100001079567,11,0,0
36.31000010825484,12,0,0
36.41000010855298,12,0,0
36.510000108851116,11,0,0
36.61000010914926,11,0,0
36.71000010944741,11,0,0
36.810000109745545,12,0,0
36.91000011004368,12,0,0
37.01000011034183,10,0,0
37.110000110639966,9,0,0
37.210000110938104,11,0,0
37.31000011123624,12,0,0
37.41000011153439,10,0,0
37.51000011183253,11,0,0
37.61000011213067,12,0,0
37.71000011242881,12,0,0
37.81000011272695,13,0,0
37.91000011302509,13,0,0
38.01000011332323,12,0,0
38.11000011362137,11,0,0
38.210000113919506,10,0,0
38.31000011421766,12,0,0
38.410000114515796,9,0,0
38.510000114813934,11,0,0
38.61000011511207,16,0,0
38.71000011541021,12,0,0
38.810000115708355,14,0,0
38.91000011600649,14,0,0
39.01000011630464,15,0,0
39.11000011660278,15,0,0
39.21000011690092,16,0,0
39.31000011719906,13,0,0
39.4100001174972,14,0,0
39.510000117795336,16,0,0
39.61000011809348,13,0,0
39.71000011839162,12,0,0
39.810000118689764,14,0,0
39.9100001189879,13,0,0
40.01000011928604,15,0,0
40.110000119584186,11,0,0
40.210000119882324,13,0,0
40.31000012018046,12,0,0
40.4100001204786,13,0,0
40.510000120776745,14,0,0
40.61000012107489,14,0,0
40.71000012137303,13,0,0
40.810000121671166,13,0,0
40.910000121969304,11,0,0
41.01000012226745,15,0,0
41.11000012256559,13,0,0
41.210000122863725,17,0,0
41.31000012316186,14,0,0
41.410000123460016,14,0,0
41.510000123758154,14,0,0
41.61000012405629,12,0,0
41.71000012435443,13,0,0
41.810000124652575,15,0,0
41.91000012495071,12,0,0
42.01000012524885,13,0,0
42.11000012554699,14,0,0
42.210000125845134,14,0,0
42.31000012614328,13,0,0
42.41000012644142,11,0,0
42.510000126739556,14,0,0
42.610000127037694,13,0,0
42.71000012733584,15,0,0
42.81000012763398,13,0,0
42.910000127932115,13,0,0
43.01000012823026,13,0,0
43.1100001285284,12,0,0
43.21000012882654,12,0,0
43.31000012912468,12,0,0
43.41000012942282,12,0,0
43.51000012972096,13,0,0
43.6100001300191,12,0,0
43.71000013031725,14,0,0
43.810000130615386,12,0,0
43.910000130913524,13,0,0
44.01000013121167,13,0,0
44.11000013150981,11,0,0
44.210000131807945,11,0,0
44.31000013210608,13,0,0
44.41000013240422,13,0,0
44.51000013270237,14,0,0
44.61000013300051,14,0,0
44.71000013329865,13,0,0
44.81000013359679,13,0,0
44.91000013389493,14,0,0
45.01000013419307,13,0,0
45.11000013449121,9,0,0
45.21000013478935,10,0,0
45.31000013508749,11,0,0
45.41000013538564,10,0,0
45.510000135683775,12,0,0
45.61000013598191,12,0,0
45.71000013628005,10,0,0
45.810000136578196,12,0,0
45.910000136876334,11,0,0
46.01000013717447,11,0,0
46.11000013747262,13,0,0
46.21000013777076,11,0,0
46.3100001380689,11,0,0
46.41000013836704,12,0,0
46.51000013866518,10,0,0
46.610000138963315,9,0,0
46.71000013926146,11,0,0
46.8100001395596,9,0,0
46.91000013985774,11,0,0
47.01000014015588,10,0,0
47.11000014045403,12,0,0
47.210000140752165,11,0,0
47.3100001410503,11,0,0
47.41000014134844,10,0,0
47.51000014164658,10,0,0
47.61000014194473,10,0,0
47.71000014224287,11,0,0
47.81000014254101,10,0,0
47.910000142839145,11,0,0
48.01000014313729,11,0,0
48.11000014343543,11,0,0
48.210000143733566,11,0,0
48.310000144031704,10,0,0
48.41000014432986,8,0,0
48.510000144627995,9,0,0
48.61000014492613,8,0,0
48.71000014522427,9,0,0
48.81000014552241,10,0,0
48.910000145820554,9,0,0
49.01000014611869,10,0,0
49.11000014641683,10,0,0
49.210000146714975,10,0,0
49.31000014701312,9,0,0
49.41000014731126,10,0,0
49.5100001476094,9,0,0
49.610000147907535,9,0,0
49.71000014820567,10,0,0
49.81000014850382,9,0,0
49.910000148801956,7,0,0
50.0100001491001,8,0,0
50.11000014939824,9,0,0
50.210000149696384,9,0,0
50.31000014999452,10,0,0
50.41000015029266,9,0,0
50.5100001505908,7,0,0
50.61000015088894,7,0,0
50.71000015118708,9,0,0
50.81000015148523,9,0,0
50.910000151783365,9,0,0
51.0100001520815,11,0,0
51.11000015237965,10,0,0
51.210000152677786,8,0,0
51.310000152975924,9,0,0
51.41000015327406,10,0,0
51.51000015357221,12,0,0
51.61000015387035,11,0,0
51.71000015416849,10,0,0
51.81000015446663,11,0,0
51.91000015476477,12,0,0
52.01000015506291,11,0,0
52.11000015536105,11,0,0
52.21000015565919,12,0,0
52.31000015595733,11,0,0
52.41000015625548,10,0,0
52.510000156553616,10,0,0
52.610000156851754,10,0,0
52.71000015714989,11,0,0
52.81000015744804,13,0,0
52.910000157746175,11,0,0
53.01000015804431,14,0,0
53.11000015834246,9,0,0
53.2100001586406,10,0,0
53.31000015893874,8,0,0
53.41000015923688,9,0,0
53.51000015953502,9,0,0
53.610000159833156,13,0,0
53.7100001601313,10,0,0
53.81000016042944,12,0,0
53.910000160727584,10,0,0
54.01000016102572,9,0,0
54.11000016132386,10,0,0
54.210000161622006,9,0,0
54.310000161920144,10,0,0
54.41000016221828,10,0,0
54.51000016251642,9,0,0
54.610000162814565,7,0,0
54.71000016311271,9,0,0
54.81000016341085,9,0,0
54.910000163708986,9,0,0
55.01000016400713,10,0,0
55.11000016430527,10,0,0
55.21000016460341,12,0,0
55.310000164901545,7,0,0
55.41000016519968,8,0,0
55.510000165497836,10,0,0
55.610000165795974,8,0,0
55.71000016609411,9,0,0
55.81000016639225,8,0,0
55.910000166690395,8,0,0
56.01000016698853,10,0,0
56.11000016728667,9,0,0
56.210000167584816,9,0,0
56.310000167882954,9,0,0
56.4100001681811,10,0,0
56.51000016847924,12,0,0
56.610000168777376,11,0,0
56.710000169075514,12,0,0
56.81000016937366,9,0,0
56.9100001696718,8,0,0
57.01000016996994,8,0,0
57.11000017026808,10,0,0
57.210000170566225,9,0,0
57.31000017086436,10,0,0
57.4100001711625,11,0,0
57.51000017146064,7,0,0
57.61000017175878,11,0,0
57.71000017205692,12,0,0
57.81000017235507,10,0,0
57.910000172653206,10,0,0
58.010000172951344,10,0,0
58.11000017324949,9,0,0
58.21000017354763,11,0,0
58.310000173845765,9,0,0
58.4100001741439,10,0,0
58.51000017444204,10,0,0
58.61000017474019,10,0,0
58.71000017503833,11,0,0
58.81000017533647,10,0,0
58.91000017563461,10,0,0
59.01000017593275,11,0,0
59.11000017623089,10,0,0
59.21000017652903,9,0,0
59.31000017682717,9,0,0
59.41000017712532,9,0,0
59.51000017742346,9,0,0
59.610000177721595,10,0,0
59.71000017801973,8,0,0
59.81000017831787,10,0,0
59.910000178616016,10,0,0
60.010000178914154,11,0,0
60.11000017921229,10,0,0
60.21000017951044,10,0,0
60.31000017980858,9,0,0
60.41000018010672,11,0,0
60.51000018040486,8,0,0
60.610000180703,10,0,0
60.710000181001135,9,0,0
60.81000018129928,9,0,0
60.910000181597425,9,0,0
61.01000018189556,9,0,0
61.1100001821937,11,0,0
61.21000018249185,12,0,0
61.310000182789985,9,0,0
61.41000018308812,11,0,0
61.51000018338626,9,0,0
61.6100001836844,13,0,0
61.71000018398255,9,0,0
61.81000018428069,10,0,0
61.91000018457883,11,0,0
62.010000184876965,10,0,0
62.11000018517511,11,0,0
62.21000018547325,11,0,0
62.310000185771386,10,0,0
62.410000186069524,10,0,0
62.51000018636768,11,0,0
62.610000186665815,12,0,0
62.71000018696395,11,0,0
62.81000018726209,11,0,0
62.91000018756023,10,0,0
63.010000187858374,10,0,0
63.11000018815651,11,0,0
63.21000018845465,11,0,0
63.310000188752795,11,0,0
63.41000018905094,11,0,0
63.51000018934908,9,0,0
63.61000018964722,11,0,0
63.710000189945355,12,0,0
63.81000019024349,9,0,0
63.91000019054164,10,0,0
64.01000019083978,11,0,0
64.11000019113793,11,0,0
64.21000019143607,12,0,0
64.3100001917342,13,0,0
64.41000019203234,13,0,0
64.51000019233048,11,0,0
64.61000019262862,15,0,0
64.71000019292676,13,0,0
64.81000019322491,14,0,0
64.91000019352305,13,0,0
65.01000019382118,12,0,0
65.11000019411932,14,0,0
65.21000019441746,13,0,0
65.3100001947156,14,0,0
65.41000019501375,12,0,0
65.51000019531189,12,0,0
65.61000019561003,13,0,0
65.71000019590817,13,0,0
65.81000019620632,11,0,0
65.91000019650446,12,0,0
66.0100001968026,10,0,0
66.11000019710073,11,0,0
66.21000019739887,11,0,0
66.31000019769701,9,0,0
66.41000019799515,9,0,0
66.51000019829328,9,0,0
66.61000019859142,11,0,0
66.71000019888957,11,0,0
66.81000019918773,11,0,0
66.91000019948586,10,0,0
67.010000199784,11,0,0
67.11000020008214,11,0,0
67.21000020038028,12,0,0
67.31000020067842,11,0,0
67.41000020097655,10,0,0
67.51000020127469,8,0,0
67.61000020157284,11,0,0
67.71000020187098,11,0,0
67.81000020216912,10,0,0
67.91000020246726,10,0,0
68.0100002027654,13,0,0
68.11000020306354,10,0,0
68.21000020336167,11,0,0
68.31000020365981,8,0,0
68.41000020395796,7,0,0
68.51000020425612,11,0,0
68.61000020455425,9,0,0
68.71000020485239,9,0,0
68.81000020515053,8,0,0
68.91000020544867,7,0,0
69.0100002057468,8,0,0
69.11000020604494,6,0,0
69.21000020634308,7,0,0
69.31000020664122,9,0,0
69.41000020693937,9,0,0
69.51000020723751,8,0,0
69.61000020753565,9,0,0
69.71000020783379,9,0,0
69.81000020813192,7,0,0
69.91000020843008,8,0,0
70.01000020872821,9,0,0
70.11000020902635,9,0,0
70.2100002093245,10,0,0
70.31000020962264,10,0,0
70.41000020992078,11,0,0
70.51000021021892,11,0,0
70.61000021051706,9,0,0
70.7100002108152,8,0,0
70.81000021111333,10,0,0
70.91000021141147,10,0,0
71.01000021170961,12,0,0
71.11000021200776,10,0,0
71.2100002123059,10,0,0
71.31000021260404,8,0,0
71.41000021290218,10,0,0
71.51000021320033,9,0,0
71.61000021349847,9,0,0
71.7100002137966,11,0,0
71.81000021409474,10,0,0
71.91000021439288,10,0,0
72.01000021469103,11,0,0
72.11000021498917,10,0,0
72.21000021528731,9,0,0
72.31000021558545,8,0,0
72.41000021588358,7,0,0
72.51000021618172,7,0,0
72.61000021647986,7,0,0
72.710000216778,9,0,0
72.81000021707614,7,0,0
72.91000021737429,8,0,0
73.01000021767244,10,0,0
73.11000021797058,9,0,0
73.21000021826872,10,0,0
73.31000021856686,8,0,0
73.410000218865,9,0,0
73.51000021916313,8,0,0
73.61000021946127,8,0,0
73.71000021975941,9,0,0
73.81000022005756,10,0,0
73.9100002203557,7,0,0
74.01000022065384,8,0,0
74.11000022095197,10,0,0
74.21000022125011,7,0,0
74.31000022154825,9,0,0
74.41000022184639,9,0,0
74.51000022214453,7,0,0
74.6100002224427,7,0,0
74.71000022274083,7,0,0
74.81000022303897,8,0,0
74.91000022333711,9,0,0
75.01000022363525,7,0,0
75.11000022393338,6,0,0
75.21000022423152,6,0,0
75.31000022452966,6,0,0
75.4100002248278,6,0,0
75.51000022512595,6,0,0
75.61000022542409,6,0,0
75.71000022572223,5,0,0
75.81000022602036,4,0,0
75.9100002263185,7,0,0
76.01000022661664,7,0,0
76.11000022691478,7,0,0
76.21000022721293,7,0,0
76.31000022751107,7,0,0
76.41000022780922,7,0,0
76.51000022810736,7,0,0
76.6100002284055,6,0,0
76.71000022870363,9,0,0
76.81000022900177,6,0,0
76.91000022929991,7,0,0
77.01000022959805,7,0,0
77.11000022989619,6,0,0
77.21000023019432,7,0,0
77.31000023049248,9,0,0
77.41000023079062,7,0,0
77.51000023108875,5,0,0
77.61000023138689,5,0,0
77.71000023168504,7,0,0
77.81000023198318,7,0,0
77.91000023228132,6,0,0
78.01000023257946,7,0,0
78.1100002328776,5,0,0
78.21000023317575,6,0,0
78.31000023347389,7,0,0
78.41000023377202,6,0,0
78.51000023407016,9,0,0
78.6100002343683,6,0,0
78.71000023466644,4,0,0
78.81000023496458,8,0,0
78.91000023526271,6,0,0
79.01000023556085,6,0,0
79.110000235859,7,0,0
79.21000023615714,6,0,0
79.3100002364553,8,0,0
79.41000023675343,7,0,0
79.51000023705157,9,0,0
79.61000023734971,6,0,0
79.71000023764785,5,0,0
79.81000023794599,6,0,0
79.91000023824414,7,0,0
80.01000023854228,6,0,0
80.11000023884041,10,0,0
80.21000023913855,10,0,0
80.31000023943669,8,0,0
80.41000023973483,7,0,0
80.51000024003297,9,0,0
80.6100002403311,9,0,0
80.71000024062924,7,0,0
80.8100002409274,8,0,0
80.91000024122555,9,0,0
81.01000024152368,5,0,0
81.11000024182182,6,0,0
81.21000024211996,6,0,0
81.3100002424181,7,0,0
81.41000024271624,9,0,0
81.51000024301437,8,0,0
81.61000024331251,6,0,0
81.71000024361066,6,0,0
81.8100002439088,8,0,0
81.91000024420694,8,0,0
82.01000024450508,9,0,0
82.11000024480322,8,0,0
82.21000024510136,7,0,0
82.3100002453995,8,0,0
82.41000024569765,10,0,0
82.51000024599578,6,0,0
82.61000024629394,9,0,0
82.71000024659207,8,0,0
82.81000024689021,8,0,0
82.91000024718835,10,0,0
83.01000024748649,8,0,0
83.11000024778463,8,0,0
83.21000024808276,7,0,0
83.3100002483809,9,0,0
83.41000024867904,11,0,0
83.51000024897719,8,0,0
83.61000024927533,11,0,0
83.71000024957347,12,0,0
83.8100002498716,11,0,0
83.91000025016974,11,0,0
84.0100002504679,14,0,0
84.11000025076603,14,0,0
84.21000025106417,13,0,0
84.31000025136233,12,0,0
84.41000025166046,16,0,0
84.5100002519586,10,0,0
84.61000025225674,10,0,0
84.71000025255488,11,0,0
84.81000025285302,12,0,0
84.91000025315115,12,0,0
85.01000025344929,11,0,0
85.11000025374743,12,0,0
85.21000025404558,11,0,0
85.31000025434372,9,0,0
85.41000025464186,9,0,0
85.51000025494,11,0,0
85.61000025523815,10,0,0
85.71000025553629,10,0,0
85.81000025583442,10,0,0
85.91000025613256,9,0,0
86.0100002564307,12,0,0
86.11000025672885,10,0,0
86.21000025702699,12,0,0
86.31000025732513,13,0,0
86.41000025762327,10,0,0
86.5100002579214,12,0,0
86.61000025821954,12,0,0
86.71000025851768,12,0,0
86.81000025881582,10,0,0
86.91000025911396,14,0,0
87.01000025941211,13,0,0
87.11000025971026,13,0,0
87.2100002600084,11,0,0
87.31000026030654,10,0,0
87.41000026060468,8,0,0
87.51000026090281,11,0,0
87.61000026120095,11,0,0
87.71000026149909,11,0,0
87.81000026179723,11,0,0
87.91000026209538,11,0,0
88.01000026239352,8,0,0
88.11000026269166,10,0,0
88.2100002629898,10,0,0
88.31000026328793,10,0,0
88.41000026358607,9,0,0
88.51000026388421,11,0,0
88.61000026418235,9,0,0
88.71000026448051,9,0,0
88.81000026477865,9,0,0
88.91000026507679,9,0,0
89.01000026537493,9,0,0
89.11000026567307,11,0,0
89.2100002659712,9,0,0
89.31000026626934,9,0,0
89.41000026656748,11,0,0
89.51000026686562,11,0,0
89.61000026716377,11,0,0
89.71000026746191,13,0,0
89.81000026776005,13,0,0
89.91000026805818,12,0,0
90.01000026835632,9,0,0
90.11000026865446,9,0,0
90.21000026895261,11,0,0
90.31000026925075,9,0,0
90.41000026954889,12,0,0
90.51000026984704,12,0,0
90.61000027014518,12,0,0
90.71000027044332,12,0,0
90.81000027074145,12,0,0
90.91000027103959,10,0,0
91.01000027133773,12,0,0
91.11000027163587,13,0,0
91.210000271934,14,0,0
91.31000027223214,12,0,0
91.4100002725303,14,0,0
91.51000027282844,13,0,0
91.61000027312657,11,0,0
91.71000027342471,13,0,0
91.81000027372286,14,0,0
91.910000274021,13,0,0
92.01000027431914,14,0,0
92.11000027461728,13,0,0
92.21000027491542,13,0,0
92.31000027521357,13,0,0
92.4100002755117,13,0,0
92.51000027580984,15,0,0
92.61000027610798,13,0,0
92.71000027640612,14,0,0
92.81000027670426,14,0,0
92.9100002770024,12,0,0
93.01000027730053,15,0,0
93.11000027759869,13,0,0
93.21000027789682,14,0,0
93.31000027819496,12,0,0
93.41000027849311,12,0,0
93.51000027879125,13,0,0
93.61000027908939,13,0,0
93.71000027938753,15,0,0
93.81000027968567,15,0,0
93.9100002799838,14,0,0
94.01000028028196,11,0,0
94.1100002805801,11,0,0
94.21000028087823,11,0,0
94.31000028117637,12,0,0
94.41000028147451,13,0,0
94.51000028177265,13,0,0
94.61000028207079,12,0,0
94.71000028236892,14,0,0
94.81000028266706,16,0,0
94.91000028296523,17,0,0
95.01000028326337,15,0,0
95.1100002835615,15,0,0
95.21000028385964,13,0,0
95.31000028415778,14,0,0
95.41000028445592,13,0,0
95.51000028475406,14,0,0
95.6100002850522,17,0,0
95.71000028535033,14,0,0
95.81000028564848,14,0,0
95.91000028594662,15,0,0
96.01000028624476,15,0,0
96.1100002865429,15,0,0
96.21000028684104,19,0,0
96.31000028713918,16,0,0
96.41000028743731,17,0,0
96.51000028773547,18,0,0
96.6100002880336,19,0,0
96.71000028833176,15,0,0
96.8100002886299,13,0,0
96.91000028892803,18,0,0
97.01000028922617,14,0,0
97.11000028952431,16,0,0
97.21000028982245,15,0,0
97.31000029012058,15,0,0
97.41000029041872,13,0,0
97.51000029071687,12,0,0
97.61000029101501,15,0,0
97.71000029131315,12,0,0
97.81000029161129,12,0,0
97.91000029190943,13,0,0
98.01000029220756,15,0,0
98.11000029250572,16,0,0
98.21000029280385,18,0,0
98.310000293102,19,0,0
98.41000029340015,14,0,0
98.51000029369828,15,0,0
98.61000029399642,16,0,0
98.71000029429456,15,0,0
98.8100002945927,16,0,0
98.91000029489084,18,0,0
99.01000029518897,12,0,0
