Time_ns,Area_per_lipid_A2,Membrane_thickness_A
1.06,84.48957144542413,46.09700012207031
1.07,84.21131199901248,46.070499420166016
1.08,84.50844859055776,46.04399871826172
1.09,84.34142177680609,46.01749801635742
1.1,84.09273742207425,45.990997314453125
1.11,84.10436745998496,45.94669876098633
1.12,84.30908126402446,45.902400207519534
1.13,84.46712955848332,45.85810165405273
1.14,84.361528991656,45.813803100585936
1.15,84.67569266736413,45.76950454711914
1.16,84.45557191516905,45.725205993652345
1.17,84.39490563437275,45.68090744018555
1.18,84.40127651640348,45.63660888671875
1.19,84.23549758602068,45.59231033325195
1.2,84.22404662728246,45.548011779785156
1.21,84.24554782195028,45.55921096801758
1.22,84.32112221894286,45.57041015625
1.23,84.290615808137,45.58160934448242
1.24,84.19117080451103,45.59280853271484
1.25,84.13098861680467,45.604007720947266
1.26,83.93105698926844,45.61520690917969
1.27,84.11159611901584,45.62640609741211
1.28,84.26546190903886,45.63760528564453
1.29,84.3643079625518,45.64880447387695
1.3,84.31588381261783,45.660003662109375
1.31,84.28523557093305,45.655704498291016
1.32,84.5650731726182,45.651405334472656
1.33,84.45924246755037,45.6471061706543
1.34,84.25138748711666,45.64280700683594
1.35,84.40613439644329,45.63850784301758
1.36,84.30080563540726,45.63420867919922
1.37,84.21652120679518,45.62990951538086
1.38,84.10513245164591,45.6256103515625
1.39,84.16643384068595,45.62131118774414
1.4,84.19017191572193,45.61701202392578
1.41,84.1270334285582,45.69091033935547
1.42,84.06706861862683,45.764808654785156
1.43,83.81352775363466,45.838706970214844
1.44,83.68697527953623,45.91260528564453
1.45,83.85036250046451,45.98650360107422
1.46,84.17293877679775,46.060401916503906
1.47,84.15623916804019,46.134300231933594
1.48,84.01793934506483,46.20819854736328
1.49,83.94887418487816,46.28209686279297
1.5,83.99486048099659,46.355995178222656
1.51,83.77321362784711,46.38129577636719
1.52,83.85533396746654,46.40659637451172
1.53,83.81075786905268,46.43189697265625
1.54,83.74470840239965,46.45719757080078
1.55,83.90882538690546,46.48249816894531
1.56,83.82893768736751,46.507798767089845
1.57,83.99000149362149,46.53309936523438
1.58,84.02474309801458,46.5583999633789
1.59,83.91272363780524,46.583700561523436
1.6,83.88007696988767,46.60900115966797
1.61,83.95168521328841,46.55450210571289
1.62,83.95420481287107,46.500003051757815
1.63,83.78307448723827,46.44550399780274
1.64,83.64571534962774,46.391004943847655
1.65,83.76370919139156,46.33650588989258
1.66,83.72309010813817,46.2820068359375
1.67,83.57958878144687,46.227507781982425
1.68,83.48513070734323,46.17300872802734
1.69,83.67793485533014,46.118509674072264
1.7,83.6744623785867,46.06401062011719
1.71,83.83225802860959,46.04650955200195
1.72,83.76342451943296,46.02900848388672
1.73,83.96187396368248,46.01150741577148
1.74,83.88811826213126,45.99400634765625
1.75,83.85675811277306,45.976505279541016
1.76,83.94478078988578,45.95900421142578
1.77,83.98057546167036,45.94150314331055
1.78,84.08814138293704,45.92400207519531
1.79,83.95855753115829,45.90650100708008
1.8,84.08326673388079,45.888999938964844
1.81,84.15463090457126,45.89360046386719
1.82,84.17130441158646,45.89820098876953
1.83,84.10831562952288,45.902801513671875
1.84,84.14192746304002,45.90740203857422
1.85,84.13745327763117,45.91200256347656
1.86,84.00769535945993,45.916603088378906
1.87,84.0811276372803,45.92120361328125
1.88,84.0159047524519,45.925804138183594
1.89,83.90586614668692,45.93040466308594
1.9,83.98367854183911,45.93500518798828
1.91,83.91597440795921,45.96960525512695
1.92,83.96938151791991,46.004205322265626
1.93,84.09696407638727,46.038805389404295
1.94,84.23545865792092,46.07340545654297
1.95,84.39787348584854,46.10800552368164
1.96,84.03651747856021,46.14260559082031
1.97,84.19494587929316,46.177205657958986
1.98,83.99190619992383,46.211805725097655
1.99,83.97804898556318,46.24640579223633
2.0,83.98514264679332,46.281005859375
2.01,83.96776208552123,46.30940399169922
2.02,84.012632611742,46.33780212402344
2.03,83.82475660699848,46.36620025634765
2.04,83.95542252626231,46.394598388671874
2.05,83.91093638861044,46.422996520996094
2.06,84.0680667768608,46.451394653320314
2.07,83.98558317644529,46.479792785644534
2.08,83.79515547522405,46.50819091796875
2.09,83.97466745394082,46.53658905029297
2.1,83.97528933970474,46.56498718261719
2.11,84.0855095734766,46.478188323974614
2.12,84.13865935068206,46.39138946533203
2.13,84.17188811162615,46.30459060668945
2.14,84.11979113907215,46.21779174804688
2.15,84.32086256658084,46.1309928894043
2.16,84.25262033119158,46.044194030761716
2.17,84.25062183060008,45.95739517211914
2.18,84.49414595480837,45.87059631347656
2.19,84.54376523467954,45.78379745483399
2.2,84.69243072218028,45.696998596191406
2.21,84.7342733340086,45.794498443603516
2.22,84.64817897937901,45.891998291015625
2.23,84.64285888029046,45.989498138427734
2.24,84.81444142452456,46.086997985839844
2.25,84.8071045060211,46.18449783325195
2.26,84.68107884972906,46.28199768066406
2.27,84.74714505939899,46.37949752807617
2.28,84.7924251088933,46.47699737548828
2.29,84.50565424982365,46.57449722290039
2.3,84.49259944488233,46.6719970703125
2.31,84.57555262135868,46.60449752807617
2.32,84.59981646147293,46.53699798583985
2.33,84.59047330137025,46.46949844360351
2.34,84.37566455720446,46.401998901367186
2.35,84.4307376733593,46.33449935913086
2.36,84.35377668395651,46.26699981689453
2.37,84.53762946090457,46.1995002746582
2.38,84.44122178737686,46.13200073242187
2.39,84.16077870428386,46.064501190185545
2.4,84.1753254973565,45.99700164794922
2.41,84.31557223951002,45.96270217895508
2.42,84.18951031731862,45.928402709960935
2.43,84.17219941914152,45.89410324096679
2.44,84.26979673117285,45.85980377197266
2.45,84.38773624120935,45.825504302978516
2.46,84.38786611881179,45.791204833984374
2.47,84.36934009133329,45.75690536499023
2.48,84.28803924511618,45.7226058959961
2.49,84.33847439126131,45.688306427001955
2.5,84.53283929505302,45.65400695800781
2.51,84.53476964242617,45.70190658569336
2.52,84.49762890294161,45.7498062133789
2.53,84.37757363146355,45.79770584106445
2.54,84.44113084430812,45.84560546875
2.55,84.40426396618732,45.89350509643555
2.56,84.62536487333217,45.94140472412109
2.57,84.54520821381685,45.98930435180664
2.58,84.56968873070304,46.03720397949219
2.59,84.67436566322779,46.085103607177736
2.6,84.72761660449439,46.13300323486328
2.61,84.56743944300068,46.08760299682617
2.62,84.83898042297449,46.04220275878906
2.63,84.80424013310306,45.996802520751956
2.64,84.75158986835035,45.951402282714845
2.65,84.86758009124729,45.906002044677734
2.66,84.86052088953059,45.860601806640624
2.67,84.70268384329017,45.81520156860352
2.68,84.64946675465718,45.76980133056641
2.69,84.61679411750863,45.7244010925293
2.7,84.67677249212872,45.67900085449219
2.71,84.33561794340027,45.732601165771484
2.72,84.30135084097526,45.78620147705078
2.73,84.30229846437194,45.83980178833008
2.74,84.51942494539453,45.893402099609375
2.75,84.35068624853857,45.94700241088867
2.76,84.34051288590386,46.00060272216797
2.77,84.28470339730276,46.054203033447266
2.78,84.26716208047894,46.10780334472656
2.79,84.3879700209657,46.16140365600586
2.8,84.38672319934045,46.215003967285156
2.81,84.39631486880698,46.232103729248045
2.82,84.33594253731196,46.249203491210935
2.83,84.33995456963493,46.26630325317383
2.84,84.32826281556108,46.28340301513672
2.85,84.41116128044766,46.30050277709961
2.86,84.44254046462447,46.3176025390625
2.87,84.52565104702305,46.33470230102539
2.88,84.48906461819786,46.351802062988284
2.89,84.34979678772184,46.36890182495117
2.9,84.20114055548406,46.38600158691406
2.91,83.97282772203843,46.37670059204102
2.92,84.15906663623481,46.36739959716797
2.93,83.98332871334078,46.35809860229492
2.94,83.79694149097014,46.34879760742187
2.95,83.8617621346617,46.33949661254883
2.96,83.88772978504686,46.330195617675784
2.97,84.03846159477065,46.32089462280273
2.98,84.11014387862141,46.31159362792969
2.99,84.04341271227547,46.30229263305664
3.0,83.87895044281802,46.292991638183594
3.01,83.97309979379645,46.27399215698242
3.02,83.98167675802073,46.25499267578125
3.03,84.11169985095232,46.235993194580075
3.04,84.17069477148358,46.216993713378905
3.05,84.02426358640277,46.197994232177734
3.06,84.04177960504228,46.178994750976564
3.07,84.06323159799166,46.15999526977539
3.08,83.83720306824216,46.140995788574216
3.09,84.02531332982048,46.121996307373045
3.1,84.09442288498762,46.102996826171875
3.11,83.98936659632005,46.14229736328125
3.12,84.06210384168594,46.18159790039063
3.13,83.7926576735319,46.2208984375
3.14,83.62860267318335,46.260198974609374
3.15,83.51941888687868,46.29949951171875
3.16,83.48325759183614,46.338800048828126
3.17,83.68466016015671,46.378100585937496
3.18,83.58377666881307,46.41740112304687
3.19,83.7207356802862,46.45670166015625
3.2,83.69322884591683,46.496002197265625
3.21,83.76065546289193,46.493701171875
3.22,84.13801092323621,46.491400146484374
3.23,84.18177240626112,46.48909912109375
3.24,84.28188679899304,46.48679809570312
3.25,84.3353063338327,46.4844970703125
3.26,84.32147275026571,46.48219604492188
3.27,84.22608373858156,46.47989501953125
3.28,84.26740867165401,46.477593994140626
3.29,84.32478335980555,46.47529296875
3.3,84.16496815636073,46.472991943359375
3.31,84.15184241965628,46.4284927368164
3.32,84.16479953862857,46.383993530273436
3.33,84.09958309953603,46.33949432373047
3.34,84.33453380701314,46.2949951171875
3.35,84.42619736031672,46.25049591064453
3.36,84.61360783186427,46.205996704101565
3.37,84.40899203824101,46.16149749755859
3.38,84.4223651429974,46.116998291015626
3.39,84.32477037689611,46.07249908447265
3.4,84.32416018127986,46.02799987792969
3.41,84.47293141534328,45.99469985961914
3.42,84.26165929759408,45.96139984130859
3.43,84.11811838894529,45.92809982299804
3.44,84.25915455262799,45.8947998046875
3.45,84.23588686751317,45.86149978637695
3.46,84.20124434262186,45.828199768066405
3.47,84.21222019348663,45.79489974975586
3.48,84.28079651550813,45.761599731445315
3.49,84.23323977110238,45.72829971313477
3.5,84.25246460302122,45.69499969482422
3.51,84.14100667892993,45.698299407958984
3.52,84.11259454155947,45.70159912109375
3.53,84.09909040889873,45.704898834228516
3.54,84.02136062640099,45.70819854736328
3.55,84.08513360405867,45.71149826049805
3.56,84.25838886081952,45.71479797363281
3.57,84.2678629194999,45.71809768676758
3.58,84.2906417686978,45.721397399902344
3.59,84.25857055008636,45.72469711303711
3.6,84.34526514104489,45.727996826171875
3.61,84.3759502676241,45.73189697265625
3.62,84.32009659444212,45.73579711914063
3.63,84.16819137888913,45.739697265625
3.64,84.14693350424126,45.743597412109374
3.65,84.11936322466588,45.74749755859375
3.66,84.11459140442385,45.751397705078126
3.67,83.99457541652308,45.7552978515625
3.68,84.07286320427055,45.75919799804687
3.69,84.09361904672211,45.76309814453125
3.7,84.19911671908167,45.766998291015625
3.71,84.26698038194925,45.80049819946289
3.72,84.29369216242367,45.833998107910155
3.73,84.39000911368147,45.86749801635742
3.74,84.48813544165095,45.900997924804685
3.75,84.55657697736919,45.93449783325195
3.76,84.5466252053134,45.96799774169922
3.77,84.59372416937386,46.00149765014648
3.78,84.53868240625535,46.03499755859375
3.79,84.7740499864233,46.06849746704101
3.8,84.76955902591186,46.10199737548828
3.81,84.65321306570891,46.08219757080078
3.82,84.66728198157968,46.06239776611328
3.83,84.56368853250831,46.042597961425784
3.84,84.52526109655722,46.02279815673828
3.85,84.70306769404787,46.00299835205078
3.86,84.68997162677815,45.98319854736328
3.87,84.7080123255532,45.96339874267578
3.88,84.88926747712478,45.943598937988284
3.89,84.90157776964674,45.92379913330078
3.9,84.8007378519509,45.90399932861328
3.91,84.69312031618927,45.96590042114258
3.92,84.59702061055785,46.027801513671875
3.93,84.69797357607244,46.08970260620117
3.94,84.75036639464344,46.15160369873047
3.95,84.77881443978922,46.213504791259766
3.96,84.67166615534832,46.27540588378906
3.97,84.54839321135435,46.33730697631836
3.98,84.50922841482199,46.399208068847656
3.99,84.52832873118285,46.46110916137695
4.0,84.60979087345089,46.52301025390625
4.01,84.61164406936895,46.534410095214845
4.02,84.70737472022778,46.54580993652344
4.03,84.42031266914945,46.55720977783203
4.04,84.57317323545345,46.568609619140624
4.05,84.46628495947672,46.58000946044922
4.06,84.5353805995833,46.591409301757814
4.07,84.43601212767824,46.60280914306641
4.08,84.45041378311414,46.614208984375
4.09,84.37537884726855,46.62560882568359
4.1,84.22976227628538,46.63700866699219
4.11,84.0550717415736,46.63190841674805
4.12,84.14256293670225,46.626808166503906
4.13,83.97416217345321,46.621707916259766
4.14,84.04137781125038,46.616607666015625
4.15,84.1969696655694,46.611507415771484
4.16,84.02023315099271,46.606407165527344
4.17,84.06548713329747,46.6013069152832
4.18,83.98905562708873,46.59620666503906
4.19,84.07939045157816,46.59110641479492
4.2,84.28658548231157,46.58600616455078
4.21,84.43237455534532,46.58200531005859
4.22,84.22283994239898,46.57800445556641
4.23,84.3043040656904,46.57400360107422
4.24,84.24466540126069,46.570002746582034
4.25,84.41719503508855,46.566001892089844
4.26,84.359178589383,46.56200103759765
4.27,84.19964862244662,46.55800018310547
4.28,84.18346524445892,46.55399932861328
4.29,84.26023171818048,46.5499984741211
4.3,84.27788912735855,46.545997619628906
4.31,84.24397763539854,46.55009841918945
4.32,84.12416759614904,46.55419921875
4.33,84.13136468872416,46.55830001831055
4.34,84.01795230433241,46.562400817871094
4.35,83.8590756114412,46.56650161743164
4.36,83.95376436552137,46.57060241699219
4.37,84.06439825040641,46.574703216552734
4.38,84.19845508553338,46.57880401611328
4.39,83.95736570421901,46.58290481567383
4.4,84.22859447696283,46.587005615234375
4.41,84.31902554028976,46.58110580444336
4.42,84.36891154267289,46.57520599365235
4.43,84.33284593959068,46.569306182861325
4.44,84.26612380580491,46.56340637207031
4.45,84.22152946645689,46.5575065612793
4.46,84.36983357295713,46.55160675048828
4.47,84.46103554649028,46.54570693969727
4.48,84.66950657782316,46.53980712890625
4.49,84.4359731532737,46.53390731811523
4.5,84.45749488631829,46.52800750732422
4.51,84.4791168199403,46.45470657348633
4.52,84.32339419416347,46.38140563964844
4.53,84.33075560411842,46.30810470581054
4.54,84.36032132230999,46.23480377197266
4.55,84.24909052800413,46.161502838134766
4.56,84.3051218916726,46.088201904296874
4.57,84.32792525327636,46.01490097045898
4.58,84.35911366160816,45.94160003662109
4.59,84.4199619324437,45.868299102783205
4.6,84.34812175227518,45.79499816894531
4.61,84.43225763467726,45.77909774780273
4.62,84.29627530495054,45.763197326660155
4.63,84.5882497436313,45.74729690551758
4.64,84.40375739489285,45.731396484375
4.65,84.30066284376413,45.71549606323242
4.66,84.2542425081904,45.69959564208985
4.67,84.30118208668249,45.683695220947264
4.68,84.05892153840706,45.66779479980469
4.69,84.20865231479573,45.65189437866211
4.7,84.23117662185997,45.63599395751953
4.71,84.37128805350697,45.629493713378906
4.72,84.17527361176715,45.62299346923828
4.73,84.06867604518874,45.616493225097656
4.74,84.17798465522067,45.60999298095703
4.75,84.25682504619265,45.603492736816406
4.76,84.25721437696276,45.59699249267578
4.77,84.16110296155759,45.590492248535156
4.78,84.26470916685632,45.58399200439453
4.79,84.18124055936279,45.577491760253906
4.8,84.24088272650997,45.57099151611328
4.81,84.34522618758969,45.58639297485352
4.82,84.4015103149144,45.60179443359375
4.83,84.30856199677962,45.61719589233398
4.84,84.45833294203072,45.63259735107422
4.85,84.52810775564173,45.64799880981445
4.86,84.51380345631061,45.66340026855469
4.87,84.28885699220321,45.678801727294925
4.88,84.19207889037052,45.69420318603515
4.89,84.42956848165532,45.70960464477539
4.9,84.47927275743635,45.725006103515625
4.91,84.30836727197507,45.697305297851564
4.92,84.39834107376745,45.6696044921875
4.93,84.48682290337413,45.64190368652344
4.94,84.47974057078801,45.614202880859374
4.95,84.35072520325456,45.58650207519531
4.96,84.29663876536674,45.55880126953125
4.97,84.37652168991457,45.53110046386719
4.98,84.45926845406575,45.50339965820312
4.99,84.58027248588684,45.47569885253906
5.0,84.44629518624194,45.447998046875
5.01,84.54164628763435,45.48609848022461
5.02,84.39217811195314,45.52419891357422
5.03,84.49946137835258,45.56229934692383
5.04,84.61943422820356,45.600399780273435
5.05,84.69210544296182,45.63850021362305
5.06,84.77981681451058,45.67660064697266
5.07,84.51020320021199,45.714701080322264
5.08,84.46832499814144,45.752801513671876
5.09,84.37395030484497,45.79090194702148
5.1,84.32010957699177,45.829002380371094
5.11,84.43718136399744,45.83970260620117
5.12,84.364697541569,45.85040283203125
5.13,84.36926217331407,45.86110305786133
5.14,84.58632528450275,45.871803283691406
5.15,84.4816638170644,45.882503509521484
5.16,84.29714501510936,45.89320373535156
5.17,84.19405075081379,45.90390396118164
5.18,84.15022771621477,45.91460418701172
5.19,84.30626425841503,45.9253044128418
5.2,84.20708247211643,45.936004638671875
5.21,84.29393879241316,45.96620483398438
5.22,84.32813298383316,45.996405029296874
5.23,84.14701131952854,46.026605224609376
5.24,84.2744885852071,46.05680541992187
5.25,84.1560964988855,46.087005615234375
5.26,84.23275966493487,46.11720581054688
5.27,84.2181819603356,46.147406005859374
5.28,84.26529319067113,46.177606201171876
5.29,84.24073998562562,46.20780639648437
5.3,83.93735852757375,46.238006591796875
5.31,83.91809845115459,46.20780563354492
5.32,83.94274708328109,46.17760467529297
5.33,83.96464634425773,46.147403717041016
5.34,83.9742399088139,46.11720275878906
5.35,83.81461501055908,46.08700180053711
5.36,83.63037398375387,46.056800842285156
5.37,83.8252096602056,46.0265998840332
5.38,83.73582658159748,45.99639892578125
5.39,83.86603477061516,45.9661979675293
5.4,83.97249087190106,45.935997009277344
5.41,83.90997801644707,46.00259857177734
5.42,83.83822575170588,46.06920013427734
5.43,83.89654195871117,46.13580169677734
5.44,84.0608853548694,46.20240325927735
5.45,83.9589202627754,46.269004821777344
5.46,83.87241803253886,46.33560638427734
5.47,83.87324670910168,46.40220794677734
5.48,83.92638117850086,46.46880950927735
5.49,83.9057366405281,46.53541107177735
5.5,83.85906266443232,46.602012634277344
5.51,83.80066241549764,46.5547119140625
5.52,83.86251307491536,46.50741119384766
5.53,83.89844560499743,46.46011047363281
5.54,83.97710318633551,46.41280975341797
5.55,83.76175531631895,46.365509033203125
5.56,83.88924485076271,46.31820831298828
5.57,83.70250292457737,46.27090759277343
5.58,83.88608524202017,46.22360687255859
5.59,83.76655593758267,46.17630615234375
5.6,83.97019771776756,46.129005432128906
5.61,83.77235956497246,46.21270599365235
5.62,83.75353247208575,46.296406555175786
5.63,83.72129194322042,46.38010711669922
5.64,83.67001357161655,46.46380767822266
5.65,83.60480816547232,46.5475082397461
5.66,83.57659011174361,46.63120880126953
5.67,83.3658745982525,46.714909362792966
5.68,83.32796553208387,46.7986099243164
5.69,83.57413434472679,46.882310485839845
5.7,83.71821311575331,46.96601104736328
5.71,83.74545881839258,46.909609985351565
5.72,83.69004059859785,46.85320892333984
5.73,83.80677138653972,46.796807861328126
5.74,83.81926828825762,46.7404067993164
5.75,83.9313808037007,46.68400573730469
5.76,83.82100278466689,46.62760467529297
5.77,83.99146565368908,46.57120361328125
5.78,84.03540286207527,46.51480255126953
5.79,84.15276326305393,46.45840148925781
5.8,83.98976826576252,46.402000427246094
5.81,84.2268103574897,46.46380157470703
5.82,84.14288715888298,46.525602722167974
5.83,84.2154962186414,46.58740386962891
5.84,84.03085374818876,46.64920501708984
5.85,83.9681507478727,46.71100616455078
5.86,83.97567801947653,46.77280731201172
5.87,83.9286219247487,46.834608459472655
5.88,83.82082156778459,46.89640960693359
5.89,84.03181281038877,46.95821075439453
5.9,84.09455253668057,47.02001190185547
5.91,84.1157065459481,46.93981170654297
5.92,84.23196814153796,46.85961151123047
5.93,84.02629828022447,46.779411315917976
5.94,84.05626426180768,46.69921112060547
5.95,84.06373714637743,46.61901092529297
5.96,84.12829129801649,46.53881072998047
5.97,84.0361934613781,46.45861053466797
5.98,84.02513189221781,46.37841033935547
5.99,84.01358508774467,46.29821014404297
6.0,84.28465147801414,46.21800994873047
6.01,84.197858320249,46.1647087097168
6.02,84.05154607905368,46.11140747070313
6.03,83.9302021221686,46.05810623168945
6.04,84.14249809234107,46.00480499267578
6.05,84.26111422039077,45.95150375366211
6.06,84.10804333880401,45.89820251464844
6.07,84.27075715595483,45.84490127563476
6.08,84.27986199241967,45.79160003662109
6.09,84.24505470393642,45.73829879760742
6.1,84.54038533175033,45.68499755859375
6.11,84.52175158284233,45.645697784423824
6.12,84.412103023259,45.606398010253905
6.13,84.32578304683365,45.567098236083986
6.14,84.38203471296319,45.52779846191406
6.15,84.37523599248199,45.48849868774414
6.16,84.38496987201378,45.44919891357422
6.17,84.33653979174159,45.409899139404295
6.18,84.12890078453819,45.370599365234376
6.19,84.3098861314142,45.33129959106445
6.2,84.29573011579542,45.29199981689453
6.21,84.30068880587207,45.286800384521484
6.22,84.1955685801722,45.28160095214844
6.23,84.16339872092267,45.27640151977539
6.24,84.00208443260583,45.271202087402344
6.25,84.09875330561,45.2660026550293
6.26,84.09903854681033,45.26080322265625
6.27,84.17882781160627,45.2556037902832
6.28,84.28888295249315,45.250404357910156
6.29,84.11609555054443,45.24520492553711
6.3,84.22595398553493,45.24000549316406
6.31,84.3027528062456,45.25000534057617
6.32,84.1660058076611,45.260005187988284
6.33,84.07367990689386,45.27000503540039
6.34,84.18663044867272,45.2800048828125
6.35,83.96719852945392,45.29000473022461
6.36,84.10413407339118,45.30000457763672
6.37,84.10726536775016,45.31000442504883
6.38,84.39537321407023,45.320004272460935
6.39,84.23122852467574,45.330004119873045
6.4,84.2471180231349,45.340003967285156
6.41,84.27609799355196,45.360903930664065
6.42,84.4292437076187,45.38180389404297
6.43,84.43427127971378,45.402703857421876
6.44,84.32438089007769,45.42360382080078
6.45,84.55066174342741,45.44450378417969
6.46,84.36256785392358,45.4654037475586
6.47,84.45025787225529,45.4863037109375
6.48,84.4487897187264,45.50720367431641
6.49,84.56584025664317,45.52810363769531
6.5,84.56240140987155,45.54900360107422
6.51,84.4504657534324,45.53270263671875
6.52,84.29611953644061,45.51640167236328
6.53,84.3370072097269,45.500100708007814
6.54,84.29373110397697,45.48379974365234
6.55,84.10909360543403,45.467498779296875
6.56,84.36255486810576,45.45119781494141
6.57,84.37896324331523,45.434896850585936
6.58,84.39758773831352,45.41859588623047
6.59,84.52268744604226,45.402294921875
6.6,84.5599572039486,45.38599395751953
6.61,84.43970174537374,45.37109451293945
6.62,84.53892939438586,45.356195068359376
6.63,84.76508120111947,45.341295623779295
6.64,84.5999725103271,45.32639617919922
6.65,84.59264487427001,45.31149673461914
6.66,84.53211135729362,45.29659729003906
6.67,84.54727520538555,45.281697845458986
6.68,84.4800524470754,45.266798400878905
6.69,84.46245183244034,45.25189895629883
6.7,84.41688327484871,45.23699951171875
6.71,84.54295925169261,45.242400360107425
6.72,84.68122196319091,45.24780120849609
6.73,84.63381249695665,45.25320205688477
6.74,84.41170034520287,45.258602905273435
6.75,84.385645225568,45.26400375366211
6.76,84.43575229848447,45.269404602050784
6.77,84.42258598027784,45.27480545043945
6.78,84.40179606908974,45.280206298828126
6.79,84.35990578216831,45.285607147216794
6.8,84.2530356070161,45.29100799560547
6.81,84.26704527425879,45.35690765380859
6.82,84.1229745943325,45.42280731201172
6.83,84.08818027698175,45.48870697021484
6.84,83.94765651897754,45.554606628417964
6.85,83.89488437953513,45.620506286621094
6.86,84.17371705152289,45.68640594482422
6.87,84.10124269966927,45.752305603027345
6.88,84.00579047413756,45.81820526123047
6.89,83.88789812500633,45.88410491943359
6.9,83.70230890093328,45.95000457763672
6.91,83.6955052806843,45.888404846191406
6.92,83.717760351783,45.826805114746094
6.93,83.56320662175456,45.76520538330078
6.94,83.70804562557049,45.70360565185547
6.95,83.65979081929184,45.642005920410156
6.96,83.63528073853928,45.580406188964844
6.97,83.6166306571353,45.51880645751953
