Time_ns,LNK_COM_z_A,LNK_Head_z_A,LNK_Tail_z_A,Mem_Upper_z_A,Mem_Lower_z_A,Mem_COM_z_A,LNK_Tilt_deg,LysNZ_LNK_Dist_A,LNK_COM_rel_mem_A
4.6,151.79418348920169,143.39855467890092,163.4837532043457,127.005005,81.21001,105.1272,14.703359021476222,7.249401199142806,46.666986223576686
4.7,149.749537620331,140.83009825019622,161.87625885009766,127.157005,81.52101,105.199104,20.567209160259143,7.417726213723395,44.55043331124898
4.8,153.25888649961203,145.2036040997524,164.68375968933108,127.054,81.48301,105.216156,20.942636765691436,7.905226557759582,48.04273049375266
4.9,153.93908414231436,143.67256260421348,166.32625770568848,126.99801,81.273,105.21701,22.2725726374878,9.427937438402946,48.72207364426748
5.0,152.14875838044594,144.47118110351806,163.8337574005127,126.823006,81.37501,105.10739,25.766161201486074,6.831302069732068,47.041367023024065
5.1,151.8040772890049,144.15329819670873,163.39750862121582,127.27501,81.44601,105.29679,22.342950462177434,6.842188936229033,46.50728621234475
5.2,150.22462208922846,145.060736814906,162.04625701904297,127.228004,81.292,105.389915,27.865515202150057,4.664005007620092,44.83470662291987
5.3,153.8230357442848,146.166038032611,162.7112522125244,127.395004,81.157,105.573326,27.021754231227604,7.404670704511463,48.24970963344495
5.4,152.96013796500176,149.23754053092972,163.56751060485837,127.59801,81.66201,105.77495,38.204895698542316,6.974499694458878,47.185189844884576
5.5,155.45302124015942,151.58103877402226,164.0150089263916,127.89401,81.292,105.78228,39.85125335592043,7.652400834886,49.6707412718977
5.6,159.15027730718302,150.6016992805292,164.67251014709473,127.53801,81.409004,105.83882,44.12187932619124,10.528695375571067,53.311455896050205
5.7,160.8386255467881,151.47358372731748,170.20626068115234,128.37502,81.409004,106.10605,30.356666367716336,12.180149398192524,54.73257696280373
5.8,154.97588349357375,149.67664772753332,161.27125740051267,127.34501,80.94301,105.35663,38.56803598800039,8.532843664532828,49.619255075605
5.9,155.73566161036445,150.56309658053587,166.17000770568848,127.961006,80.940994,105.60723,36.66389598207032,8.969722624688206,50.12843047022773
6.0,158.02692833020836,150.92677179575918,166.76375770568848,127.33101,81.113,105.45463,31.90709480908799,10.17383186920594,52.57230033948571
6.1,157.0551717776193,145.11213080103545,169.15375900268555,126.77901,81.09401,105.02943,24.464754821596095,12.135426480291065,52.025745202912276
6.2,154.16916299977422,143.28688126525148,165.41125488281253,126.795006,81.503006,105.30209,28.0169287186668,10.004885376412563,48.86706949391484
6.3,154.42111771956186,144.20198359043476,163.53375434875488,126.923004,81.683,105.43686,31.699517818323297,10.349859135178209,48.98425858870249
6.4,154.637086047878,143.02837892832707,164.69876098632812,126.993004,81.653,105.42138,30.39101515560655,11.972252026006451,49.21570695852253
6.5,155.2375019852162,144.3407696749095,165.99250793457028,126.73701,81.188,105.059235,23.86111029969496,10.973147992805892,50.17826736607557
6.6,156.19562147484814,143.87401980210265,168.21125411987302,126.771,81.38501,105.17443,26.05366994318027,13.221996701554408,51.02119062768017
6.7,155.49343649475014,143.46883293414098,168.63000869750974,126.55501,81.31801,104.979485,26.168449666837798,11.876845700874405,50.51395193664467
6.8,155.40516560585746,144.64445099407533,167.07750511169434,126.92701,81.636,105.33877,26.674659768673994,9.829127597929116,50.06639760048637
6.9,156.1709573035751,144.84980267555974,167.74875259399414,127.94601,81.996,105.90668,23.635192442759354,9.782434699800318,50.26428005748136
7.0,157.20406906770523,145.2077622390003,170.0462589263916,127.88401,82.55,106.13179,22.149474408808906,10.81975760032487,51.07227890657242
7.1,156.44240947551432,144.91567284289022,164.22751235961917,127.68701,82.259,105.952095,34.87642212428608,11.994558931327553,50.49031444377604
7.2,160.39046240860745,146.74599789894646,174.91375732421875,127.895004,82.463005,106.047935,25.50300399327585,14.265815389252936,54.342526922767604
7.3,156.6524895635618,144.86002891778372,169.68125915527344,128.238,82.323006,106.2236,26.14809188757784,11.597396065978156,50.428887268639926
7.4,160.76182586285697,147.16475445528587,173.61126136779788,128.27701,82.316,106.10718,25.023457369513455,14.854329716611089,54.654648128481966
7.5,158.7544261793412,144.6700264763775,172.8050079345703,127.99801,82.05601,105.926186,21.59578272358337,13.793229583951174,52.82824057143105
7.6,159.43553683487508,146.05845464650008,171.02375984191895,128.232,82.705,106.32924,21.6191441646936,12.30907548501607,53.10629794327352
7.7,160.89756192669248,147.8863719141264,172.6100082397461,128.904,82.773,106.91446,25.847017949522996,13.421446006627187,53.98310269817685
7.8,159.36591968638092,146.13554206165097,173.97875976562497,128.53,82.643,106.5605,11.97365187011106,12.906294985486328,52.80541858774811
7.9,155.90345753770725,143.87594832733666,166.30000495910647,127.795,81.983,105.83965,22.678681363086188,11.305274239475876,50.063804522570535
8.0,156.22379052161006,145.61561322597197,166.3587589263916,128.017,81.993004,105.99619,21.347425337327778,11.069973142453343,50.22759758948115
8.1,158.84567962878728,146.99556731689842,169.7175064086914,128.44002,82.496,106.46111,26.13223372673263,11.83130299259771,52.38456665271306
8.2,159.58161067291593,146.78879674184236,168.66500663757324,128.68001,82.786,106.70572,23.47367432805147,13.174934277093339,52.875891678775304
8.3,159.17354575699432,147.38526169481895,165.33125686645508,128.451,82.735,106.52795,42.42843284176022,12.493565919692367,52.645599284826346
8.4,159.16580525524992,147.18604746970243,163.29750633239746,128.95801,83.063,106.79975,48.65712098830543,12.481261531048593,52.36605397351164
8.5,159.46027125537458,148.3568791536595,162.20000457763672,129.452,83.16,106.98929,54.55391039997876,11.663385405234328,52.470982925296454
8.6,159.84943201194167,148.15200945475308,167.06375694274902,129.572,83.36101,106.95336,42.04403531375824,12.500264953063096,52.896070500711204
8.7,158.50401845642787,146.0200079349972,165.63250732421875,129.56401,82.616005,106.61489,38.89740740088987,12.479988981411006,51.88912740418178
8.8,159.45580150994513,146.57549431981514,166.9237575531006,129.70901,83.226006,106.8362,37.083454999074895,12.600773557586157,52.61960461053107
8.9,160.55050598598012,147.30759132196195,167.15875816345215,129.552,83.29001,107.04844,37.6746328080042,13.889857608838566,53.50206696010122
9.0,158.75995980043731,146.5500276966537,165.7975082397461,129.05801,82.94401,106.74466,40.5267941693367,12.360278736797913,52.01530037660919
9.1,158.6834768868272,146.07770079102733,165.77000808715817,129.223,82.929,106.882385,42.09274699359513,11.574503333843854,51.80109163292096
9.2,159.8345151194737,147.51532098234983,167.93875885009766,128.85501,82.64,106.63113,31.689741337282577,11.867317966409177,53.20338871566511
9.3,160.03566833102116,148.14642880910117,171.23625946044925,129.041,82.796,106.633965,24.30344125589524,11.9785414316864,53.40170379244694
9.4,158.8707123853677,146.76724589475148,169.06875801086426,128.44699,82.42901,106.515305,26.06081399393774,12.280145463348244,52.35540781993802
9.5,158.78733901951915,146.85730457107704,167.83501052856445,128.617,82.388,106.44688,28.855110838974863,11.48785143511531,52.340462493640246
9.6,158.88671088263112,146.81287428095854,166.2725067138672,128.317,82.213005,106.2442,40.63149589812943,12.400017999959745,52.64250922247487
9.7,159.4857293459785,146.3328335348079,168.15875816345215,128.728,82.71001,106.57498,37.03687702654166,12.891155243269527,52.91074765652539
9.8,159.76783083103078,147.20788234616165,167.6937580108643,129.037,82.327,106.672775,35.07709147321968,13.094550797313193,53.09505556247609
9.9,157.79912154280044,148.1539677895135,162.5187587738037,128.45401,82.218,106.2761,56.134875816911595,10.935653443074798,51.52302138410903
10.0,158.28964430232656,145.51241966479307,164.33875846862793,128.59601,82.277,106.35959,43.877530421638724,12.85642003958956,51.93005567927969
10.1,158.33697964295726,145.2788058478388,165.41251182556152,128.31801,82.46201,106.2892,36.57272712023863,12.711430562121016,52.0477798138557
10.2,161.11893010630808,147.16475811782215,169.9000072479248,128.662,82.406006,106.2688,30.780701237110865,14.238104986831026,54.850131278183085
10.3,159.43415779042462,146.30641876421956,165.13751220703125,127.117004,82.2,105.54883,45.54337140001814,13.038587027576305,53.88532966542462
10.4,159.55445863283825,147.86947393897626,163.97875595092773,127.804,82.75,105.94428,47.91747770619501,12.793478379426345,53.61017610109997
10.5,158.64849327646934,146.69723129516404,165.66375541687012,127.75701,81.76301,105.6282,42.70532107989305,12.542742980914976,53.020296560160745
10.6,159.38381655644383,147.37088735780173,168.59250831604004,127.449005,81.64001,105.391846,31.025203358141212,13.296972639834856,53.99197085331883
10.7,159.9137010599012,147.14122429107496,169.25375366210938,127.198006,81.648,105.39805,31.079613746306993,13.38750407046943,54.515652659022294
10.8,161.09900834115206,149.05588293586322,167.9087600708008,127.700005,82.483,106.013626,39.00437521626492,13.533804256903494,55.085382242519245
10.9,159.3897545695107,147.2626833204457,166.4700050354004,127.28801,81.577,105.22129,43.91086805619826,14.111061509173027,54.168463981131794
11.0,159.68097933052834,148.83833146830924,166.22375679016113,127.643005,82.12301,105.73952,43.723636239374144,12.932367571409715,53.94146211861428
11.1,159.63663737998277,148.60233178843887,164.85125923156738,127.53801,82.079,105.68089,44.69029579148308,13.27171167234564,53.955744435646835
11.2,158.76624970737612,147.61636036629682,166.52375984191892,128.10402,81.80501,105.92147,43.412500112747324,12.698571464837334,52.844779065286275
11.3,158.90832626417892,147.80194528398277,167.0775089263916,127.74401,82.146,106.02254,46.322120753789754,13.700948526389604,52.88578903273361
11.4,159.11872765277428,147.26479247906605,165.47000312805173,127.62401,81.56901,105.70729,43.37903144838094,12.688325904660392,53.41143700336022
11.5,159.39959855076796,148.21960622145593,166.78625679016116,127.56701,81.86201,105.71229,34.60121241218392,11.714622248890219,53.68731064793593
11.6,159.85028326468165,148.2204491722784,164.47750663757324,127.781006,82.323006,105.7208,48.04550541570873,13.062789456962957,54.129480957552744
11.7,159.92915877504066,148.08680737813313,166.0775089263916,127.66801,82.45301,105.81231,44.04829375783456,12.738717905986947,54.11684950990394
11.8,159.06658228763095,148.12721303304036,168.74375724792478,128.16801,82.74201,106.16171,29.986703280014318,11.631106028070263,52.904869641146576
11.9,160.41006379671498,148.19520118615802,168.79500579833984,128.574,83.38501,106.58578,34.40269995823714,12.837823386079664,53.824286514000136
12.0,158.28589881629426,145.64849083837177,167.2300090789795,128.377,83.07,106.34187,29.591714112210802,11.601611893415471,51.94402564734895
12.1,159.69777971861092,146.5575143830858,169.49626541137698,128.654,83.369,106.84682,24.98226695035551,13.03230348154629,52.850962702009355
12.2,160.49873039562902,148.9005151741034,170.76251029968265,128.69402,82.943,106.71717,24.742254718075127,11.949461744232726,53.78155968029699
12.3,161.171260002942,149.24013322392622,168.7112636566162,129.02501,83.27901,106.821846,37.99050440599129,12.406471596281502,54.349413994641225
12.4,162.12703384322796,150.7712349471619,170.66000747680664,128.914,83.29301,106.958694,31.57321561945552,12.445359932103601,55.16833938522015
12.5,159.0733742835883,148.4308697073103,169.1775131225586,128.72902,83.295,106.88569,32.48676962181096,11.124951901992825,52.18768550185001
12.6,159.31324409793538,148.02254617357138,170.13251304626465,128.717,82.84901,106.632805,29.809332959241942,11.09346649399632,52.68043922732991
12.7,159.73113438685883,148.3436259738547,168.93375968933105,128.326,82.475006,106.169044,35.3289622998963,12.745826290141066,53.56208989222992
12.8,159.7578446027413,147.47168712234802,169.94750785827637,128.731,82.797005,106.55289,33.29612372353063,13.12188784177243,53.204957639850676
12.9,158.6538430966348,146.51263252855966,169.83126068115234,129.06401,83.292,106.77536,23.35392260272378,12.959665937473881,51.87848298921293
13.0,159.48959569348952,148.31359316355508,168.4575080871582,129.547,83.083,107.03719,36.82858129802236,11.613443331833858,52.452402395149676
13.1,161.6444979073266,151.77953416624607,169.51250839233398,129.104,82.73001,106.73627,46.961722625892065,12.796796835722468,54.90823081748286
13.2,160.36484257786424,150.43789905606033,167.6162567138672,129.84901,83.173004,107.25671,41.00780568560001,12.97480549895806,53.10813634007127
13.3,158.73848875340715,148.52520451930693,168.64375495910645,129.432,83.244,107.031075,32.24878303075398,11.300559675936626,51.70741422948137
13.4,158.9616972351537,147.8036834796079,170.13875961303708,129.53401,83.05501,107.01708,26.865850576779497,10.937211167175366,51.94461502079824
13.5,157.29747586428232,147.87647532852625,167.63125801086426,128.952,82.975006,106.65327,31.75149673448005,10.672133379146656,50.64420895754404
13.6,157.30100033842245,146.7668885890433,167.39126014709473,128.27402,82.353004,106.27484,31.07885186243216,11.601419521858356,51.026159029828705
13.7,158.93544615101803,146.6172918025443,169.22751045227048,128.231,82.52901,106.16543,28.05140008857874,13.4024781703248,52.77001798939693
13.8,159.61909276687186,147.09353171515522,171.2500095367432,128.217,82.54301,106.44901,27.94957770547107,13.969559125417005,53.1700800105242
13.9,161.04948883755358,148.39185252780442,173.23750686645505,128.25801,82.413,106.253624,30.05674491503564,15.348394766737432,54.79586487515124
14.0,157.62274423540484,146.98590758161293,169.88250732421875,127.57001,82.649,105.96714,35.34368285972195,12.600636364007551,51.65560403765093
14.1,156.44750272976046,146.35399881846232,166.0137596130371,127.23001,82.176,105.62655,43.784345477231284,12.195137689816612,50.820953962670615
14.2,156.72748377272902,146.14332617432666,166.33875656127927,127.42701,81.87201,105.74676,40.784132348313264,11.772371814889668,50.9807262654048
14.3,155.55448076020105,145.04411589228374,163.7300090789795,127.74401,82.437004,106.01086,43.75147300468572,11.72227233514088,49.543624131783076
14.4,155.35877485777814,145.50881317163066,165.64375495910642,127.647,82.39101,105.86508,38.355881294341096,12.33282631173121,49.49369307066877
14.5,153.88131331108158,144.43445371601888,162.79000854492185,127.896,82.687004,106.22212,39.34336213839973,10.616067335909275,47.65919111869877
14.6,155.44208077169702,145.01688492650703,165.48126029968262,128.033,82.71601,106.27531,35.05589625778419,11.13951505085354,49.166774070036865
14.7,157.25126031640488,145.46257476196777,166.61125564575195,127.60401,82.58301,106.045746,38.19649569250806,12.890256768526799,51.205514466795506
14.8,156.98571914893716,145.06617275820454,167.9062557220459,128.23401,82.836006,106.288086,33.72503771923067,13.400216505143648,50.697633211437164
14.9,153.9305099719167,143.0309244919738,164.40876007080075,127.770004,82.768005,106.07327,30.054422567626126,9.580850136105417,47.85723726683858
15.0,155.91414031596193,144.47713215322517,168.25875854492188,127.775,82.803,106.27193,27.611002381735243,12.758731601396159,49.64221343607912
15.1,157.2741284398226,145.9646501499972,170.00875663757324,128.28,82.397995,106.24554,22.201717063238398,12.682833348805282,51.02859163562337
15.2,158.64138544221498,148.93862887656184,166.92250442504883,128.169,82.54301,106.33646,36.663560062776654,13.187985231386458,52.30492914338686
15.3,157.509323287383,150.2011376354239,167.68250846862793,128.5,82.595,106.62682,41.64766968399089,10.4013779359135,50.88249986209004
15.4,155.96457754268394,144.44407209522907,168.95376014709473,129.376,83.17801,107.34289,29.520406542841855,9.957407799907482,48.62168966426597
15.5,155.1720777893154,142.6589463454261,166.71125411987305,129.06401,82.99601,106.991905,30.06610869600541,10.035625803607683,48.180172576913066
15.6,157.3604917624443,146.90310446497537,168.87500953674316,128.60501,83.483,106.96444,34.654726616932635,11.329468083338439,50.396052370354454
15.7,158.00297285048532,144.496142949532,170.9250087738037,128.86101,83.200005,107.03133,20.009705272319714,11.354971964746552,50.97164655654001
15.8,159.5036642398833,144.2620493104418,174.66000747680664,128.711,83.229996,106.79767,22.357235292920578,13.956395004471357,52.70599578285206
15.9,158.56781310120212,144.32490683051702,172.00500297546384,127.811005,82.578,106.28518,15.080801254234508,12.323934442554725,52.282633963018526
16.0,155.8335210263341,143.97613140170236,167.6500129699707,128.287,82.63801,106.47723,19.989560992482144,10.565198941762867,49.35629476900988
16.1,156.00269139522965,142.92335687388808,168.8412628173828,128.52,82.585,106.486046,23.835725921251953,12.10788895110891,49.5166455578273
16.2,155.8704616191056,143.89775674669005,167.69000244140625,128.558,82.902,106.675255,22.67695639586492,11.541933105769127,49.19520679732827
16.3,154.6200125930301,145.07898225761429,163.0550022125244,128.425,82.5,106.52992,30.743985999632137,7.739759694428593,48.09009010767855
16.4,154.33953563965457,144.83535079102242,164.69125556945804,129.36002,83.156006,107.00236,32.93326881893658,8.997048476764071,47.337178156744415
16.5,154.73529410212296,147.24973273151497,163.441255569458,128.82802,82.740005,106.74775,22.720448249907115,9.010470621640485,47.98754477350968
16.6,159.06912393793925,147.757244062843,171.53500747680664,129.11,83.005005,107.00945,28.01571682494971,12.620743945885792,52.059671118115034
16.7,156.68516609328572,144.2617217645561,169.24500274658203,128.904,82.788,106.7849,28.34568068932305,10.810261324407554,49.90026924269978
16.8,158.74076149029756,147.9395420498318,168.92001152038577,129.49,83.666,107.28184,29.213490990444942,10.58256978317147,51.45892402691865
16.9,156.80994018288698,148.34845586634938,166.02750587463382,129.119,83.053,106.998886,33.31210429902165,8.932809225883265,49.81105407448854
17.0,156.71624272603353,146.60814752189947,167.25000572204593,129.167,83.543,107.16372,24.413234933583755,9.73629217770874,49.552523548787434
17.1,157.14649041846891,147.73985527794804,166.16625595092773,129.55699,83.716,107.33657,27.529600916879506,10.10528888346015,49.80991967872282
17.2,162.08915274578098,151.91867539598692,171.09250450134275,129.12502,83.644005,107.3091,37.24771978753484,14.554847393473771,54.780055455741916
17.3,161.0472394068614,151.50111754438,163.65625572204587,129.74,83.18301,107.245255,58.08793553232089,13.714992841980015,53.80198489025983
17.4,160.2146825694052,150.04663556935213,164.57375717163086,129.617,83.782005,107.47569,50.313495711635376,12.810886841055188,52.73898982038176
17.5,159.94030479696707,150.43066658947012,163.20501136779785,129.79701,83.573006,107.43338,58.63476640890476,14.477608452836446,52.506924670013944
17.6,159.27819269899123,150.73902176293635,162.41125679016113,129.377,83.929,107.41742,59.25861645772173,14.28303959415795,51.860773265397484
17.7,158.1234097659694,149.01038955578701,165.34250831604,130.065,83.882,107.49412,41.81226172734514,11.80689840730407,50.62929202915299
17.8,157.73654981320507,148.41798542946648,166.48125839233396,129.83801,83.58301,107.45291,27.28996658797069,10.756171244376157,50.28363843625195
17.9,158.8226412376475,150.0607991533409,167.25251007080078,130.103,83.346,107.420944,27.86428113341828,10.85018406534579,51.401697023780315
18.0,158.5562556486156,148.51392704378978,167.26250457763675,130.184,83.810005,107.47934,31.454789913206707,11.54239002596801,51.07691604900623
18.1,158.25854095751714,148.91902753706458,168.77000617980957,130.78401,84.41901,108.047585,41.37760460758303,11.189241037501057,50.210956423825735
18.2,158.71164455218997,149.61786924738774,169.19375610351562,130.53401,84.31401,107.80211,34.195086184042296,11.757568371281339,50.90953578754153
18.3,160.34970281710594,148.63954998568283,168.87500762939453,130.05301,84.166,107.652084,36.97993294796009,13.958167142751261,52.69761846652
18.4,161.20970223662272,150.54556670611996,168.57500267028806,130.297,84.40401,107.75491,42.53347790561731,13.552423103667849,53.45478890654459
18.5,159.3542979247925,147.5599431538753,169.60376167297363,129.562,83.783005,107.13841,40.83418368988244,13.847763369157912,52.21588544920655
18.6,159.32466785909602,147.23129029247303,167.63250732421875,129.48601,83.781006,107.1049,42.39163046487045,13.656700029870853,52.21977131368587
18.7,156.5340618214572,145.32133164897525,164.40001487731934,129.10701,83.72001,106.97409,38.039527855638404,10.637368075218934,49.55997124528531
18.8,157.49354815073312,146.9463092947273,161.99251174926758,128.561,83.72101,106.65127,51.26013226196212,13.358243620791797,50.842280145362025
18.9,157.72065822578477,146.11884936478307,165.70500946044922,129.681,83.94601,107.23408,38.9592010332463,13.471788779598691,50.48658077217149
19.0,156.96264906470861,147.43250054588896,166.12126159667966,129.687,84.07101,107.28415,37.63087943095534,10.82036292062808,49.67849989478674
19.1,159.2995267736753,147.07839352663376,166.7287616729736,129.779,84.18,107.44808,37.74266768954589,14.101505532235725,51.85144480346045
19.2,158.39339691861824,147.5589366290781,165.77625846862796,129.907,83.66801,107.45072,39.94336344522716,11.386452084076797,50.94267517789558
19.3,157.21998537282136,146.48613323361084,167.23875999450684,129.74802,83.799,107.524185,38.161355064163025,11.660878388566202,49.69580019215729
19.4,158.4542083798232,149.67121790574132,163.82875633239746,129.85701,84.513,107.86508,55.42550037613624,12.36050200496166,50.589126592713825
19.5,158.04018287559637,146.94929332443468,166.27626037597656,129.39001,84.16901,107.34756,46.6369436537507,12.826311538045035,50.69262580772528
19.6,161.33132151125727,148.54040720670534,172.2975082397461,129.88101,84.378006,107.55012,41.24106400782261,15.214114639093905,53.78120401858149
19.7,161.65878287863882,148.7839480274301,168.58750343322754,130.1,84.128006,107.681465,43.61955520191666,16.280327861272486,53.977317729713036
19.8,159.89367153122384,146.8923591552783,170.78000450134277,129.922,84.425,107.76618,38.95361927571377,14.952581356506204,52.12748958542306
19.9,161.14135362495801,147.97955148820398,171.0375118255615,130.238,84.472,108.07454,32.212318691000604,14.65537993437996,53.0668144403877
20.0,163.9735043754863,148.96933529043463,178.34500694274902,130.60901,84.88601,108.42591,21.633474850178402,15.657116505278685,55.54759342577927
20.1,163.53268539178853,149.7776433345511,175.6862640380859,130.016,84.29401,107.91344,28.95552130426422,15.828140184405223,55.619248502140096
20.2,159.3329672265235,144.96206296986335,172.24875068664554,130.06801,84.223,107.87751,21.930274898857466,12.65031240148369,51.45545715572271
20.3,157.31420916254024,145.04254678349605,169.30875968933105,129.824,84.546005,107.88654,25.212457603405078,10.015833651152557,49.427665888614456
20.4,157.17648443880145,145.27374276756572,167.57375526428223,130.1,84.876,108.14184,30.595658091306028,10.16274716680594,49.034646365070984
20.5,156.37281919337335,145.730946035408,167.8287582397461,130.921,85.02601,108.54842,16.94110999328622,9.00158802945956,47.8243954262835
