Time,Potential,Temperature,Pressure,Volume,Density,Box-X,Box-Y,Box-Z
38330.0,-3636079.5,309.3482360839844,-33.01866912841797,3143.276611328125,998.4739379882812,12.313380241394043,12.302949905395508,20.748945236206055
38340.0,-3631800.25,310.39239501953125,-5.982557773590088,3143.8681640625,998.2860717773438,12.313261032104492,12.302831649780273,20.753252029418945
38350.0,-3637128.25,308.6081848144531,-13.362910270690918,3143.4072265625,998.4324951171875,12.309832572937012,12.299406051635742,20.761770248413086
38360.0,-3629710.75,309.634765625,-12.68873119354248,3147.05615234375,997.2748413085938,12.316825866699219,12.306392669677734,20.76227378845215
38370.0,-3630465.0,309.5311279296875,-3.468006134033203,3150.613037109375,996.14892578125,12.318158149719238,12.307723999023438,20.7812442779541
38380.0,-3631831.0,309.2132873535156,6.757795810699463,3145.29296875,997.8338623046875,12.329682350158691,12.319238662719727,20.707387924194336
38390.0,-3633718.0,309.9190673828125,74.66195678710938,3146.197509765625,997.5469970703125,12.333678245544434,12.323230743408203,20.69992446899414
38400.0,-3629190.25,309.5552978515625,-3.22655987739563,3143.528076171875,998.3941040039062,12.333681106567383,12.323233604431152,20.682353973388672
38410.0,-3626789.75,310.2208251953125,67.064697265625,3149.422119140625,996.525634765625,12.35479736328125,12.344332695007324,20.650360107421875
38420.0,-3628053.5,309.4704284667969,-4.858893871307373,3145.974365234375,997.6177368164062,12.339644432067871,12.329192161560059,20.67844581604004
38430.0,-3630163.25,309.8297119140625,65.02632904052734,3147.32568359375,997.1893920898438,12.351736068725586,12.341273307800293,20.6468448638916
38440.0,-3630652.5,310.0555114746094,-33.27731704711914,3145.915771484375,997.6363525390625,12.348760604858398,12.338300704956055,20.64754295349121
38450.0,-3627002.25,310.8013610839844,-13.509719848632812,3149.7841796875,996.4110717773438,12.364294052124023,12.35382080078125,20.621021270751953
38460.0,-3631584.5,310.1458740234375,35.56339645385742,3146.0537109375,997.5925903320312,12.370040893554688,12.359562873840332,20.577465057373047
38470.0,-3631176.25,309.4973449707031,-66.98194122314453,3150.049560546875,996.3271484375,12.373046875,12.362565994262695,20.593591690063477
38480.0,-3631874.25,310.5066223144531,41.3293342590332,3144.289306640625,998.1524047851562,12.35862922668457,12.348160743713379,20.603923797607422
38490.0,-3637121.0,308.9884338378906,18.004423141479492,3141.68310546875,998.9804077148438,12.36205005645752,12.351578712463379,20.57545280456543
38500.0,-3632338.5,310.0629577636719,-14.471056938171387,3147.110595703125,997.257568359375,12.358470916748047,12.348002433776855,20.62293815612793
