GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4701.229,-43733.0495,-8573.5449,218.89316232,-48434.2785,-8354.65173768,-56788.930237680004
1,-4717.2612,-43481.1504,-8755.2849,217.59471864,-48198.4116,-8537.69018136,-56736.10178136
2,-4667.4162,-43430.8075,-8768.3791,218.38230216,-48098.2237,-8549.99679784,-56648.220497840004
3,-4718.7661,-43155.2532,-8977.6372,218.2121316,-47874.0193,-8759.4250684,-56633.4443684
4,-4743.5546,-42990.3943,-9141.5313,223.42076496,-47733.9489,-8918.110535040001,-56652.059435040006
5,-4701.4029,-43219.5368,-9112.2289,223.57994255999998,-47920.9397,-8888.64895744,-56809.58865744001
6,-4680.3317,-43179.4511,-9073.7459,223.49975543999997,-47859.7828,-8850.24614456,-56710.02894456
7,-4668.0095,-43347.1552,-8947.6201,221.60679263999998,-48015.1647,-8726.01330736,-56741.17800736
8,-4717.1306,-43357.0767,-8812.0919,221.61759768,-48074.207299999995,-8590.474302319999,-56664.68160231999
9,-4675.8334,-43412.4693,-8831.5317,219.39871104,-48088.3027,-8612.13298896,-56700.43568896
10,-4722.8247,-43612.8396,-8665.565,216.02073671999997,-48335.6643,-8449.54426328,-56785.20856328
11,-4651.0909,-43489.7252,-8717.9773,223.41596544,-48140.816100000004,-8494.561334560001,-56635.37743456
12,-4728.8784,-43509.4084,-8711.2028,219.73634568,-48238.2868,-8491.46645432,-56729.75325432
13,-4689.1743,-43577.248,-8652.2569,218.76742008,-48266.4223,-8433.489479920001,-56699.911779919996
14,-4775.7151,-43547.8141,-8608.7214,213.10848648,-48323.529200000004,-8395.61291352,-56719.14211352001
15,-4692.4388,-43654.602,-8694.9244,222.02298072,-48347.0408,-8472.90141928,-56819.942219280005
16,-4752.1702,-43564.2355,-8603.0044,218.20916376,-48316.4057,-8384.79523624,-56701.20093624
17,-4699.1046,-43289.5393,-8920.8758,221.5066176,-47988.643899999995,-8699.3691824,-56688.0130824
18,-4691.3441,-43315.3287,-8872.6447,217.813608,-48006.6728,-8654.831092,-56661.50389200001
19,-4687.1642,-43249.8943,-8912.1879,225.95867207999999,-47937.0585,-8686.229227920001,-56623.287727920004
20,-4699.4278,-43131.739,-8919.4634,222.41448936,-47831.1668,-8697.04891064,-56528.21571064
21,-4692.7411,-43178.9923,-9000.5351,217.77921216,-47871.7334,-8782.75588784,-56654.48928784
22,-4712.9768,-43102.1344,-9049.9416,219.92088024,-47815.1112,-8830.02071976,-56645.131919759995
23,-4693.1767,-43545.782,-8667.3732,215.53593048,-48238.9587,-8451.83726952,-56690.795969520004
24,-4660.3488,-43496.5878,-8691.9555,220.06430999999998,-48156.9366,-8471.89119,-56628.827789999996
25,-4708.6089,-43446.5101,-8792.7039,220.46908248,-48155.119,-8572.23481752,-56727.35381752
26,-4735.4002,-43305.5892,-8910.0507,221.27126112000002,-48040.989400000006,-8688.77943888,-56729.76883888001
27,-4708.7725,-42958.2371,-9077.9043,221.14490472,-47667.0096,-8856.75939528,-56523.76899528
28,-4646.4162,-43538.53,-8728.9681,221.7002796,-48184.9462,-8507.2678204,-56692.214020399995
29,-4632.1936,-43465.3736,-8671.4515,221.85369648,-48097.5672,-8449.597803519999,-56547.16500352
30,-4689.677,-43507.7285,-8753.7182,224.14384368,-48197.40549999999,-8529.57435632,-56726.979856319995
31,-4681.0263,-43669.5112,-8666.1917,220.57162992,-48350.5375,-8445.62007008,-56796.15757008
32,-4705.1544,-43286.7437,-8805.9926,220.55749272,-47991.8981,-8585.43510728,-56577.33320728
