GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
0,-4681.1352,-43576.0235,-8686.9041,220.66953048,-48257.1587,-8466.23456952,-56723.39326952
1,-4667.9132,-43544.8852,-8847.0567,222.90870815999997,-48212.7984,-8624.14799184,-56836.94639184
2,-4720.5524,-43088.8324,-9146.8513,224.27089415999998,-47809.3848,-8922.58040584,-56731.96520584
3,-4724.4706,-43119.7515,-9219.874,224.39092104,-47844.2221,-8995.48307896,-56839.705178959994
4,-4729.0436,-43649.6814,-8735.9636,219.26724407999998,-48378.725,-8516.69635592,-56895.42135591999
5,-4749.7462,-43301.7316,-8934.4594,221.16361967999998,-48051.4778,-8713.29578032,-56764.77358032
6,-4709.2115,-42885.743,-9308.3682,225.22079088,-47594.9545,-9083.147409120002,-56678.10190912001
7,-4685.8679,-43287.749,-9074.4587,219.08551896,-47973.6169,-8855.373181039999,-56828.99008104
8,-4729.5951,-43242.7452,-8993.8428,221.99593968,-47972.340299999996,-8771.84686032,-56744.18716032
9,-4698.6927,-43020.839,-9158.7284,222.89226767999997,-47719.5317,-8935.83613232,-56655.36783232
10,-4689.4805,-42948.7906,-9195.2887,225.52123536,-47638.2711,-8969.76746464,-56608.038564639995
11,-4670.0912,-43182.7878,-8954.8446,222.59671704,-47852.879,-8732.24788296,-56585.126882959994
12,-4651.0178,-43560.6427,-8812.543,217.54010663999998,-48211.6605,-8595.00289336,-56806.663393359995
13,-4662.5603,-43210.4036,-9004.6812,222.8610276,-47872.963899999995,-8781.820172400001,-56654.78407239999
14,-4653.1946,-43450.5838,-8849.5144,225.75577823999998,-48103.7784,-8623.75862176,-56727.53702176
15,-4732.5086,-43202.65,-8860.3836,220.49591472,-47935.1586,-8639.887685279999,-56575.046285280005
16,-4748.198,-43151.544,-9033.2136,222.31986479999998,-47899.742,-8810.8937352,-56710.6357352
17,-4723.3974,-43248.1023,-8977.2266,222.7467168,-47971.4997,-8754.4798832,-56725.9795832
